"","GSM3317067","GSM3317068","GSM3317069","GSM3317070","GSM3317071","GSM3317072"
"ENSMUSG00000025666",867,584,986,640,714,670
"ENSMUSG00000025701",0,0,5,0,0,0
"ENSMUSG00000025702",125,140,282,144,226,144
"ENSMUSG00000025716",128,140,130,126,114,65
"ENSMUSG00000025722",217,214,390,240,183,357
"ENSMUSG00000025723",0,5,14,13,8,17
"ENSMUSG00000025724",3982,4323,4850,3966,4841,4343
"ENSMUSG00000025726",111,99,106,18,68,120
"ENSMUSG00000025727",0,0,0,0,0,0
"ENSMUSG00000025728",460,363,582,397,444,641
"ENSMUSG00000025730",0,0,7,0,11,10
"ENSMUSG00000025731",0,4,2,11,8,16
"ENSMUSG00000025732",224,188,224,183,233,168
"ENSMUSG00000025733",35,35,38,37,44,43
"ENSMUSG00000025735",0,0,0,0,0,0
"ENSMUSG00000025736",0,2,2,0,1,3
"ENSMUSG00000025737",47,83,124,46,6,28
"ENSMUSG00000025738",0,0,0,0,0,1
"ENSMUSG00000025739",0,0,0,0,0,0
"ENSMUSG00000025742",3,0,8,1,0,0
"ENSMUSG00000025743",1,0,0,0,0,0
"ENSMUSG00000025745",509,521,620,461,783,782
"ENSMUSG00000025746",0,4,0,0,0,0
"ENSMUSG00000025747",223,283,257,293,265,354
"ENSMUSG00000025754",31,13,58,12,25,24
"ENSMUSG00000025757",934,1231,1410,795,1165,1165
"ENSMUSG00000025758",9550,10229,11660,8853,10496,10330
"ENSMUSG00000025759",73,68,54,36,60,91
"ENSMUSG00000025762",1105,1285,1492,1074,1284,1357
"ENSMUSG00000025764",0,2,17,3,0,10
"ENSMUSG00000025766",90,122,49,85,120,81
"ENSMUSG00000025774",0,0,0,0,0,0
"ENSMUSG00000025776",5,0,20,0,0,1
"ENSMUSG00000025777",6189,6191,7328,5300,6809,5871
"ENSMUSG00000025779",86,107,142,91,83,70
"ENSMUSG00000025780",0,0,0,0,0,0
"ENSMUSG00000025781",1887,1408,2034,1725,2088,2403
"ENSMUSG00000025782",8295,9585,12374,8554,11334,12022
"ENSMUSG00000025783",0,0,0,0,0,0
"ENSMUSG00000025784",1,0,0,0,0,0
"ENSMUSG00000025785",2529,2292,3139,2499,2810,2580
"ENSMUSG00000025786",161,177,191,150,185,212
"ENSMUSG00000025787",20,28,50,30,20,12
"ENSMUSG00000025789",0,0,0,9,0,0
"ENSMUSG00000025790",3055,3304,3630,2791,3708,3777
"ENSMUSG00000025791",11,29,2,46,21,26
"ENSMUSG00000025792",11,11,13,9,5,6
"ENSMUSG00000025793",222,204,332,262,313,428
"ENSMUSG00000025794",356,323,343,371,333,334
"ENSMUSG00000025795",1247,1266,1950,1093,1724,1492
"ENSMUSG00000025804",0,0,0,0,0,0
"ENSMUSG00000025808",12,4,3,1,7,0
"ENSMUSG00000025809",771,778,1116,595,1011,880
"ENSMUSG00000025810",1008,1283,1757,1193,1516,1482
"ENSMUSG00000025812",2634,3003,4453,2828,4662,4015
"ENSMUSG00000025813",1304,1403,1787,1283,1548,1926
"ENSMUSG00000025815",265,278,433,349,354,303
"ENSMUSG00000025816",3,8,10,14,8,11
"ENSMUSG00000025817",3673,3056,3858,3461,3543,3847
"ENSMUSG00000025821",109,76,99,119,71,155
"ENSMUSG00000025823",1509,1466,2009,1275,1529,1788
"ENSMUSG00000025825",2312,2137,2639,2262,3194,2927
"ENSMUSG00000025838",9,0,0,0,0,0
"ENSMUSG00000025839",1,0,0,0,0,0
"ENSMUSG00000025854",0,0,0,0,0,0
"ENSMUSG00000025855",0,0,5,0,0,0
"ENSMUSG00000025856",59,51,50,17,55,30
"ENSMUSG00000025857",1168,1300,2051,1076,1043,1770
"ENSMUSG00000025858",74,82,92,112,78,145
"ENSMUSG00000025860",173,208,190,159,204,145
"ENSMUSG00000025862",631,509,589,388,669,542
"ENSMUSG00000025867",0,1,0,0,0,0
"ENSMUSG00000025868",2907,2976,3638,3410,3509,3274
"ENSMUSG00000025869",0,0,0,4,0,0
"ENSMUSG00000025870",10,15,35,18,44,46
"ENSMUSG00000025871",341,286,694,345,410,401
"ENSMUSG00000025872",1941,2372,3511,1888,2578,2769
"ENSMUSG00000025873",53,61,60,87,131,103
"ENSMUSG00000025875",30,42,39,28,70,51
"ENSMUSG00000025876",124,104,165,107,282,290
"ENSMUSG00000025877",0,0,0,0,0,0
"ENSMUSG00000025878",440,536,333,353,361,405
"ENSMUSG00000025880",0,0,2,0,1,3
"ENSMUSG00000025885",4889,5185,5382,4402,6546,5885
"ENSMUSG00000025887",0,0,0,0,0,0
"ENSMUSG00000025888",11,10,5,3,20,10
"ENSMUSG00000025889",2,10,1,11,10,3
"ENSMUSG00000025892",538,679,707,581,972,527
"ENSMUSG00000025893",115,104,146,118,119,169
"ENSMUSG00000025894",551,650,806,448,623,574
"ENSMUSG00000025898",2469,2584,2494,1864,2929,2129
"ENSMUSG00000025899",71,54,118,71,83,48
"ENSMUSG00000025900",91,102,89,56,60,33
"ENSMUSG00000025902",7,9,3,21,7,23
"ENSMUSG00000025903",2927,2257,3141,2221,2093,2428
"ENSMUSG00000025905",12,25,99,36,60,58
"ENSMUSG00000025907",1895,1922,2537,1957,2347,2358
"ENSMUSG00000025909",18,15,15,4,19,22
"ENSMUSG00000025911",264,203,216,295,355,283
"ENSMUSG00000025912",358,403,373,333,358,297
"ENSMUSG00000025915",24,16,39,53,41,20
"ENSMUSG00000025916",42,60,77,24,66,65
"ENSMUSG00000025917",744,674,921,747,873,1023
"ENSMUSG00000025920",1681,1919,2044,1492,1901,1768
"ENSMUSG00000025921",2603,2859,3590,2929,3287,2951
"ENSMUSG00000025922",0,0,0,0,0,0
"ENSMUSG00000025925",3440,3130,3672,2754,2441,3079
"ENSMUSG00000025927",404,501,472,498,556,335
"ENSMUSG00000025929",0,0,0,0,0,0
"ENSMUSG00000025930",0,0,1,0,0,2
"ENSMUSG00000025931",10,39,5,13,13,4
"ENSMUSG00000025932",1021,976,1143,1060,1449,1105
"ENSMUSG00000025933",622,749,833,654,840,754
"ENSMUSG00000025934",8,0,4,2,0,4
"ENSMUSG00000025935",4539,4220,5884,4526,4975,5171
"ENSMUSG00000025936",5,10,3,5,11,17
"ENSMUSG00000025937",1082,754,825,808,937,862
"ENSMUSG00000025938",217,118,341,290,280,341
"ENSMUSG00000025939",9529,9309,10733,9900,8601,8378
"ENSMUSG00000025940",1336,1284,1496,1275,1606,1640
"ENSMUSG00000025945",0,0,0,0,0,0
"ENSMUSG00000025946",5,3,0,0,9,7
"ENSMUSG00000025949",711,656,749,561,705,800
"ENSMUSG00000025950",779,747,911,630,918,704
"ENSMUSG00000025952",0,0,0,0,0,0
"ENSMUSG00000025955",357,368,329,323,445,396
"ENSMUSG00000025956",5,2,2,0,2,5
"ENSMUSG00000025958",42,26,56,35,61,53
"ENSMUSG00000025959",1836,2294,2488,1862,2843,2330
"ENSMUSG00000025961",0,0,0,0,0,0
"ENSMUSG00000025962",832,1032,960,973,703,733
"ENSMUSG00000025963",0,0,0,0,0,0
"ENSMUSG00000025964",23,10,4,4,7,31
"ENSMUSG00000025967",1922,2005,2037,2160,2532,2277
"ENSMUSG00000025968",225,284,316,143,145,224
"ENSMUSG00000025969",9,9,12,6,0,3
"ENSMUSG00000025971",8,2,5,10,6,9
"ENSMUSG00000025977",26,17,24,2,0,7
"ENSMUSG00000025978",44,59,27,77,77,94
"ENSMUSG00000025979",4378,4146,4471,3528,4350,3755
"ENSMUSG00000025980",1541,1712,2284,1383,1544,1870
"ENSMUSG00000025981",2971,2972,3827,2767,2958,2836
"ENSMUSG00000025982",12605,13107,11927,9458,12427,12198
"ENSMUSG00000025983",13,45,72,67,75,82
"ENSMUSG00000025986",9997,10623,10787,8333,11802,9571
"ENSMUSG00000025991",280,259,183,217,257,152
"ENSMUSG00000025993",0,21,0,0,0,6
"ENSMUSG00000025995",2324,2624,2686,2192,2849,2195
"ENSMUSG00000025997",70,60,104,83,40,33
"ENSMUSG00000026000",677,632,1033,780,700,873
"ENSMUSG00000026003",142,152,113,110,40,74
"ENSMUSG00000026004",72,82,115,63,113,90
"ENSMUSG00000026005",2802,3193,3635,2436,2741,3165
"ENSMUSG00000026009",0,0,0,0,0,0
"ENSMUSG00000026011",12,65,29,55,41,83
"ENSMUSG00000026012",0,0,0,0,5,0
"ENSMUSG00000026014",1095,1003,1099,951,1341,1137
"ENSMUSG00000026017",30,37,59,53,38,37
"ENSMUSG00000026018",291,203,258,259,342,283
"ENSMUSG00000026019",471,646,492,467,678,407
"ENSMUSG00000026020",2644,2933,3944,2233,2921,2775
"ENSMUSG00000026021",7484,7061,7753,7148,7676,6587
"ENSMUSG00000026023",206,211,316,193,318,296
"ENSMUSG00000026024",162,98,216,111,241,191
"ENSMUSG00000026027",3156,3140,4244,3001,3524,3821
"ENSMUSG00000026028",126,108,121,153,143,118
"ENSMUSG00000026029",3177,3388,3077,2418,2711,2252
"ENSMUSG00000026031",596,592,646,658,595,577
"ENSMUSG00000026032",652,571,611,714,883,792
"ENSMUSG00000026034",7672,7302,7936,5946,7263,6070
"ENSMUSG00000026035",100,58,117,70,59,79
"ENSMUSG00000026036",652,835,818,841,962,756
"ENSMUSG00000026037",2030,1852,2116,1885,2302,2044
"ENSMUSG00000026039",733,854,1080,646,936,922
"ENSMUSG00000026042",0,0,0,4,0,0
"ENSMUSG00000026043",0,0,0,0,0,0
"ENSMUSG00000026047",486,525,656,371,684,481
"ENSMUSG00000026048",475,635,682,509,674,495
"ENSMUSG00000026049",704,568,662,530,720,654
"ENSMUSG00000026051",0,0,0,0,0,0
"ENSMUSG00000026058",114,105,189,139,202,153
"ENSMUSG00000026062",4,37,9,1,8,20
"ENSMUSG00000026063",0,0,12,5,0,1
"ENSMUSG00000026064",0,0,1,0,0,0
"ENSMUSG00000026065",110,143,149,133,47,135
"ENSMUSG00000026068",73,53,62,83,78,66
"ENSMUSG00000026069",0,0,0,0,0,0
"ENSMUSG00000026070",70,136,54,123,48,71
"ENSMUSG00000026072",367,171,316,256,458,295
"ENSMUSG00000026073",135,215,165,137,203,177
"ENSMUSG00000026074",183,147,238,179,255,218
"ENSMUSG00000026077",339,473,600,488,574,593
"ENSMUSG00000026078",2077,2098,2277,2246,2712,2885
"ENSMUSG00000026080",40,24,51,37,82,55
"ENSMUSG00000026082",559,785,617,472,655,699
"ENSMUSG00000026083",5252,6698,8883,4978,7865,7189
"ENSMUSG00000026085",2,0,0,0,0,0
"ENSMUSG00000026087",114,138,190,161,197,196
"ENSMUSG00000026088",1590,2014,2029,1555,1779,1753
"ENSMUSG00000026090",0,6,7,14,0,10
"ENSMUSG00000026094",0,4,0,0,0,0
"ENSMUSG00000026095",39,54,66,55,44,70
"ENSMUSG00000026096",796,773,896,729,804,779
"ENSMUSG00000026097",263,192,347,241,353,412
"ENSMUSG00000026098",1867,2005,2016,1508,2048,1632
"ENSMUSG00000026100",0,0,0,0,0,0
"ENSMUSG00000026102",20,24,19,26,28,33
"ENSMUSG00000026103",15,33,63,14,50,24
"ENSMUSG00000026104",11,9,14,13,31,14
"ENSMUSG00000026107",229,203,266,223,162,279
"ENSMUSG00000026109",65,76,83,45,70,76
"ENSMUSG00000026110",818,766,929,843,1102,634
"ENSMUSG00000026111",12846,13341,17080,13613,17681,17210
"ENSMUSG00000026112",147,219,357,190,210,238
"ENSMUSG00000026113",3094,3579,3958,3141,3166,3070
"ENSMUSG00000026114",0,0,0,0,0,0
"ENSMUSG00000026116",515,527,585,464,807,549
"ENSMUSG00000026117",5,2,10,17,32,45
"ENSMUSG00000026121",0,1,0,3,1,3
"ENSMUSG00000026123",134,190,269,207,242,253
"ENSMUSG00000026124",0,7,4,1,0,2
"ENSMUSG00000026125",2,0,0,0,0,0
"ENSMUSG00000026126",44,49,68,52,57,67
"ENSMUSG00000026127",2370,2259,2703,2268,2462,2634
"ENSMUSG00000026131",974,964,1180,968,1536,1168
"ENSMUSG00000026134",507,428,571,278,728,498
"ENSMUSG00000026135",211,194,263,308,264,359
"ENSMUSG00000026141",85,140,140,129,75,149
"ENSMUSG00000026142",103,240,223,208,140,184
"ENSMUSG00000026147",6,0,1,1,1,2
"ENSMUSG00000026149",1,0,7,0,3,0
"ENSMUSG00000026150",15273,16398,17242,15443,14220,16197
"ENSMUSG00000026153",620,682,834,531,794,759
"ENSMUSG00000026154",2843,2714,3656,3573,3818,3280
"ENSMUSG00000026155",280,294,451,434,544,482
"ENSMUSG00000026156",64,52,58,38,40,99
"ENSMUSG00000026158",100,105,138,95,185,172
"ENSMUSG00000026159",348,370,424,361,315,409
"ENSMUSG00000026162",1607,1721,1559,1758,1199,1314
"ENSMUSG00000026163",2,7,6,0,1,0
"ENSMUSG00000026166",0,0,0,0,0,0
"ENSMUSG00000026167",0,0,0,2,0,0
"ENSMUSG00000026170",33,24,29,29,39,23
"ENSMUSG00000026171",395,393,442,403,408,339
"ENSMUSG00000026172",10,19,27,10,44,20
"ENSMUSG00000026173",0,0,5,0,0,1
"ENSMUSG00000026174",3848,4237,4946,3829,4662,4244
"ENSMUSG00000026175",927,781,1116,948,936,1167
"ENSMUSG00000026176",77,60,93,95,90,165
"ENSMUSG00000026177",0,0,0,0,0,0
"ENSMUSG00000026179",739,749,1011,814,1043,804
"ENSMUSG00000026180",0,0,0,0,0,0
"ENSMUSG00000026181",10,2,4,7,13,9
"ENSMUSG00000026182",0,0,0,0,0,5
"ENSMUSG00000026185",27,10,42,23,16,25
"ENSMUSG00000026187",945,1183,1045,1007,1086,664
"ENSMUSG00000026188",582,491,709,430,634,644
"ENSMUSG00000026189",22655,24624,29129,22482,22049,25222
"ENSMUSG00000026192",455,510,682,518,655,654
"ENSMUSG00000026193",285,244,264,211,196,220
"ENSMUSG00000026196",629,519,688,429,671,551
"ENSMUSG00000026197",167,118,143,158,104,160
"ENSMUSG00000026198",1,1,2,3,2,3
"ENSMUSG00000026199",59,45,84,65,73,110
"ENSMUSG00000026200",0,0,6,3,0,6
"ENSMUSG00000026201",1,4,4,6,0,17
"ENSMUSG00000026202",511,559,606,648,614,595
"ENSMUSG00000026203",116,84,104,152,85,111
"ENSMUSG00000026204",47,24,56,39,35,47
"ENSMUSG00000026205",61,56,76,89,75,88
"ENSMUSG00000026207",10,1,7,6,0,13
"ENSMUSG00000026208",0,0,0,0,1,0
"ENSMUSG00000026209",17,8,18,6,22,30
"ENSMUSG00000026211",2,9,3,0,0,2
"ENSMUSG00000026213",3,12,21,18,20,28
"ENSMUSG00000026219",10444,10811,12032,10587,14036,11034
"ENSMUSG00000026220",0,0,1,0,0,6
"ENSMUSG00000026222",69,139,158,121,163,193
"ENSMUSG00000026223",10,20,12,18,20,24
"ENSMUSG00000026224",0,0,0,0,0,0
"ENSMUSG00000026226",0,0,0,0,0,3
"ENSMUSG00000026227",0,0,8,0,1,0
"ENSMUSG00000026228",0,0,0,0,0,0
"ENSMUSG00000026229",4574,5002,6999,4239,6298,5365
"ENSMUSG00000026234",11722,14128,13673,9686,13728,9848
"ENSMUSG00000026235",1162,1257,1443,1240,1701,1588
"ENSMUSG00000026237",1,0,0,0,1,0
"ENSMUSG00000026238",125,111,158,114,147,178
"ENSMUSG00000026239",3841,4058,4388,3684,3075,3350
"ENSMUSG00000026240",124,136,177,143,220,222
"ENSMUSG00000026241",1,5,7,0,12,14
"ENSMUSG00000026245",9379,9469,11058,6963,8006,9646
"ENSMUSG00000026246",26,20,43,28,15,89
"ENSMUSG00000026247",0,10,5,4,1,1
"ENSMUSG00000026248",631,563,781,622,762,768
"ENSMUSG00000026249",11541,12747,15996,8911,12302,12722
"ENSMUSG00000026251",94,54,88,72,104,86
"ENSMUSG00000026253",154,160,218,144,160,174
"ENSMUSG00000026254",176,181,171,184,154,199
"ENSMUSG00000026255",215,346,299,219,241,282
"ENSMUSG00000026258",0,0,0,0,0,0
"ENSMUSG00000026259",260,474,641,421,620,585
"ENSMUSG00000026260",871,769,995,802,1145,1287
"ENSMUSG00000026269",17,2,23,15,16,13
"ENSMUSG00000026270",191,168,288,213,207,205
"ENSMUSG00000026271",918,585,902,694,597,861
"ENSMUSG00000026272",0,0,0,0,0,0
"ENSMUSG00000026273",1435,1407,1532,1363,1263,1441
"ENSMUSG00000026274",19,14,31,29,58,59
"ENSMUSG00000026275",1574,1461,1669,1733,1700,1456
"ENSMUSG00000026276",12,12,9,3,6,2
"ENSMUSG00000026277",1782,1719,2931,1538,1832,2755
"ENSMUSG00000026278",0,0,0,1,0,2
"ENSMUSG00000026279",90,109,138,124,77,140
"ENSMUSG00000026280",917,1032,1347,1138,1252,1336
"ENSMUSG00000026281",970,737,920,986,937,986
"ENSMUSG00000026283",694,728,751,727,786,759
"ENSMUSG00000026285",14,11,6,14,27,19
"ENSMUSG00000026288",224,200,264,259,369,267
"ENSMUSG00000026289",801,701,1569,719,1584,1675
"ENSMUSG00000026295",0,0,0,0,0,0
"ENSMUSG00000026301",666,911,869,759,931,1018
"ENSMUSG00000026303",50,50,72,46,58,33
"ENSMUSG00000026304",0,3,20,0,0,0
"ENSMUSG00000026305",7594,9149,10646,7186,9437,8312
"ENSMUSG00000026307",6,20,18,0,5,1
"ENSMUSG00000026308",47,53,79,49,69,82
"ENSMUSG00000026309",143,181,195,158,229,220
"ENSMUSG00000026311",39,19,43,13,36,8
"ENSMUSG00000026312",0,0,4,1,3,5
"ENSMUSG00000026313",159,173,234,183,282,190
"ENSMUSG00000026315",58,112,94,70,49,92
"ENSMUSG00000026317",7,18,17,6,15,25
"ENSMUSG00000026319",419,615,650,436,472,505
"ENSMUSG00000026321",5,0,0,0,0,0
"ENSMUSG00000026322",11,0,17,4,21,6
"ENSMUSG00000026327",0,0,0,0,0,0
"ENSMUSG00000026331",0,0,0,0,1,0
"ENSMUSG00000026333",36,48,47,63,45,71
"ENSMUSG00000026335",14,7,27,29,29,22
"ENSMUSG00000026336",0,0,2,0,0,0
"ENSMUSG00000026339",161,188,152,151,127,137
"ENSMUSG00000026341",1907,1674,2283,1798,2197,2399
"ENSMUSG00000026342",66,59,38,63,37,63
"ENSMUSG00000026343",0,0,0,0,0,0
"ENSMUSG00000026344",0,0,0,0,0,0
"ENSMUSG00000026347",106,60,96,71,61,111
"ENSMUSG00000026348",0,0,0,0,9,0
"ENSMUSG00000026349",1948,1769,1933,1325,1927,1886
"ENSMUSG00000026353",8043,9016,10621,7912,11114,10487
"ENSMUSG00000026354",160,172,153,146,104,167
"ENSMUSG00000026355",1220,1207,1620,1230,1458,1781
"ENSMUSG00000026356",1646,1611,1694,1220,1302,1395
"ENSMUSG00000026357",0,0,0,0,0,0
"ENSMUSG00000026358",0,0,0,0,0,0
"ENSMUSG00000026360",55297,51648,61815,50796,58279,50817
"ENSMUSG00000026361",171,221,250,189,200,210
"ENSMUSG00000026365",4,7,1,10,15,2
"ENSMUSG00000026368",32,22,12,28,25,30
"ENSMUSG00000026374",1133,1033,1345,985,1445,1379
"ENSMUSG00000026377",1843,2220,2137,1935,1632,1954
"ENSMUSG00000026380",136,130,223,101,174,111
"ENSMUSG00000026383",4822,4563,5976,3438,4311,4702
"ENSMUSG00000026384",43,29,47,27,14,49
"ENSMUSG00000026385",3469,3844,4403,4337,5179,3780
"ENSMUSG00000026387",0,0,0,0,0,0
"ENSMUSG00000026388",4128,4392,5531,4677,5008,4076
"ENSMUSG00000026389",0,0,0,0,0,0
"ENSMUSG00000026390",4,26,3,12,13,12
"ENSMUSG00000026393",612,714,790,537,558,591
"ENSMUSG00000026394",0,0,0,0,0,1
"ENSMUSG00000026395",0,0,0,0,0,0
"ENSMUSG00000026398",365,387,333,443,376,309
"ENSMUSG00000026399",4073,4028,5250,3750,4088,4908
"ENSMUSG00000026401",59,47,55,32,44,38
"ENSMUSG00000026404",602,601,680,535,708,637
"ENSMUSG00000026405",0,7,0,0,0,0
"ENSMUSG00000026407",0,0,3,0,0,0
"ENSMUSG00000026409",59,54,68,28,35,38
"ENSMUSG00000026411",127,88,188,94,134,194
"ENSMUSG00000026413",0,9,4,0,0,3
"ENSMUSG00000026414",0,1,2,0,0,0
"ENSMUSG00000026415",5,0,0,4,0,7
"ENSMUSG00000026416",204,195,407,302,202,297
"ENSMUSG00000026417",0,0,0,0,0,0
"ENSMUSG00000026418",0,0,2,0,0,0
"ENSMUSG00000026420",6,6,13,19,0,1
"ENSMUSG00000026421",183,205,248,206,154,322
"ENSMUSG00000026424",0,0,1,0,0,0
"ENSMUSG00000026425",207,198,262,246,307,209
"ENSMUSG00000026426",174,219,193,181,255,318
"ENSMUSG00000026427",682,757,877,897,679,786
"ENSMUSG00000026429",5896,4951,5695,5218,5262,6087
"ENSMUSG00000026430",1331,1621,1896,1215,1931,1668
"ENSMUSG00000026432",0,2,0,0,0,0
"ENSMUSG00000026433",37,66,74,25,53,66
"ENSMUSG00000026434",380,464,504,405,418,353
"ENSMUSG00000026435",5884,5644,11366,5914,8957,11630
"ENSMUSG00000026436",1723,1861,2262,1907,2168,1955
"ENSMUSG00000026437",0,0,0,0,0,0
"ENSMUSG00000026439",1595,1360,1950,1513,1731,1785
"ENSMUSG00000026442",23,19,29,40,36,35
"ENSMUSG00000026443",0,0,0,0,0,0
"ENSMUSG00000026447",739,852,767,774,902,765
"ENSMUSG00000026450",5,22,23,9,27,54
"ENSMUSG00000026452",87,80,90,52,127,141
"ENSMUSG00000026455",198,163,295,144,294,246
"ENSMUSG00000026456",0,2,4,10,0,1
"ENSMUSG00000026457",168,102,145,143,163,211
"ENSMUSG00000026458",1,0,0,0,0,0
"ENSMUSG00000026459",0,0,0,0,0,0
"ENSMUSG00000026463",95,133,191,158,241,247
"ENSMUSG00000026466",231,255,385,373,454,428
"ENSMUSG00000026468",0,0,0,0,0,0
"ENSMUSG00000026469",527,561,526,638,604,611
"ENSMUSG00000026470",670,717,1176,548,947,894
"ENSMUSG00000026471",4,0,0,4,2,0
"ENSMUSG00000026473",51,57,87,53,105,123
"ENSMUSG00000026475",4,1,0,17,1,1
"ENSMUSG00000026478",122,120,153,104,224,148
"ENSMUSG00000026479",118,138,169,117,213,179
"ENSMUSG00000026480",0,5,3,11,1,5
"ENSMUSG00000026482",276,388,457,316,317,412
"ENSMUSG00000026483",3,25,1,4,4,19
"ENSMUSG00000026484",5164,5333,5642,3261,4387,4627
"ENSMUSG00000026489",9,7,44,5,3,29
"ENSMUSG00000026490",9146,11121,10432,7562,12015,8702
"ENSMUSG00000026491",1040,1073,966,982,1299,1299
"ENSMUSG00000026492",207,243,266,142,248,230
"ENSMUSG00000026494",10,21,40,10,23,24
"ENSMUSG00000026495",12,37,47,24,37,24
"ENSMUSG00000026496",195,159,271,188,251,248
"ENSMUSG00000026497",7,22,8,21,7,25
"ENSMUSG00000026499",2439,2824,2930,2540,3219,2721
"ENSMUSG00000026500",0,0,0,3,0,1
"ENSMUSG00000026502",1246,1591,1660,1496,1771,2067
"ENSMUSG00000026504",63,51,53,49,41,49
"ENSMUSG00000026509",13,0,1,0,0,0
"ENSMUSG00000026510",0,6,0,0,0,0
"ENSMUSG00000026511",1057,1047,1273,1144,1277,1170
"ENSMUSG00000026514",5,0,0,0,0,4
"ENSMUSG00000026516",741,948,808,635,742,578
"ENSMUSG00000026519",0,0,0,0,0,0
"ENSMUSG00000026520",107,133,184,105,154,205
"ENSMUSG00000026523",0,0,2,0,4,0
"ENSMUSG00000026525",227,179,302,237,371,284
"ENSMUSG00000026526",2719,2552,2884,2013,2437,2470
"ENSMUSG00000026527",33,29,29,78,2,27
"ENSMUSG00000026531",0,0,0,0,0,0
"ENSMUSG00000026532",31,9,17,7,13,15
"ENSMUSG00000026535",0,0,0,0,0,0
"ENSMUSG00000026536",0,0,0,0,0,0
"ENSMUSG00000026542",0,0,0,0,0,0
"ENSMUSG00000026544",406,430,467,392,445,457
"ENSMUSG00000026546",425,420,447,408,405,548
"ENSMUSG00000026547",1,12,2,0,0,0
"ENSMUSG00000026548",11,9,23,15,42,29
"ENSMUSG00000026553",863,959,1353,783,1093,1027
"ENSMUSG00000026554",4312,5111,6570,4512,5013,6187
"ENSMUSG00000026556",0,2,4,0,15,1
"ENSMUSG00000026558",927,970,1035,898,757,948
"ENSMUSG00000026560",0,0,0,0,0,0
"ENSMUSG00000026563",1116,1403,1314,911,1005,1288
"ENSMUSG00000026564",0,0,0,0,0,0
"ENSMUSG00000026565",1744,1695,2203,1522,2098,1971
"ENSMUSG00000026566",2061,1954,2768,2222,2141,2853
"ENSMUSG00000026567",17,20,30,25,26,33
"ENSMUSG00000026568",398,446,551,531,673,544
"ENSMUSG00000026571",314,471,555,388,393,424
"ENSMUSG00000026572",762,776,721,701,770,859
"ENSMUSG00000026573",2,6,4,6,7,1
"ENSMUSG00000026574",0,0,0,0,0,0
"ENSMUSG00000026575",1298,1509,1162,1164,1235,1062
"ENSMUSG00000026576",373,368,439,337,354,434
"ENSMUSG00000026577",1510,1575,1711,1283,1407,1246
"ENSMUSG00000026578",962,983,1155,1057,997,1148
"ENSMUSG00000026579",23,13,34,11,17,8
"ENSMUSG00000026580",1082,1145,1071,1089,1018,1011
"ENSMUSG00000026581",3,3,4,7,0,1
"ENSMUSG00000026582",0,3,12,12,0,1
"ENSMUSG00000026584",109,161,243,126,194,175
"ENSMUSG00000026585",41,20,58,27,28,45
"ENSMUSG00000026586",10,7,39,61,29,48
"ENSMUSG00000026587",28,59,68,57,41,56
"ENSMUSG00000026589",150,177,262,141,170,212
"ENSMUSG00000026592",90,59,97,81,32,57
"ENSMUSG00000026594",5701,6086,6621,5523,7431,5498
"ENSMUSG00000026596",3047,3304,3776,3089,4844,3701
"ENSMUSG00000026600",1835,1610,2048,1693,1630,1812
"ENSMUSG00000026601",183,183,171,139,117,132
"ENSMUSG00000026602",0,0,0,0,0,1
"ENSMUSG00000026603",14,5,9,22,13,18
"ENSMUSG00000026604",3,4,16,0,7,0
"ENSMUSG00000026605",8346,9404,10027,7184,11160,8598
"ENSMUSG00000026608",877,1204,1584,1219,1709,2042
"ENSMUSG00000026609",390,482,399,425,535,474
"ENSMUSG00000026610",740,690,684,596,786,684
"ENSMUSG00000026611",146,185,207,175,220,183
"ENSMUSG00000026614",0,0,0,0,0,0
"ENSMUSG00000026615",3223,4067,4178,2905,4104,3908
"ENSMUSG00000026616",13,0,0,3,0,0
"ENSMUSG00000026617",102,76,98,102,67,77
"ENSMUSG00000026618",11,24,14,33,31,34
"ENSMUSG00000026620",21,11,5,5,5,10
"ENSMUSG00000026621",1,0,0,0,0,0
"ENSMUSG00000026622",1035,1445,1527,1114,1318,1350
"ENSMUSG00000026623",686,931,1013,667,1072,755
"ENSMUSG00000026626",487,512,471,387,523,371
"ENSMUSG00000026627",101,54,55,82,34,105
"ENSMUSG00000026628",43,20,73,71,64,32
"ENSMUSG00000026630",42,43,42,42,68,44
"ENSMUSG00000026632",31,36,27,32,12,40
"ENSMUSG00000026634",14207,14280,17708,12365,15651,13536
"ENSMUSG00000026637",39,39,56,57,65,83
"ENSMUSG00000026638",0,5,0,2,4,0
"ENSMUSG00000026639",0,0,6,0,0,0
"ENSMUSG00000026640",270,309,374,189,430,377
"ENSMUSG00000026641",221,242,286,236,177,347
"ENSMUSG00000026643",514,514,512,496,553,521
"ENSMUSG00000026644",115,158,220,272,262,248
"ENSMUSG00000026645",2523,2600,3721,2207,2749,2812
"ENSMUSG00000026646",1591,1441,1892,1710,2051,2645
"ENSMUSG00000026648",210,227,264,229,298,234
"ENSMUSG00000026649",0,0,0,0,2,1
"ENSMUSG00000026650",2,0,3,0,2,2
"ENSMUSG00000026655",2817,2865,3923,2944,3691,3510
"ENSMUSG00000026656",4,5,0,0,0,0
"ENSMUSG00000026657",100,104,142,149,181,148
"ENSMUSG00000026659",1349,1369,1818,1533,1460,1811
"ENSMUSG00000026662",120,128,290,144,154,104
