"","GSM6996077","GSM6996078","GSM6996079","GSM6996080","GSM6996081","GSM6996082"
"ENSMUSG00000003131",806,582,650,597,674,572
"ENSMUSG00000003134",193,111,154,147,131,126
"ENSMUSG00000003135",346,262,310,309,329,282
"ENSMUSG00000003153",60,99,37,39,29,28
"ENSMUSG00000003154",639,628,645,809,653,731
"ENSMUSG00000003161",603,554,494,642,611,473
"ENSMUSG00000003166",522,560,539,514,470,465
"ENSMUSG00000003184",445,449,557,356,375,335
"ENSMUSG00000003190",112,114,122,123,112,95
"ENSMUSG00000003198",105,83,69,78,108,63
"ENSMUSG00000003199",537,549,632,583,461,367
"ENSMUSG00000003200",276,211,275,237,206,196
"ENSMUSG00000003206",5,9,7,17,5,2
"ENSMUSG00000003208",75,44,91,71,68,57
"ENSMUSG00000003226",1638,1062,1215,1381,1482,1378
"ENSMUSG00000003227",9,2,5,4,5,4
"ENSMUSG00000003228",1209,793,985,1223,971,850
"ENSMUSG00000003233",749,522,726,712,662,752
"ENSMUSG00000003234",773,644,879,827,762,809
"ENSMUSG00000003235",735,945,1032,799,757,737
"ENSMUSG00000003269",467,440,477,423,416,399
"ENSMUSG00000003271",0,0,0,0,0,0
"ENSMUSG00000003273",72,57,94,38,42,39
"ENSMUSG00000003279",28,7,14,6,2,5
"ENSMUSG00000003282",88,52,39,75,72,58
"ENSMUSG00000003283",25,19,17,39,16,32
"ENSMUSG00000003299",891,845,1171,996,877,861
"ENSMUSG00000003308",777,649,769,753,718,684
"ENSMUSG00000003309",2,0,0,0,0,0
"ENSMUSG00000003316",1781,785,1410,1367,1544,1934
"ENSMUSG00000003341",0,0,0,0,0,0
"ENSMUSG00000003344",472,411,566,448,435,401
"ENSMUSG00000003345",1098,1049,1095,1033,1107,990
"ENSMUSG00000003346",389,402,454,330,298,264
"ENSMUSG00000003348",136,96,109,104,92,66
"ENSMUSG00000003352",64,50,43,54,38,51
"ENSMUSG00000003354",0,1,5,1,0,2
"ENSMUSG00000003355",21,15,28,28,23,17
"ENSMUSG00000003360",981,670,994,896,890,835
"ENSMUSG00000003363",360,218,308,312,277,302
"ENSMUSG00000003378",139,119,150,95,84,78
"ENSMUSG00000003379",21,9,8,15,13,25
"ENSMUSG00000003380",1348,2030,1857,1674,1228,1046
"ENSMUSG00000003382",463,307,399,407,393,397
"ENSMUSG00000003402",672,447,614,589,534,596
"ENSMUSG00000003410",1,1,0,2,1,3
"ENSMUSG00000003411",141,9,109,2,3,2
"ENSMUSG00000003418",72,80,76,104,82,76
"ENSMUSG00000003420",1059,895,1092,962,860,781
"ENSMUSG00000003421",367,345,395,402,311,314
"ENSMUSG00000003423",362,359,437,339,349,257
"ENSMUSG00000003429",2251,3384,2567,2853,2177,1797
"ENSMUSG00000003435",1259,768,1270,1028,1059,1123
"ENSMUSG00000003436",0,0,0,0,0,0
"ENSMUSG00000003437",757,641,945,722,704,616
"ENSMUSG00000003438",487,557,650,664,570,477
"ENSMUSG00000003444",169,195,219,183,167,126
"ENSMUSG00000003452",120,78,81,73,90,88
"ENSMUSG00000003458",931,394,738,732,715,839
"ENSMUSG00000003464",1657,1409,1745,1671,1689,1660
"ENSMUSG00000003469",231,183,249,309,268,241
"ENSMUSG00000003476",477,459,574,476,492,498
"ENSMUSG00000003477",157,132,93,41,41,40
"ENSMUSG00000003484",8,26,8,13,4,10
"ENSMUSG00000003500",259,184,286,254,221,265
"ENSMUSG00000003505",0,0,0,0,0,0
"ENSMUSG00000003518",1704,1240,1657,1548,1465,1428
"ENSMUSG00000003526",325,302,470,273,324,296
"ENSMUSG00000003527",153,120,211,128,113,140
"ENSMUSG00000003528",189,87,94,119,61,52
"ENSMUSG00000003531",326,475,418,374,317,248
"ENSMUSG00000003534",393,164,301,277,213,189
"ENSMUSG00000003541",386,345,410,188,224,221
"ENSMUSG00000003545",62,6,26,15,18,9
"ENSMUSG00000003546",457,417,513,435,374,323
"ENSMUSG00000003549",280,271,340,224,245,254
"ENSMUSG00000003555",0,0,0,5,1,0
"ENSMUSG00000003559",746,729,843,967,885,870
"ENSMUSG00000003573",130,82,127,152,116,91
"ENSMUSG00000003575",241,157,272,185,233,260
"ENSMUSG00000003581",223,185,246,178,187,187
"ENSMUSG00000003585",16,12,7,29,8,5
"ENSMUSG00000003604",179,261,196,223,170,156
"ENSMUSG00000003617",1716,1169,1541,2550,1860,1478
"ENSMUSG00000003623",627,549,534,697,596,543
"ENSMUSG00000003644",89,43,78,128,73,82
"ENSMUSG00000003657",0,0,0,0,0,0
"ENSMUSG00000003660",1446,928,1389,1315,1323,1464
"ENSMUSG00000003662",561,521,608,616,586,512
"ENSMUSG00000003665",16,0,5,1,1,0
"ENSMUSG00000003680",51,40,57,60,62,44
"ENSMUSG00000003721",918,801,858,968,913,752
"ENSMUSG00000003731",1379,885,1378,1290,1323,1237
"ENSMUSG00000003746",630,532,499,648,506,511
"ENSMUSG00000003752",91,58,65,68,76,76
"ENSMUSG00000003762",89,51,80,54,52,72
"ENSMUSG00000003778",572,455,570,451,485,498
"ENSMUSG00000003779",21,20,19,70,31,14
"ENSMUSG00000003808",334,232,328,314,262,262
"ENSMUSG00000003809",924,1147,1129,1128,1053,928
"ENSMUSG00000003810",2145,1792,2806,2037,1878,2232
"ENSMUSG00000003812",156,151,142,135,134,122
"ENSMUSG00000003813",675,654,863,759,691,703
"ENSMUSG00000003814",3565,3579,4240,3972,3810,3232
"ENSMUSG00000003824",7,5,1,4,6,1
"ENSMUSG00000003847",1598,835,1049,1017,1003,1008
"ENSMUSG00000003848",340,342,358,353,316,278
"ENSMUSG00000003849",627,595,656,749,758,867
"ENSMUSG00000003863",5,0,2,1,0,1
"ENSMUSG00000003865",1393,1008,1611,1570,1531,1671
"ENSMUSG00000003868",251,204,306,276,241,226
"ENSMUSG00000003872",12,5,11,4,5,4
"ENSMUSG00000003873",108,124,126,93,81,78
"ENSMUSG00000003882",17,17,8,0,12,14
"ENSMUSG00000003923",765,709,740,878,787,621
"ENSMUSG00000003929",142,113,131,141,137,108
"ENSMUSG00000003934",842,917,783,1253,1302,1283
"ENSMUSG00000003948",663,795,611,568,541,452
"ENSMUSG00000003949",600,277,396,146,269,291
"ENSMUSG00000003955",855,1581,1094,1196,1008,778
"ENSMUSG00000003970",3181,3940,4011,3568,3012,2658
"ENSMUSG00000003974",1,0,0,1,2,0
"ENSMUSG00000003992",515,280,361,418,365,345
"ENSMUSG00000004018",99,106,108,99,91,68
"ENSMUSG00000004031",2,1,1,1,1,1
"ENSMUSG00000004032",602,710,730,726,607,493
"ENSMUSG00000004035",471,466,636,599,526,481
"ENSMUSG00000004038",0,0,0,0,0,0
"ENSMUSG00000004040",2488,999,2026,1755,1537,1724
"ENSMUSG00000004043",447,272,391,365,337,289
"ENSMUSG00000004044",3602,3017,3252,3869,2951,2956
"ENSMUSG00000004054",407,299,410,454,395,368
"ENSMUSG00000004056",2625,2465,3104,2705,2581,2605
"ENSMUSG00000004069",1813,1600,1979,2046,2103,1971
"ENSMUSG00000004070",715,792,838,877,805,709
"ENSMUSG00000004071",1127,889,1056,1007,945,1023
"ENSMUSG00000004085",3155,2433,3029,3257,2983,3229
"ENSMUSG00000004096",739,767,827,776,659,590
"ENSMUSG00000004098",438,376,413,690,551,388
"ENSMUSG00000004099",349,144,224,281,219,285
"ENSMUSG00000004100",129,116,174,100,77,97
"ENSMUSG00000004105",1690,765,1361,1403,1278,1257
"ENSMUSG00000004110",16,0,2,2,5,10
"ENSMUSG00000004113",0,0,0,3,0,3
"ENSMUSG00000004127",49,64,54,57,44,47
"ENSMUSG00000004151",326,223,232,123,135,116
"ENSMUSG00000004187",109,142,193,104,108,112
"ENSMUSG00000004207",15521,11953,16530,15552,15983,17865
"ENSMUSG00000004221",713,605,759,782,750,678
"ENSMUSG00000004231",0,0,0,0,0,0
"ENSMUSG00000004233",127,105,121,124,113,114
"ENSMUSG00000004263",24,25,27,18,13,12
"ENSMUSG00000004264",1686,2044,2351,1881,1971,1749
"ENSMUSG00000004266",79,85,60,94,45,55
"ENSMUSG00000004267",22,23,37,12,20,17
"ENSMUSG00000004268",651,965,745,777,672,570
"ENSMUSG00000004270",559,501,558,434,501,517
"ENSMUSG00000004285",406,663,478,530,421,329
"ENSMUSG00000004296",0,0,0,0,0,0
"ENSMUSG00000004317",100,25,45,46,26,25
"ENSMUSG00000004319",934,756,676,888,879,725
"ENSMUSG00000004328",34,3,24,9,20,11
"ENSMUSG00000004341",0,0,0,0,0,0
"ENSMUSG00000004344",0,0,0,0,0,0
"ENSMUSG00000004347",766,703,666,620,900,691
"ENSMUSG00000004356",292,206,315,343,296,290
"ENSMUSG00000004359",4,9,1,6,0,1
"ENSMUSG00000004360",13,2,6,1,4,4
"ENSMUSG00000004364",2426,2084,2177,2368,2533,2194
"ENSMUSG00000004366",0,0,0,0,0,0
"ENSMUSG00000004371",1,5,5,0,4,2
"ENSMUSG00000004383",891,830,896,950,929,811
"ENSMUSG00000004393",291,201,314,247,234,276
"ENSMUSG00000004394",1320,1202,1489,1339,1362,1364
"ENSMUSG00000004415",4,4,6,6,13,10
"ENSMUSG00000004446",13,22,22,26,8,13
"ENSMUSG00000004451",406,319,359,387,307,271
"ENSMUSG00000004455",463,424,442,509,437,368
"ENSMUSG00000004460",744,869,842,807,696,598
"ENSMUSG00000004462",184,169,215,201,202,123
"ENSMUSG00000004473",21,11,11,21,13,14
"ENSMUSG00000004500",82,34,64,65,64,48
"ENSMUSG00000004508",567,326,455,460,409,419
"ENSMUSG00000004530",470,288,407,440,397,383
"ENSMUSG00000004535",2070,1582,1803,1907,2018,1700
"ENSMUSG00000004540",2,3,2,0,1,2
"ENSMUSG00000004542",0,0,0,0,0,0
"ENSMUSG00000004552",2,2,0,3,0,1
"ENSMUSG00000004558",17503,17620,21468,18897,18763,18498
"ENSMUSG00000004561",213,174,240,204,230,196
"ENSMUSG00000004562",513,261,420,408,320,399
"ENSMUSG00000004565",273,143,240,222,194,210
"ENSMUSG00000004567",451,297,409,359,352,402
"ENSMUSG00000004568",381,241,307,347,260,315
"ENSMUSG00000004591",745,526,575,703,705,616
"ENSMUSG00000004609",115,86,71,161,66,54
"ENSMUSG00000004610",23,84,53,38,41,32
"ENSMUSG00000004612",5,4,3,6,3,2
"ENSMUSG00000004626",123,42,60,55,32,41
"ENSMUSG00000004630",0,0,0,0,0,0
"ENSMUSG00000004631",353,198,261,236,245,196
"ENSMUSG00000004633",51,25,37,40,44,33
"ENSMUSG00000004637",103,44,85,64,69,49
"ENSMUSG00000004642",214,200,186,230,212,177
"ENSMUSG00000004651",0,0,0,0,0,0
"ENSMUSG00000004654",0,0,0,0,0,1
"ENSMUSG00000004655",4327,4632,4592,3339,4670,4703
"ENSMUSG00000004661",88,58,73,75,48,68
"ENSMUSG00000004665",500,355,554,668,515,432
"ENSMUSG00000004667",572,753,843,806,717,653
"ENSMUSG00000004668",0,0,0,0,1,1
"ENSMUSG00000004677",609,381,698,573,441,611
"ENSMUSG00000004698",473,382,401,514,502,492
"ENSMUSG00000004707",19,10,1,14,14,11
"ENSMUSG00000004709",5,11,4,14,5,3
"ENSMUSG00000004730",135,162,119,191,114,78
"ENSMUSG00000004748",1406,1598,1782,1584,1678,1486
"ENSMUSG00000004768",215,119,161,158,127,144
"ENSMUSG00000004771",895,1067,837,879,880,728
"ENSMUSG00000004788",310,235,334,307,277,264
"ENSMUSG00000004789",7809,7274,8351,8405,8708,8505
"ENSMUSG00000004791",69,62,91,46,60,72
"ENSMUSG00000004798",1457,1223,1307,1396,1484,1346
"ENSMUSG00000004814",41,65,23,29,40,25
"ENSMUSG00000004815",289,213,252,220,168,232
"ENSMUSG00000004821",0,0,0,0,0,0
"ENSMUSG00000004837",143,151,109,201,150,109
"ENSMUSG00000004842",0,0,0,0,0,0
"ENSMUSG00000004843",653,720,626,761,764,659
"ENSMUSG00000004846",415,256,460,391,278,300
"ENSMUSG00000004849",350,386,403,344,357,250
"ENSMUSG00000004864",0,2,1,1,1,0
"ENSMUSG00000004865",645,621,663,601,621,608
"ENSMUSG00000004872",0,0,1,0,1,0
"ENSMUSG00000004880",472,426,395,460,380,322
"ENSMUSG00000004885",0,0,0,0,1,0
"ENSMUSG00000004891",956,485,753,761,841,712
"ENSMUSG00000004892",3,1,1,0,0,0
"ENSMUSG00000004894",2,0,1,0,0,0
"ENSMUSG00000004895",484,447,541,455,418,433
"ENSMUSG00000004896",362,326,402,224,244,258
"ENSMUSG00000004897",1815,1584,1946,1984,1726,1606
"ENSMUSG00000004902",6,2,7,0,3,5
"ENSMUSG00000004929",179,126,207,180,147,158
"ENSMUSG00000004931",542,518,664,552,570,540
"ENSMUSG00000004933",1,14,8,2,3,4
"ENSMUSG00000004934",183,161,211,157,174,189
"ENSMUSG00000004936",724,498,609,608,569,580
"ENSMUSG00000004937",891,908,1048,882,858,808
"ENSMUSG00000004939",86,53,116,48,23,66
"ENSMUSG00000004945",880,1142,968,1109,982,701
"ENSMUSG00000004947",115,89,137,115,140,82
"ENSMUSG00000004948",0,0,0,0,0,0
"ENSMUSG00000004951",1378,1335,1976,1689,1388,1359
"ENSMUSG00000004952",131,104,126,186,117,127
"ENSMUSG00000004961",6,6,3,4,2,3
"ENSMUSG00000004980",9287,7579,8709,8830,8790,8136
"ENSMUSG00000004988",0,0,0,0,0,0
"ENSMUSG00000004994",87,80,110,72,92,82
"ENSMUSG00000004996",166,101,140,142,106,149
"ENSMUSG00000005034",1089,708,899,1001,972,1034
"ENSMUSG00000005043",123,65,136,106,80,79
"ENSMUSG00000005045",31,4,9,2,8,10
"ENSMUSG00000005054",150,144,135,140,136,89
"ENSMUSG00000005057",23,10,11,10,6,7
"ENSMUSG00000005069",324,261,388,355,324,345
"ENSMUSG00000005078",349,311,274,313,309,233
"ENSMUSG00000005087",302,191,221,245,132,112
"ENSMUSG00000005089",15,10,9,13,7,4
"ENSMUSG00000005102",206,125,189,160,154,162
"ENSMUSG00000005103",1593,978,1700,1750,1516,1638
"ENSMUSG00000005107",40,16,24,49,31,23
"ENSMUSG00000005124",189,21,70,24,18,14
"ENSMUSG00000005125",673,620,596,624,502,543
"ENSMUSG00000005131",3,4,5,10,8,4
"ENSMUSG00000005142",632,411,583,618,501,487
"ENSMUSG00000005148",5,2,3,2,7,0
"ENSMUSG00000005150",411,443,492,424,408,332
"ENSMUSG00000005161",3682,4208,4669,4045,3743,2995
"ENSMUSG00000005198",685,226,499,557,504,690
"ENSMUSG00000005202",0,0,0,0,0,0
"ENSMUSG00000005204",559,518,615,623,506,514
"ENSMUSG00000005220",4598,3943,3921,2956,3290,3507
"ENSMUSG00000005225",253,206,198,211,205,206
"ENSMUSG00000005232",0,0,1,2,0,1
"ENSMUSG00000005233",24,8,8,23,8,12
"ENSMUSG00000005237",14,8,11,6,7,25
"ENSMUSG00000005251",5,6,5,11,5,4
"ENSMUSG00000005262",627,490,589,644,643,614
"ENSMUSG00000005267",64,29,37,43,47,33
"ENSMUSG00000005268",152,96,117,110,168,121
"ENSMUSG00000005299",1299,1256,1480,1549,1424,1331
"ENSMUSG00000005312",1143,977,1102,1015,945,993
"ENSMUSG00000005320",4,0,3,3,3,1
"ENSMUSG00000005338",49,42,36,45,52,32
"ENSMUSG00000005339",1,1,0,2,3,3
"ENSMUSG00000005354",2297,2425,2744,2851,2362,2152
"ENSMUSG00000005355",0,0,0,0,0,0
"ENSMUSG00000005357",1,0,0,0,1,0
"ENSMUSG00000005360",50,32,37,29,30,20
"ENSMUSG00000005362",575,470,464,572,649,505
"ENSMUSG00000005364",0,0,0,2,0,2
"ENSMUSG00000005370",260,153,174,203,203,226
"ENSMUSG00000005371",938,677,720,781,728,763
"ENSMUSG00000005373",486,476,628,626,436,434
"ENSMUSG00000005374",223,133,210,201,125,186
"ENSMUSG00000005378",224,173,210,202,202,162
"ENSMUSG00000005397",2164,1365,1430,1798,1707,1544
"ENSMUSG00000005410",78,34,37,87,58,40
"ENSMUSG00000005413",177,93,141,140,107,107
"ENSMUSG00000005417",2864,1859,2815,2657,2587,2651
"ENSMUSG00000005442",728,399,656,531,536,592
"ENSMUSG00000005447",13,18,19,23,13,19
"ENSMUSG00000005465",57,34,43,43,37,42
"ENSMUSG00000005469",2449,1519,2330,2176,2268,2443
"ENSMUSG00000005470",37,37,27,42,33,16
"ENSMUSG00000005474",1,0,0,0,0,0
"ENSMUSG00000005481",272,190,193,228,232,174
"ENSMUSG00000005483",591,505,765,265,473,427
"ENSMUSG00000005493",0,0,2,0,0,0
"ENSMUSG00000005501",523,377,491,503,527,488
"ENSMUSG00000005503",0,0,0,0,0,0
"ENSMUSG00000005505",340,226,322,326,293,307
"ENSMUSG00000005506",1937,1265,1423,1546,1550,1464
"ENSMUSG00000005510",4036,5208,5071,4868,4516,3756
"ENSMUSG00000005514",670,322,605,456,478,549
"ENSMUSG00000005533",600,292,513,354,349,381
"ENSMUSG00000005534",2667,2458,2551,2609,2381,2767
"ENSMUSG00000005540",8,8,9,5,3,6
"ENSMUSG00000005547",0,4,1,2,0,0
"ENSMUSG00000005553",0,0,0,0,0,0
"ENSMUSG00000005566",861,614,881,835,646,747
"ENSMUSG00000005575",1267,1449,1491,1312,1188,1033
"ENSMUSG00000005580",156,38,99,146,224,224
"ENSMUSG00000005583",1265,910,1118,1100,1086,1099
"ENSMUSG00000005609",464,244,341,377,307,354
"ENSMUSG00000005610",17510,15057,15872,16568,17867,15629
"ENSMUSG00000005611",509,151,433,175,191,187
"ENSMUSG00000005615",1706,1465,1647,1587,1731,1737
"ENSMUSG00000005621",588,379,566,415,427,532
"ENSMUSG00000005625",1138,1182,1497,1171,1142,1010
"ENSMUSG00000005628",233,383,341,327,353,327
"ENSMUSG00000005640",0,1,2,1,4,1
"ENSMUSG00000005649",0,0,0,0,0,0
"ENSMUSG00000005656",512,467,450,563,511,461
"ENSMUSG00000005667",37,20,50,64,44,47
"ENSMUSG00000005672",94,37,64,98,72,74
"ENSMUSG00000005674",1105,1250,1324,1162,1081,924
"ENSMUSG00000005677",12,18,25,14,5,9
"ENSMUSG00000005681",10,79,7,199,28,10
"ENSMUSG00000005682",447,378,531,396,348,399
"ENSMUSG00000005683",17862,15767,19188,18633,19099,19946
"ENSMUSG00000005686",675,446,580,687,593,639
"ENSMUSG00000005687",569,647,694,591,529,501
"ENSMUSG00000005696",15,6,0,3,2,0
"ENSMUSG00000005698",922,692,779,741,766,785
"ENSMUSG00000005699",56,63,58,72,49,54
"ENSMUSG00000005705",0,0,0,0,0,0
"ENSMUSG00000005716",1,13,4,0,0,0
"ENSMUSG00000005718",30,34,28,28,33,16
"ENSMUSG00000005732",123,131,126,117,93,101
"ENSMUSG00000005763",30,15,5,20,15,13
"ENSMUSG00000005774",200,88,137,172,112,145
"ENSMUSG00000005779",1507,1768,1801,1764,1450,1277
"ENSMUSG00000005800",0,0,3,0,0,1
"ENSMUSG00000005802",336,225,231,321,294,233
"ENSMUSG00000005803",658,594,607,622,674,569
"ENSMUSG00000005804",479,439,394,484,491,402
"ENSMUSG00000005813",658,563,655,620,663,582
"ENSMUSG00000005823",496,425,545,471,383,421
"ENSMUSG00000005824",0,2,1,2,1,3
"ENSMUSG00000005836",892,654,754,623,752,806
"ENSMUSG00000005846",865,972,1012,1057,1007,851
"ENSMUSG00000005864",0,1,0,1,2,0
"ENSMUSG00000005871",1099,527,710,855,808,838
"ENSMUSG00000005873",5201,4567,5145,5163,5138,4798
"ENSMUSG00000005881",593,459,568,492,438,441
"ENSMUSG00000005882",2169,1977,2371,2484,2585,2308
"ENSMUSG00000005883",29,6,0,5,4,1
"ENSMUSG00000005886",866,624,653,715,719,825
"ENSMUSG00000005891",0,0,0,0,0,0
"ENSMUSG00000005892",0,0,1,0,0,0
"ENSMUSG00000005893",780,510,549,596,574,646
"ENSMUSG00000005897",166,125,139,125,118,126
"ENSMUSG00000005899",357,263,364,271,275,306
"ENSMUSG00000005907",224,151,220,240,161,174
"ENSMUSG00000005917",0,0,0,0,0,0
"ENSMUSG00000005936",774,619,794,703,635,643
"ENSMUSG00000005947",9,6,5,2,14,12
"ENSMUSG00000005949",263,146,267,233,180,216
"ENSMUSG00000005950",217,266,346,294,236,216
"ENSMUSG00000005951",62,33,43,35,31,34
"ENSMUSG00000005952",4,3,5,1,3,1
"ENSMUSG00000005958",119,110,161,145,110,150
"ENSMUSG00000005968",29,16,17,15,2,6
"ENSMUSG00000005973",630,367,519,455,433,382
"ENSMUSG00000005980",2,0,0,0,4,0
"ENSMUSG00000005981",1763,1271,1919,1986,2210,2055
"ENSMUSG00000005982",456,366,495,412,400,431
"ENSMUSG00000005983",27,20,42,35,32,17
"ENSMUSG00000005986",12,11,12,11,12,6
"ENSMUSG00000005994",0,0,0,0,1,0
"ENSMUSG00000006005",2197,1306,1820,1985,2076,2093
"ENSMUSG00000006007",0,0,0,0,0,0
"ENSMUSG00000006010",796,610,617,613,644,531
"ENSMUSG00000006014",137,73,98,92,105,123
"ENSMUSG00000006019",146,140,174,151,94,123
"ENSMUSG00000006021",272,228,323,218,238,213
"ENSMUSG00000006024",1230,1193,1590,1144,1222,1114
"ENSMUSG00000006050",594,643,600,664,595,382
"ENSMUSG00000006056",0,0,0,0,0,0
"ENSMUSG00000006057",9015,14477,11976,12337,10168,7448
"ENSMUSG00000006058",310,393,388,386,341,258
"ENSMUSG00000006095",344,504,425,422,384,275
"ENSMUSG00000006127",553,537,585,470,411,486
"ENSMUSG00000006134",722,482,541,527,602,580
"ENSMUSG00000006143",0,0,0,0,0,0
"ENSMUSG00000006154",85,122,110,169,169,150
"ENSMUSG00000006169",919,579,741,785,792,839
"ENSMUSG00000006179",71,1,1,11,1,0
"ENSMUSG00000006191",274,180,230,285,247,231
"ENSMUSG00000006200",0,0,0,0,0,0
"ENSMUSG00000006204",150,2,80,8,10,2
"ENSMUSG00000006205",1514,1030,1482,1283,1142,1125
"ENSMUSG00000006215",285,308,339,274,329,261
"ENSMUSG00000006216",41,44,75,80,45,44
"ENSMUSG00000006218",3,4,5,2,2,0
"ENSMUSG00000006219",2774,2511,3020,2971,2994,3235
"ENSMUSG00000006221",17517,12526,21192,21202,17867,19275
"ENSMUSG00000006235",18,22,24,24,10,10
"ENSMUSG00000006241",57,51,94,79,84,85
"ENSMUSG00000006262",750,496,544,540,626,504
"ENSMUSG00000006269",0,0,0,0,0,0
"ENSMUSG00000006270",0,0,0,0,0,0
"ENSMUSG00000006273",1162,1038,1113,1257,1221,1078
"ENSMUSG00000006276",720,415,759,597,634,722
"ENSMUSG00000006281",255,199,231,250,227,233
"ENSMUSG00000006288",235,214,256,221,155,181
"ENSMUSG00000006289",486,730,578,611,590,485
"ENSMUSG00000006299",1137,1106,1308,1141,1217,962
"ENSMUSG00000006301",800,763,909,795,659,755
"ENSMUSG00000006304",1676,1282,1808,1636,1576,1330
"ENSMUSG00000006307",516,311,434,431,378,420
"ENSMUSG00000006310",0,2,5,0,0,3
"ENSMUSG00000006311",0,0,0,0,0,0
"ENSMUSG00000006313",11,7,20,13,5,19
"ENSMUSG00000006315",837,1141,1089,983,884,676
"ENSMUSG00000006333",3255,5123,4241,3679,3291,2790
"ENSMUSG00000006335",123,152,177,144,104,103
"ENSMUSG00000006342",32,20,27,26,24,19
"ENSMUSG00000006344",132,138,161,107,133,100
"ENSMUSG00000006345",0,0,1,3,1,0
"ENSMUSG00000006356",9646,11570,11731,10265,10254,10149
"ENSMUSG00000006360",412,367,342,288,272,192
"ENSMUSG00000006362",318,197,379,212,263,255
"ENSMUSG00000006369",1992,895,1574,1086,887,873
"ENSMUSG00000006373",481,457,407,424,372,311
"ENSMUSG00000006378",9,21,12,16,14,2
"ENSMUSG00000006386",1153,846,829,1011,986,1020
"ENSMUSG00000006389",2,18,2,5,1,0
"ENSMUSG00000006390",234,209,300,281,208,172
"ENSMUSG00000006392",260,243,291,270,228,210
"ENSMUSG00000006395",49,65,53,35,30,34
"ENSMUSG00000006398",35,9,16,47,16,9
"ENSMUSG00000006403",9,7,7,45,20,14
"ENSMUSG00000006411",5,7,5,13,2,6
"ENSMUSG00000006412",456,515,496,459,442,405
"ENSMUSG00000006418",1129,1241,1426,1203,1135,1073
"ENSMUSG00000006423",459,316,344,343,347,328
"ENSMUSG00000006435",19,15,20,11,15,15
"ENSMUSG00000006442",138,90,122,122,81,86
"ENSMUSG00000006445",168,56,114,113,120,103
"ENSMUSG00000006456",156,105,119,103,94,149
"ENSMUSG00000006457",2,4,4,1,1,0
"ENSMUSG00000006462",13,20,19,11,24,23
"ENSMUSG00000006463",67,40,63,75,45,42
"ENSMUSG00000006464",94,43,62,69,66,56
"ENSMUSG00000006469",0,0,0,0,0,0
"ENSMUSG00000006471",48,31,66,41,46,31
"ENSMUSG00000006476",373,242,363,226,208,214
"ENSMUSG00000006488",0,0,0,0,0,0
"ENSMUSG00000006490",0,0,0,0,0,0
"ENSMUSG00000006494",2705,2353,2740,2796,3111,2864
"ENSMUSG00000006498",745,406,590,623,491,479
"ENSMUSG00000006517",42,62,66,83,49,49
"ENSMUSG00000006519",199,241,226,281,199,170
"ENSMUSG00000006522",8,13,9,50,6,2
"ENSMUSG00000006526",176,162,181,155,186,189
"ENSMUSG00000006527",265,197,233,259,232,224
"ENSMUSG00000006529",2,3,0,22,2,0
"ENSMUSG00000006538",5,1,7,3,1,6
"ENSMUSG00000006542",33,30,46,34,23,42
"ENSMUSG00000006546",0,0,0,0,0,0
"ENSMUSG00000006567",5,1,1,2,1,2
"ENSMUSG00000006570",0,0,0,0,0,0
"ENSMUSG00000006574",22,7,15,14,13,18
"ENSMUSG00000006575",4,0,2,0,3,0
"ENSMUSG00000006576",3642,3607,4486,4052,3596,4059
"ENSMUSG00000006585",20,20,14,22,17,16
"ENSMUSG00000006586",48,39,37,33,31,36
"ENSMUSG00000006587",15,27,15,52,20,25
"ENSMUSG00000006589",171,189,203,184,136,105
"ENSMUSG00000006599",350,319,328,368,373,253
"ENSMUSG00000006611",589,617,502,592,578,643
"ENSMUSG00000006638",71,118,95,89,62,46
"ENSMUSG00000006641",187,169,257,166,176,194
"ENSMUSG00000006642",28,30,46,26,30,38
"ENSMUSG00000006649",0,0,0,0,0,0
"ENSMUSG00000006651",56,18,37,28,19,32
"ENSMUSG00000006673",535,353,488,493,480,447
"ENSMUSG00000006675",180,181,187,142,147,148
"ENSMUSG00000006676",1838,1181,1933,1580,1523,1806
"ENSMUSG00000006678",115,81,80,104,113,107
"ENSMUSG00000006699",2834,2326,2459,2758,2499,2282
"ENSMUSG00000006705",167,143,198,137,155,139
"ENSMUSG00000006711",1,0,0,0,0,0
"ENSMUSG00000006715",420,694,500,630,632,436
"ENSMUSG00000006717",2799,4281,3375,4005,3682,2731
"ENSMUSG00000006720",16,17,10,6,9,7
"ENSMUSG00000006724",9,2,4,6,3,2
"ENSMUSG00000006728",642,528,676,627,575,433
"ENSMUSG00000006731",46,29,32,33,11,27
"ENSMUSG00000006732",179,92,159,117,98,79
"ENSMUSG00000006736",856,706,901,810,699,587
"ENSMUSG00000006740",2347,1875,2002,2662,2497,1892
"ENSMUSG00000006763",93,75,98,69,86,64
"ENSMUSG00000006764",0,0,0,0,0,0
"ENSMUSG00000006777",0,0,0,0,0,0
"ENSMUSG00000006782",154,113,149,103,116,93
"ENSMUSG00000006784",12,1,7,4,11,4
