"","RR1_GST-R_FLT_M23","RR1_GST-R_FLT_M24","RR1_GST-R_FLT_M25","RR1_GST-R_FLT_M26","RR1_GST-R_GC_M33","RR1_GST-R_GC_M34","RR1_GST-R_GC_M35","RR1_GST-R_GC_M36","RR1_GST-R_GC_M37","RR1_GST-R_GC_M38","RR1_GST-R_GC_M39","RR1_GST-R_GC_M40"
"ENSMUSG00000054568",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054580",11,28,0,0,2,20,0,47,32,0,2,0
"ENSMUSG00000054582",0,0,0,0,0,0,0,0,7,0,0,0
"ENSMUSG00000054589",1,0,0,0,1,0,0,11,22,0,26,1
"ENSMUSG00000054594",0,0,0,0,0,0,0,0,10,0,0,0
"ENSMUSG00000054598",9,4,2,11,31,21,11,0,5,0,0,19
"ENSMUSG00000054604",428,400,339,474,486,209,151,789,300,263,140,224
"ENSMUSG00000054611",203,227,182,131,370,9,21,282,329,130,85,143
"ENSMUSG00000054612",170,38,84,61,176,6,27,108,130,124,20,92
"ENSMUSG00000054618",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054619",253,168,144,157,253,101,133,262,483,107,66,198
"ENSMUSG00000054622",0,0,1,0,0,0,1,0,25,1,0,0
"ENSMUSG00000054626",0,3,0,0,0,0,1,0,9,1,0,0
"ENSMUSG00000054630",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054640",139,104,125,126,59,25,22,342,146,134,110,4
"ENSMUSG00000054641",16,47,9,23,20,38,34,1,30,0,7,9
"ENSMUSG00000054648",88,68,76,117,137,66,143,165,86,0,24,62
"ENSMUSG00000054659",0,36,7,30,19,0,1,74,16,0,20,29
"ENSMUSG00000054662",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054666",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054667",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054672",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054675",19,6,6,31,61,47,0,0,15,1,1,22
"ENSMUSG00000054676",260,190,176,76,189,12,87,202,261,131,120,210
"ENSMUSG00000054679",0,1,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054690",107,133,59,129,201,2,61,245,88,4,63,27
"ENSMUSG00000054693",625,617,547,577,549,186,269,1018,950,297,358,670
"ENSMUSG00000054702",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054708",82,187,66,67,85,20,124,151,290,46,88,71
"ENSMUSG00000054715",49,5,26,0,53,0,44,44,42,1,35,0
"ENSMUSG00000054716",243,335,264,86,117,117,132,455,351,144,64,187
"ENSMUSG00000054717",25,23,28,9,33,12,34,55,25,0,17,21
"ENSMUSG00000054720",98,141,106,4,146,23,101,159,177,13,57,48
"ENSMUSG00000054723",45,43,19,6,11,1,5,51,49,3,0,2
"ENSMUSG00000054727",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054728",45,55,101,74,53,2,11,66,33,28,25,21
"ENSMUSG00000054733",205,91,189,74,92,23,98,183,182,71,59,38
"ENSMUSG00000054737",3,16,27,67,31,0,2,50,21,0,3,1
"ENSMUSG00000054745",0,0,18,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054746",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054752",52,34,28,31,96,0,81,109,30,28,1,41
"ENSMUSG00000054753",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054757",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054759",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054763",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054764",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054766",2600,2779,3503,2467,3076,846,2195,5190,4217,1742,1386,2666
"ENSMUSG00000054770",27,18,3,24,8,0,21,10,7,0,7,14
"ENSMUSG00000054779",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000054792",69,87,43,65,36,13,27,16,58,22,4,15
"ENSMUSG00000054793",10,158,44,82,37,45,38,18,179,8,64,63
"ENSMUSG00000054808",158,307,229,207,425,127,198,678,416,163,136,175
"ENSMUSG00000054814",213,144,135,208,278,58,89,364,256,49,50,167
"ENSMUSG00000054822",0,7,0,0,0,0,0,0,19,0,0,0
"ENSMUSG00000054823",182,367,365,216,364,58,120,354,418,182,139,244
"ENSMUSG00000054827",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054836",0,8,1,0,0,32,0,1,40,16,15,0
"ENSMUSG00000054843",32,78,53,6,19,2,5,73,42,9,22,124
"ENSMUSG00000054850",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054855",17,21,7,15,29,21,0,21,37,10,15,33
"ENSMUSG00000054863",94,23,114,57,73,0,13,104,48,20,10,47
"ENSMUSG00000054871",5,3,15,2,10,3,0,0,9,27,2,0
"ENSMUSG00000054874",39,42,30,0,53,7,32,72,44,73,21,33
"ENSMUSG00000054885",1,0,5,0,3,0,0,0,0,0,0,4
"ENSMUSG00000054889",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000054890",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054892",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054893",184,87,112,70,86,0,26,125,76,81,11,46
"ENSMUSG00000054894",139,104,263,217,191,54,51,191,348,177,135,154
"ENSMUSG00000054901",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054905",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054909",0,0,9,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054910",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054920",16,43,43,29,29,18,2,72,30,31,11,4
"ENSMUSG00000054931",0,1,0,1,0,23,0,0,0,18,0,0
"ENSMUSG00000054932",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054934",0,0,0,0,0,24,0,0,24,1,0,0
"ENSMUSG00000054938",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054939",22,62,0,14,0,0,12,127,0,1,0,0
"ENSMUSG00000054940",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054942",161,80,53,66,112,18,69,58,145,86,2,63
"ENSMUSG00000054944",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054945",0,0,0,0,1,0,25,0,0,0,0,1
"ENSMUSG00000054951",0,0,0,0,28,1,0,0,0,0,0,0
"ENSMUSG00000054958",0,0,0,0,0,0,0,68,8,13,0,0
"ENSMUSG00000054966",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054967",5,0,5,0,0,0,0,0,19,0,0,19
"ENSMUSG00000054976",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054978",170,159,70,96,131,82,75,138,190,55,16,49
"ENSMUSG00000054986",0,96,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054988",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054994",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054999",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055003",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000055010",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055013",227,294,178,204,235,176,180,383,235,108,146,114
"ENSMUSG00000055015",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055022",0,44,0,0,0,0,0,0,0,1,0,24
"ENSMUSG00000055024",172,359,257,305,306,127,143,439,247,144,86,178
"ENSMUSG00000055026",2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055027",2313,1985,2104,1489,1908,868,732,2207,2003,1102,933,1250
"ENSMUSG00000055030",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055033",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055041",0,3,1,0,0,0,0,1,2,0,0,0
"ENSMUSG00000055044",641,384,324,59,919,146,246,617,799,98,277,137
"ENSMUSG00000055045",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055048",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055053",4520,2909,3397,2633,3283,1017,1994,5452,3517,1637,971,2737
"ENSMUSG00000055061",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055065",249,389,79,179,347,66,120,366,349,216,168,74
"ENSMUSG00000055067",32,19,32,17,95,2,20,81,103,9,2,22
"ENSMUSG00000055069",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055072",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055078",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055088",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055093",306,282,253,303,363,86,137,470,500,179,149,45
"ENSMUSG00000055095",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055102",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055108",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055109",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055110",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055114",0,0,0,24,0,0,0,0,0,0,1,0
"ENSMUSG00000055116",337,221,157,371,210,73,31,147,153,42,36,172
"ENSMUSG00000055125",0,0,0,0,0,0,0,0,26,0,0,0
"ENSMUSG00000055128",699,435,584,494,381,84,274,906,930,334,278,196
"ENSMUSG00000055134",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055137",64,70,44,201,112,21,69,37,137,78,114,109
"ENSMUSG00000055138",0,0,0,0,0,0,18,0,0,9,20,0
"ENSMUSG00000055148",787,703,383,286,1011,274,400,1397,1584,377,451,488
"ENSMUSG00000055150",0,0,0,0,6,0,0,0,0,43,0,0
"ENSMUSG00000055159",0,14,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055170",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055172",83,67,56,6,77,18,18,90,34,19,33,13
"ENSMUSG00000055177",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055184",0,0,0,0,0,0,52,9,0,0,14,0
"ENSMUSG00000055188",0,0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000055193",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055194",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055197",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055198",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055200",0,0,57,27,22,0,1,33,35,89,38,31
"ENSMUSG00000055202",0,0,0,0,31,0,0,5,0,0,0,0
"ENSMUSG00000055204",629,623,592,605,501,120,225,659,606,252,131,292
"ENSMUSG00000055210",0,0,0,0,0,0,0,17,0,0,2,0
"ENSMUSG00000055214",17,61,23,37,15,11,0,19,34,50,0,19
"ENSMUSG00000055228",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055235",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055239",2371,2124,2494,1892,2095,589,1237,3508,2728,1028,841,1570
"ENSMUSG00000055240",20,50,59,50,34,35,57,98,84,0,10,28
"ENSMUSG00000055254",27,39,35,62,0,19,41,48,49,81,0,47
"ENSMUSG00000055271",0,13,0,0,0,0,0,3,0,0,0,0
"ENSMUSG00000055296",364,256,73,209,360,140,225,431,343,251,108,190
"ENSMUSG00000055298",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055301",6,0,0,0,3,0,17,5,2,0,0,0
"ENSMUSG00000055302",1574,1525,2317,2012,1781,554,1215,3250,3142,1105,1000,1549
"ENSMUSG00000055305",27,11,23,43,36,18,4,47,26,12,2,1
"ENSMUSG00000055312",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055313",0,0,30,0,0,1,0,0,36,0,0,0
"ENSMUSG00000055319",704,526,698,589,344,222,402,813,822,333,159,445
"ENSMUSG00000055320",2687,3051,1769,1114,1996,606,780,3368,2556,742,611,1336
"ENSMUSG00000055322",1489,1305,873,1110,1326,391,681,2537,1722,549,614,1139
"ENSMUSG00000055323",0,0,0,0,0,0,1,0,0,0,0,14
"ENSMUSG00000055333",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055334",116,60,22,84,37,35,53,93,118,69,36,27
"ENSMUSG00000055341",0,0,1,2,0,23,0,0,0,0,0,0
"ENSMUSG00000055357",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055360",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055368",1,0,7,14,0,33,1,4,1,0,1,0
"ENSMUSG00000055370",0,0,0,14,0,0,0,0,0,0,0,0
"ENSMUSG00000055371",70,88,11,147,249,44,70,156,59,12,80,116
"ENSMUSG00000055373",0,20,0,0,0,0,0,0,0,16,0,0
"ENSMUSG00000055385",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055401",693,563,475,547,796,143,443,981,1414,351,335,529
"ENSMUSG00000055403",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055407",68,33,5,3,55,44,21,3,36,3,20,75
"ENSMUSG00000055408",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055409",0,0,0,0,0,0,0,0,0,0,0,18
"ENSMUSG00000055413",0,0,0,0,0,0,0,12,0,0,0,0
"ENSMUSG00000055415",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055416",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055421",23,39,0,30,3,6,0,29,26,0,17,62
"ENSMUSG00000055424",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055430",0,42,0,0,0,0,2,0,0,0,0,1
"ENSMUSG00000055435",5969,5165,7164,5049,4089,1420,3308,10347,7373,4314,1871,4526
"ENSMUSG00000055436",574,539,511,568,654,158,228,992,774,256,246,384
"ENSMUSG00000055446",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055447",533,618,555,346,799,153,214,996,757,447,350,392
"ENSMUSG00000055452",0,5,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000055456",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055471",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055480",20,21,1,0,17,0,17,40,1,0,0,24
"ENSMUSG00000055485",20,16,25,0,0,0,0,0,39,0,4,34
"ENSMUSG00000055489",4928,5262,6728,4837,3612,1357,3121,9215,7260,3553,2185,4595
"ENSMUSG00000055491",92,34,75,0,25,7,0,54,115,5,3,32
"ENSMUSG00000055493",503,367,450,433,480,111,255,1050,805,380,287,458
"ENSMUSG00000055494",0,1,0,0,0,0,0,0,43,1,0,0
"ENSMUSG00000055497",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055515",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055523",0,1,0,0,17,10,0,24,0,0,0,20
"ENSMUSG00000055531",109,241,187,113,253,36,41,239,325,25,122,180
"ENSMUSG00000055538",578,455,567,304,556,215,273,1113,639,307,227,227
"ENSMUSG00000055540",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055541",0,0,1,1,3,0,8,0,1,15,5,13
"ENSMUSG00000055546",16,0,19,22,29,0,0,0,6,0,45,1
"ENSMUSG00000055547",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055553",555,859,807,593,952,187,550,875,970,519,472,433
"ENSMUSG00000055555",0,0,0,0,7,0,0,0,0,0,0,0
"ENSMUSG00000055560",0,0,0,31,0,0,0,0,0,0,0,0
"ENSMUSG00000055561",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055567",0,113,0,0,0,0,0,17,0,0,0,0
"ENSMUSG00000055571",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055594",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055602",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000055609",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055610",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055612",0,0,1,50,0,0,0,0,1,0,1,0
"ENSMUSG00000055621",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055629",36,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055632",127,20,87,171,71,26,7,79,45,80,96,32
"ENSMUSG00000055633",48,107,33,2,30,27,5,28,44,48,13,19
"ENSMUSG00000055639",40,84,11,35,104,0,25,74,33,59,57,36
"ENSMUSG00000055643",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055652",2,21,14,12,10,17,2,42,54,0,18,0
"ENSMUSG00000055653",216,396,105,129,76,92,164,265,295,89,59,160
"ENSMUSG00000055660",207,115,78,153,211,70,27,129,143,18,75,63
"ENSMUSG00000055670",87,61,181,118,205,101,104,182,225,149,78,87
"ENSMUSG00000055675",0,121,0,0,0,0,0,44,5,0,2,0
"ENSMUSG00000055676",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055679",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055681",2486,1942,2546,1679,1838,796,1259,2896,3539,1237,846,1306
"ENSMUSG00000055691",0,0,0,0,0,0,0,0,0,0,10,0
"ENSMUSG00000055692",0,3,0,1,0,0,33,6,6,27,0,0
"ENSMUSG00000055700",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055704",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000055707",75,37,30,20,37,58,32,51,105,37,51,39
"ENSMUSG00000055717",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055720",510,333,259,374,589,82,209,644,677,347,132,242
"ENSMUSG00000055723",136,151,158,105,146,23,68,223,174,34,57,97
"ENSMUSG00000055725",22,0,22,0,42,17,0,55,20,0,2,0
"ENSMUSG00000055730",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055732",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055733",0,0,1,35,0,0,1,0,29,9,23,27
"ENSMUSG00000055737",765,834,1201,992,923,348,456,1536,1509,727,367,769
"ENSMUSG00000055745",95,1,0,3,6,32,12,12,27,0,20,14
"ENSMUSG00000055746",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055748",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055760",260,44,76,116,159,116,76,85,161,145,24,52
"ENSMUSG00000055761",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055762",1067,732,962,411,1060,333,442,1198,1401,425,456,546
"ENSMUSG00000055763",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000055771",3,2,2,1,1,1,0,1,2,0,1,0
"ENSMUSG00000055775",25,43,20,12,50,4,2,19,14,59,4,48
"ENSMUSG00000055780",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000055782",514,391,240,219,503,135,159,510,457,121,81,179
"ENSMUSG00000055789",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055795",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000055799",17,47,47,44,82,38,37,21,42,0,18,22
"ENSMUSG00000055805",14,10,2,10,2,0,7,26,7,3,10,0
"ENSMUSG00000055809",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055811",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055817",66,26,1,8,55,19,62,58,22,22,55,34
"ENSMUSG00000055818",0,0,0,0,0,0,0,4,0,0,0,0
"ENSMUSG00000055820",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055826",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055827",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055833",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055835",78,148,167,88,181,66,83,222,151,59,22,130
"ENSMUSG00000055838",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055839",5336,4344,4956,3960,6084,2267,2890,7385,6999,3833,2560,3036
"ENSMUSG00000055850",304,298,229,149,361,75,120,396,380,203,68,91
"ENSMUSG00000055862",18,8,5,0,31,0,0,8,62,8,12,21
"ENSMUSG00000055865",16,30,1,0,1,2,0,18,0,0,16,1
"ENSMUSG00000055866",1,0,0,0,1,0,18,20,29,0,0,66
"ENSMUSG00000055874",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055882",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055884",21,61,9,19,18,1,2,3,0,17,1,0
"ENSMUSG00000055891",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055895",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055897",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055900",16,47,31,78,11,0,45,54,23,1,20,0
"ENSMUSG00000055912",25,111,141,72,124,52,124,301,142,81,43,37
"ENSMUSG00000055917",174,154,107,66,112,29,48,181,140,56,39,45
"ENSMUSG00000055923",32,39,84,42,26,26,17,169,38,0,0,14
"ENSMUSG00000055926",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055932",519,333,369,183,409,142,172,651,576,195,165,244
"ENSMUSG00000055933",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055937",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055942",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055943",708,499,680,580,773,167,267,1083,1003,511,504,448
"ENSMUSG00000055944",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055945",0,16,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000055960",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055961",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055963",0,19,22,0,0,3,1,0,0,0,6,0
"ENSMUSG00000055971",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055972",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055976",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055978",8,20,0,1,0,0,0,21,0,0,17,0
"ENSMUSG00000055980",446,513,512,298,563,76,181,340,253,243,116,155
"ENSMUSG00000055991",52,116,66,18,88,39,50,147,79,3,8,36
"ENSMUSG00000055994",0,0,0,0,0,0,0,0,42,0,0,0
"ENSMUSG00000056004",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056008",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056014",25,8,0,27,0,0,14,30,57,0,0,2
"ENSMUSG00000056018",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056019",0,17,6,21,14,0,0,1,17,40,18,0
"ENSMUSG00000056023",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056025",0,19,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000056031",4,0,0,0,0,0,0,3,0,0,0,0
"ENSMUSG00000056032",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056035",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056043",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056050",1205,971,668,646,882,163,522,1197,815,490,477,799
"ENSMUSG00000056054",58,0,0,29,0,0,0,17,13,0,0,2
"ENSMUSG00000056055",0,0,0,1,0,0,3,0,0,0,0,1
"ENSMUSG00000056061",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056069",21,0,0,2,20,29,1,36,0,0,0,2
"ENSMUSG00000056071",36,2,1,6,0,0,0,19,1,0,0,0
"ENSMUSG00000056073",0,20,0,0,0,0,11,0,8,1,0,0
"ENSMUSG00000056076",581,487,504,447,601,157,335,557,781,362,260,461
"ENSMUSG00000056078",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056089",0,4,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056091",776,452,531,470,633,265,204,1004,733,85,513,268
"ENSMUSG00000056115",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056116",56,39,20,51,105,0,0,52,49,33,0,2
"ENSMUSG00000056121",742,741,587,603,863,348,242,1024,779,364,548,471
"ENSMUSG00000056124",19,26,3,9,14,3,1,5,1,14,36,14
"ENSMUSG00000056128",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056130",32,0,0,0,1,0,0,3,0,0,0,0
"ENSMUSG00000056131",12,60,4,33,75,25,0,33,34,8,6,12
"ENSMUSG00000056133",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056144",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000056145",7,1,0,0,25,0,0,0,0,0,0,1
"ENSMUSG00000056148",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056153",397,290,399,360,544,176,348,753,362,247,177,206
"ENSMUSG00000056155",24,0,0,10,5,0,0,15,0,2,24,9
"ENSMUSG00000056158",0,5,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000056162",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056167",85,85,143,105,121,28,44,119,54,43,61,45
"ENSMUSG00000056174",22,28,4,14,10,3,28,88,27,25,8,19
"ENSMUSG00000056184",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056185",53,35,61,32,55,0,6,62,74,33,40,30
"ENSMUSG00000056197",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056201",575,712,510,426,588,292,300,764,691,301,222,250
"ENSMUSG00000056203",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056204",192,188,283,157,232,108,90,243,216,54,90,193
"ENSMUSG00000056209",138,136,209,148,153,48,81,182,266,61,47,90
"ENSMUSG00000056211",538,672,431,838,332,141,217,977,927,373,341,568
"ENSMUSG00000056214",1,3,6,0,4,0,0,37,9,0,1,14
"ENSMUSG00000056215",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056216",553,478,341,631,600,158,336,1453,1063,284,373,334
"ENSMUSG00000056219",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056220",6,0,2,63,16,0,1,26,5,4,54,33
"ENSMUSG00000056222",0,21,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056223",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056228",94,88,90,77,144,67,47,80,253,42,13,141
"ENSMUSG00000056234",28,13,7,23,18,1,19,25,4,25,17,5
"ENSMUSG00000056257",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056258",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056260",154,274,288,157,295,126,65,367,417,140,159,172
"ENSMUSG00000056267",50,125,25,6,0,43,8,115,21,39,72,43
"ENSMUSG00000056268",289,337,410,428,209,6,89,448,307,109,99,362
"ENSMUSG00000056270",0,0,0,0,0,0,0,0,14,0,0,0
"ENSMUSG00000056271",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056281",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056288",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056290",1,0,0,0,1,0,1,1,1,1,0,2
"ENSMUSG00000056293",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056296",0,23,0,0,0,0,0,0,0,0,0,0
