"","EU181","EU182","EU183","EU184","EU185","EU186","EU187","EU188","EU189","EU190","EU191","EU192","EU226","EU228","EU229","EU230","EU231","EU236"
"ENSMUSG00000051048",10,306,11,9,63,5,12,7,6,0,43,12,6,9,20,5,246,253
"ENSMUSG00000051050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051054",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2
"ENSMUSG00000051056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ENSMUSG00000051062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
"ENSMUSG00000051065",22,7,11,12,27,18,25,26,25,3,24,8,11,23,82,14,3,17
"ENSMUSG00000051067",0,2,2,0,2,1,1,2,6,0,4,0,1,8,18,2,1,0
"ENSMUSG00000051074",0,0,1,0,7,0,0,2,1,0,3,0,0,2,0,0,3,0
"ENSMUSG00000051076",5,2,1,0,148,4,4,6,0,0,7,0,4,6,0,0,0,0
"ENSMUSG00000051079",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"ENSMUSG00000051081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"ENSMUSG00000051098",11,36,6,15,53,46,31,99,5,4,21,4,11,24,20,8,4,9
"ENSMUSG00000051111",0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,2,0,7
"ENSMUSG00000051113",62,23,14,66,110,178,38,179,80,0,6,126,0,0,12,0,8,4
"ENSMUSG00000051116",0,0,0,1,2,5,0,0,1,0,1,1,0,1,1,0,0,0
"ENSMUSG00000051118",0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
"ENSMUSG00000051124",1,0,0,0,7,0,0,2,0,0,1,3,0,0,0,2,0,0
"ENSMUSG00000051133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"ENSMUSG00000051146",25,31,21,27,56,59,39,80,60,0,43,25,39,75,398,129,22,66
"ENSMUSG00000051147",5,13,2,6,23,10,11,15,6,0,6,5,3,6,3,2,5,24
"ENSMUSG00000051149",1,0,1,2,1,1,0,57,0,2,1,1,0,1,3,5,0,8
"ENSMUSG00000051153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051154",96,107,162,149,341,269,198,262,107,0,147,98,82,150,288,178,73,109
"ENSMUSG00000051156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051159",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"ENSMUSG00000051160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051166",12,5,95,3,10,3,5,61,0,5,4,11,9,4,19,11,33,54
"ENSMUSG00000051169",2,3,1,8,4,9,6,6,3,0,3,0,1,15,6,6,2,5
"ENSMUSG00000051172",0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0
"ENSMUSG00000051176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051177",10,10,2,5,15,81,5,13,1,3,31,8,9,1,42,7,12,30
"ENSMUSG00000051180",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051182",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000051184",11,6,5,14,16,17,9,21,16,0,17,5,14,14,57,8,14,17
"ENSMUSG00000051185",128,130,83,173,394,332,154,299,192,0,251,147,48,302,946,325,116,238
"ENSMUSG00000051190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051212",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ENSMUSG00000051220",3,7,1,2,11,1,3,3,8,0,13,8,0,9,9,1,4,10
"ENSMUSG00000051223",1477,2811,621,2052,5204,5546,3513,5405,1796,10,832,2250,174,2507,480,427,245,231
"ENSMUSG00000051224",100,330,18,899,713,235,241,597,180,0,51,214,237,29,79,13,16,7
"ENSMUSG00000051225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051228",11,2,2,1,4,4,21,30,1,3,2,0,4,19,19,4,0,0
"ENSMUSG00000051232",659,266,61,126,2963,1215,782,914,594,3,136,208,34,113,135,117,63,62
"ENSMUSG00000051234",194,224,107,172,519,389,234,323,261,1,388,216,101,322,715,404,123,84
"ENSMUSG00000051235",4,27,2,3,32,2,3,12,7,0,10,20,4,10,30,12,3,20
"ENSMUSG00000051236",183,1226,237,559,1429,604,310,1009,674,0,281,736,167,340,511,198,217,217
"ENSMUSG00000051237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051238",5,11,7,9,27,24,5,22,6,0,29,4,8,25,56,11,13,2
"ENSMUSG00000051242",1,1,0,0,0,62,0,1,1,0,0,2,0,0,0,0,1,8
"ENSMUSG00000051243",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ENSMUSG00000051246",0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
"ENSMUSG00000051251",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051255",7,6,3,12,39,25,7,38,12,0,22,15,6,7,11,9,19,29
"ENSMUSG00000051256",273,41,77,75,199,124,58,535,96,0,91,72,28,84,139,83,26,38
"ENSMUSG00000051257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000051258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051276",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000051278",4,66,2,18,82,3,1,81,8,2,20,13,1,8,13,7,10,8
"ENSMUSG00000051279",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
"ENSMUSG00000051285",179,215,68,146,393,412,215,468,76,11,161,97,53,94,166,88,76,134
"ENSMUSG00000051295",0,0,0,0,25,0,0,35,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000051297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051306",308,808,229,162,1371,731,934,1120,619,2,147,331,28,128,234,68,253,116
"ENSMUSG00000051313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051316",294,441,87,241,650,562,416,596,159,2,65,385,23,351,159,114,83,66
"ENSMUSG00000051319",69,38,19,53,66,71,39,35,55,0,49,17,12,50,76,54,26,13
"ENSMUSG00000051323",275,447,392,144,653,452,66,484,76,21,296,456,806,586,88,48,57,53
"ENSMUSG00000051329",44,52,12,48,123,74,163,122,61,0,53,45,16,22,32,23,23,42
"ENSMUSG00000051331",0,0,1,1,0,0,1,0,1,11,0,0,2,2,4,1,0,22
"ENSMUSG00000051335",9,52,3,4,15,14,46,9,5,0,14,7,5,7,33,11,9,3
"ENSMUSG00000051339",45,326,13,25,330,93,18,207,170,2,61,26,23,17,79,19,26,128
"ENSMUSG00000051340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051341",56,154,55,316,220,305,209,315,70,1,115,147,26,19,85,75,46,9
"ENSMUSG00000051343",73,73,35,112,233,291,114,259,156,0,210,125,84,122,395,110,34,69
"ENSMUSG00000051344",59,90,9,21,190,105,31,166,26,2,73,391,1241,13,35,18,5,18
"ENSMUSG00000051346",22,14,13,18,47,17,8,29,15,0,32,6,7,19,51,20,5,20
"ENSMUSG00000051351",302,119,135,24,374,602,1183,160,637,1,108,322,35,44,84,32,33,25
"ENSMUSG00000051354",0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000051355",129,189,71,219,393,233,252,211,141,0,203,119,65,125,179,101,46,32
"ENSMUSG00000051359",1,2,1,16,13,4,13,5,2,0,2,2,6,10,24,22,5,42
"ENSMUSG00000051361",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051367",51,251,31,288,413,349,197,238,95,13,86,132,136,79,185,93,173,386
"ENSMUSG00000051373",0,15,1,2,8,9,447,7,7,0,9,3,4,11,16,2,6,19
"ENSMUSG00000051375",9,12,3,8,51,39,6,30,17,6,19,5,36,20,54,10,4,67
"ENSMUSG00000051378",122,65,2,14,72,9,4,4,20,0,14,9,4,7,54,12,11,10
"ENSMUSG00000051379",0,0,0,4,3,2,1,0,1,12,3,0,1,3,3,9,2,9
"ENSMUSG00000051390",17,21,8,21,92,180,30,195,621,3,48,20,17,95,94,16,8,9
"ENSMUSG00000051391",2540,2742,3113,2414,6786,3771,4227,4658,2661,4,1559,2956,2254,4267,2330,1720,2274,1041
"ENSMUSG00000051392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051396",10,10,3,7,20,20,6,7,5,2,14,14,4,0,22,13,4,3
"ENSMUSG00000051397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051401",0,4,3,1,8,34,3,38,1,1,10,1,0,0,9,1,47,0
"ENSMUSG00000051403",26,38,21,30,81,59,22,48,61,0,56,21,51,46,148,37,22,71
"ENSMUSG00000051413",32,59,30,34,111,69,64,176,72,5,55,63,65,62,105,32,14,45
"ENSMUSG00000051414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051427",12,9,3,142,77,32,26,17,19,0,30,16,14,19,39,26,4,36
"ENSMUSG00000051431",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051435",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,2
"ENSMUSG00000051437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051439",16,16,3,11,15,8,8,14,8,0,8,4,2,20,31,28,6,8
"ENSMUSG00000051444",9,8,2,9,32,14,25,15,6,0,23,7,22,18,4,1,9,5
"ENSMUSG00000051451",79,216,18,25,324,229,63,324,175,4,76,229,61,65,269,61,53,105
"ENSMUSG00000051452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051455",0,1,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,3
"ENSMUSG00000051456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051457",3,6,1,5,4,3,3,8,3,0,10,6,6,0,26,5,4,53
"ENSMUSG00000051469",269,131,36,99,200,256,100,119,45,1,110,53,42,42,166,49,48,75
"ENSMUSG00000051481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051483",28,29,8,21,77,46,90,59,7,0,36,29,12,20,66,48,25,110
"ENSMUSG00000051486",1,6,0,0,4,4,3,6,0,0,0,2,1,4,0,0,1,0
"ENSMUSG00000051490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"ENSMUSG00000051493",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051495",1017,1930,826,2024,7728,2849,1112,4427,2300,4,438,1579,4550,880,1678,777,1844,467
"ENSMUSG00000051497",0,1,0,1,0,2,0,0,0,2,4,0,4,6,4,1,0,20
"ENSMUSG00000051498",1,132,8,427,731,470,4,380,1,0,16,152,0,2,3,8,4,1
"ENSMUSG00000051499",0,5,0,1,0,4,0,8,3,0,1,0,0,0,1,0,0,0
"ENSMUSG00000051502",8,12,2,6,12,14,8,16,6,0,8,7,3,5,13,3,5,23
"ENSMUSG00000051503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000051504",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051506",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"ENSMUSG00000051509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051510",2518,3534,1241,1943,7657,5632,4366,8212,2753,10,515,2294,209,957,1012,352,732,147
"ENSMUSG00000051515",0,2,1,0,1,1,1,0,0,0,0,0,8,3,1,2,2,8
"ENSMUSG00000051517",1,3,0,2,6,5,2,2,0,0,2,0,1,1,5,1,4,3
"ENSMUSG00000051518",107,118,88,117,260,258,224,208,172,0,116,108,68,239,540,335,113,54
"ENSMUSG00000051527",1,1,0,0,0,9,2,1,15,0,0,0,0,2,3,0,0,0
"ENSMUSG00000051528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051548",0,2,0,3,1,2,2,4,0,0,1,2,0,0,0,0,1,0
"ENSMUSG00000051550",7,18,3,4,28,10,6,6,6,0,11,7,27,13,64,10,12,2
"ENSMUSG00000051557",3,9,5,12,17,16,1,21,10,0,18,7,0,22,74,2,0,20
"ENSMUSG00000051579",193,218,98,234,314,198,199,190,101,0,189,221,49,114,193,115,204,58
"ENSMUSG00000051582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051586",11,80,82,13,185,201,12,76,22,1,24,141,18,15,86,36,4,69
"ENSMUSG00000051590",3,3,0,0,9,7,3,51,0,0,3,6,2,0,3,4,3,1
"ENSMUSG00000051591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051596",8,73,12,2,3,8,1,77,2,3,7,4,3,7,20,8,3,0
"ENSMUSG00000051599",0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4
"ENSMUSG00000051606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051615",1239,1147,1011,118,1398,790,991,924,417,6,222,777,70,1150,665,295,1763,177
"ENSMUSG00000051616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051627",5,13,13,14,22,18,7,10,11,0,23,7,20,14,55,23,8,0
"ENSMUSG00000051638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051648",14,7,2,19,44,6,25,4,7,0,2,3,0,0,3,0,3,1
"ENSMUSG00000051650",2,0,1,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0
"ENSMUSG00000051652",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051669",21,47,11,15,61,132,19,39,113,0,109,49,8,41,33,6,0,0
"ENSMUSG00000051671",7,15,6,12,43,27,19,25,16,0,20,13,1,12,31,29,11,14
"ENSMUSG00000051674",29,26,3,15,105,282,48,55,11,3,37,54,11,18,13,21,7,21
"ENSMUSG00000051675",38,55,34,76,156,99,79,75,50,1,89,52,53,34,97,44,15,73
"ENSMUSG00000051678",0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0
"ENSMUSG00000051680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051682",0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000051687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051695",362,368,195,426,1143,824,654,829,582,10,739,439,378,624,1651,477,87,530
"ENSMUSG00000051703",0,0,0,1,1,1,0,3,4,0,0,0,0,6,8,8,0,3
"ENSMUSG00000051705",21,20,9,31,82,50,19,94,16,1,38,32,18,12,16,12,116,5
"ENSMUSG00000051706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051716",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051721",540,699,152,721,1860,1150,547,1230,733,1,235,646,822,1078,674,443,264,700
"ENSMUSG00000051723",3,3,3,3,6,2,1,2,2,0,2,3,1,2,0,0,2,0
"ENSMUSG00000051726",2,9,5,2,11,5,1,4,2,1,7,5,3,8,13,3,5,19
"ENSMUSG00000051727",0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0
"ENSMUSG00000051728",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051730",18,30,9,17,56,40,39,105,53,0,41,24,7,11,24,29,17,6
"ENSMUSG00000051732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051735",0,0,0,0,13,2,2,1,0,0,0,0,0,1,8,1,0,10
"ENSMUSG00000051736",4,25,8,23,27,14,3,10,24,0,19,9,2,14,46,21,5,20
"ENSMUSG00000051747",5,1,5,3,4,3,2,0,1,38,40,2,7,4,676,11,13,15
"ENSMUSG00000051748",0,4,0,0,1,2,1,4,5,0,1,1,2,2,8,1,14,6
"ENSMUSG00000051758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051768",29,55,17,27,68,51,47,53,44,0,48,18,47,24,124,44,28,37
"ENSMUSG00000051769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051786",28,22,3,34,84,49,15,22,21,0,28,19,208,12,28,11,6,21
"ENSMUSG00000051788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051790",26,50,12,22,97,39,62,39,18,6,32,26,32,33,83,20,21,93
"ENSMUSG00000051793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051811",0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,1,0,3
"ENSMUSG00000051817",20,22,4,11,38,30,14,38,15,0,39,13,134,56,136,28,17,44
"ENSMUSG00000051827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051832",2,4,2,5,8,17,0,7,0,0,3,0,0,2,4,0,1,0
"ENSMUSG00000051839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051844",2,0,0,1,2,1,0,0,1,1,0,2,0,4,0,0,1,0
"ENSMUSG00000051851",0,4,1,0,4,7,2,3,2,0,3,2,1,3,2,0,1,0
"ENSMUSG00000051853",298,283,133,321,544,402,280,559,420,4,450,368,216,260,407,209,98,391
"ENSMUSG00000051855",0,3,0,1,3,1,3,9,1,3,6,2,8,13,8,7,0,38
"ENSMUSG00000051860",0,0,1,0,0,0,0,0,0,0,0,0,4,1,7,1,0,20
"ENSMUSG00000051864",51,55,108,70,173,117,65,132,71,1,140,62,89,116,118,69,26,48
"ENSMUSG00000051877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051879",0,0,0,2,0,0,0,0,0,1,0,0,0,0,13,0,0,5
"ENSMUSG00000051885",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"ENSMUSG00000051890",25,36,15,27,108,146,31,70,29,0,70,65,20,29,177,83,45,60
"ENSMUSG00000051896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051900",0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051906",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051910",1,0,0,0,1,16,1,0,0,24,0,0,6,1,4,1,0,26
"ENSMUSG00000051917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051920",3,2,1,1,1,0,0,2,0,1,6,1,0,2,11,0,4,20
"ENSMUSG00000051934",627,1126,127,358,3716,1094,701,1861,715,2,256,513,1352,838,330,88,266,67
"ENSMUSG00000051936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051940",0,2,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0
"ENSMUSG00000051950",38,122,37,121,214,136,101,630,42,0,132,242,53,70,127,62,58,35
"ENSMUSG00000051951",0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,1,0,6
"ENSMUSG00000051952",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051977",3,9,2,5,187,6,232,25,3,0,8,24,2,12,22,11,22,0
"ENSMUSG00000051978",41,51,14,43,130,84,49,71,30,0,67,53,25,62,189,71,23,19
"ENSMUSG00000051980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
"ENSMUSG00000051984",0,5,0,1,1,0,1,31,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000051985",0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6
"ENSMUSG00000051986",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051989",66,58,46,48,162,83,93,102,57,0,43,65,160,80,109,93,109,39
"ENSMUSG00000051998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052005",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000052013",1,0,0,0,0,0,2,6,0,0,1,0,0,0,2,0,0,0
"ENSMUSG00000052014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052026",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4
"ENSMUSG00000052031",159,187,72,86,353,187,110,260,39,1,31,82,151,411,42,194,235,1
"ENSMUSG00000052033",52,77,14,46,184,102,85,55,66,1,65,62,13,28,31,39,34,10
"ENSMUSG00000052040",1835,2617,828,1299,5042,3478,1456,3479,2651,4,705,1998,1619,1687,1431,696,460,730
"ENSMUSG00000052056",17,18,15,16,25,34,17,45,6,0,51,21,23,15,59,15,14,24
"ENSMUSG00000052058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052062",20,24,21,17,68,50,49,51,12,2,26,16,29,59,134,11,3,4
"ENSMUSG00000052075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052085",1,4,0,0,4,4,3,3,0,0,3,1,1,3,9,7,1,9
"ENSMUSG00000052087",0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0
"ENSMUSG00000052099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052102",7,38,37,13,48,66,28,65,50,0,14,7,3,17,89,36,0,33
"ENSMUSG00000052105",35,13,70,43,144,155,8,230,104,0,38,25,17,13,32,28,20,26
"ENSMUSG00000052117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052125",41,183,22,125,418,159,13,66,160,0,171,104,45,67,21,10,37,14
"ENSMUSG00000052131",55,25,16,26,53,49,22,140,56,0,48,21,14,27,24,8,5,0
"ENSMUSG00000052133",1,0,0,0,1,54,0,0,0,0,0,3,4,3,5,1,1,5
"ENSMUSG00000052135",0,0,2,1,5,3,0,8,2,6,7,1,3,9,11,3,5,19
"ENSMUSG00000052137",210,267,70,193,440,286,289,419,111,0,69,280,10,39,28,64,324,199
"ENSMUSG00000052139",151,249,58,86,461,161,74,248,132,1,291,157,141,140,211,113,25,135
"ENSMUSG00000052142",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052143",0,2,0,0,29,0,0,16,7,0,3,1,1,0,0,2,1,15
"ENSMUSG00000052144",122,202,49,138,794,390,379,308,213,10,172,326,38,290,706,149,47,133
"ENSMUSG00000052146",10,6,2,2,20,9,7,8,10,0,9,1,8,4,28,2,3,7
"ENSMUSG00000052151",103,108,51,122,207,178,127,206,222,0,231,122,105,183,379,175,66,105
"ENSMUSG00000052154",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052155",19,123,12,56,108,116,137,89,11,6,58,42,40,249,93,47,19,57
"ENSMUSG00000052157",0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052160",0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0
"ENSMUSG00000052180",1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000052182",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052188",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000052192",14,4,10,14,14,19,9,15,15,0,19,11,9,30,76,38,16,8
"ENSMUSG00000052212",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052214",147,225,75,127,1291,691,422,645,444,0,175,267,186,612,349,131,50,78
"ENSMUSG00000052217",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000052221",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052229",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
