"","GSM7708682","GSM7708683","GSM7708684","GSM7708685","GSM7708686","GSM7708687","GSM7708688","GSM7708689","GSM7708690"
"ENSMUSG00000020869",1267,1560,1212,2317,1479,1942,1929,1858,1244
"ENSMUSG00000020870",2,0,0,0,0,0,0,0,0
"ENSMUSG00000020871",3,5,0,3,3,4,1,0,2
"ENSMUSG00000020872",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020873",865,939,778,1044,895,1245,1032,1297,757
"ENSMUSG00000020875",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020876",169,176,124,184,143,209,172,156,86
"ENSMUSG00000020877",613,663,481,533,570,564,442,519,401
"ENSMUSG00000020878",22,19,16,18,24,19,17,12,11
"ENSMUSG00000020882",4,4,19,7,12,6,6,11,6
"ENSMUSG00000020883",486,495,562,359,490,524,286,420,358
"ENSMUSG00000020884",8741,9510,5526,7271,6849,8485,7140,7963,5064
"ENSMUSG00000020886",22,23,13,10,28,32,13,15,10
"ENSMUSG00000020887",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020888",1414,487,515,415,524,638,546,484,451
"ENSMUSG00000020889",72,33,32,123,42,55,89,60,46
"ENSMUSG00000020890",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020891",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020892",0,1,0,0,0,0,0,0,2
"ENSMUSG00000020893",577,854,346,542,294,264,704,803,456
"ENSMUSG00000020894",224,328,255,260,205,244,270,341,201
"ENSMUSG00000020895",10,8,10,12,14,22,13,9,15
"ENSMUSG00000020897",3,8,3,0,2,4,1,0,1
"ENSMUSG00000020898",48,59,88,85,69,97,33,55,62
"ENSMUSG00000020899",123,198,148,309,228,222,163,183,120
"ENSMUSG00000020900",151,207,219,227,234,334,152,235,135
"ENSMUSG00000020901",6,21,0,7,0,24,7,15,15
"ENSMUSG00000020902",120,167,147,130,150,210,140,105,77
"ENSMUSG00000020903",142,192,106,163,157,192,134,74,106
"ENSMUSG00000020904",0,0,0,0,2,2,0,0,0
"ENSMUSG00000020905",1,6,0,4,9,8,4,17,0
"ENSMUSG00000020907",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020908",0,0,1,0,0,0,0,0,0
"ENSMUSG00000020910",224,242,194,196,211,288,169,219,159
"ENSMUSG00000020911",14,28,9,25,39,32,8,8,6
"ENSMUSG00000020912",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020913",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020914",13,26,17,5,13,15,0,6,2
"ENSMUSG00000020916",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020917",9009,11741,9812,3560,5728,7247,2255,3029,2185
"ENSMUSG00000020918",364,462,242,431,445,493,361,440,226
"ENSMUSG00000020919",818,909,850,795,1101,1340,664,892,968
"ENSMUSG00000020921",113,116,86,131,148,174,71,101,66
"ENSMUSG00000020922",432,452,279,548,472,540,339,470,278
"ENSMUSG00000020923",828,1169,845,1245,894,1087,680,761,542
"ENSMUSG00000020925",116,231,161,261,148,244,137,180,164
"ENSMUSG00000020926",72,59,45,147,47,60,51,22,18
"ENSMUSG00000020928",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020929",312,386,295,460,349,500,319,414,230
"ENSMUSG00000020930",1,5,0,0,0,2,0,0,1
"ENSMUSG00000020932",3,9,6,1,0,5,4,4,6
"ENSMUSG00000020935",324,424,312,574,357,479,266,419,313
"ENSMUSG00000020936",963,1204,876,1593,1199,1566,1207,1469,966
"ENSMUSG00000020937",11,26,8,16,10,17,6,5,2
"ENSMUSG00000020940",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020941",51,93,72,121,101,83,80,101,50
"ENSMUSG00000020945",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020946",848,1055,848,1411,1006,1318,1188,1391,770
"ENSMUSG00000020948",122,108,87,121,119,150,101,132,71
"ENSMUSG00000020949",270,421,297,308,311,372,238,353,212
"ENSMUSG00000020950",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020952",481,587,430,640,455,625,538,663,435
"ENSMUSG00000020953",0,1,1,1,1,0,0,0,0
"ENSMUSG00000020954",379,479,325,517,489,576,450,525,251
"ENSMUSG00000020955",187,203,129,127,155,203,137,180,93
"ENSMUSG00000020956",205,170,136,219,197,183,155,192,125
"ENSMUSG00000020961",81,136,175,275,250,362,115,133,125
"ENSMUSG00000020962",456,510,443,537,462,594,414,484,298
"ENSMUSG00000020963",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020964",3119,3214,3556,6575,4323,5758,5600,7421,3624
"ENSMUSG00000020973",34,28,15,13,12,28,13,12,8
"ENSMUSG00000020974",7,4,0,0,1,13,1,0,1
"ENSMUSG00000020978",487,648,413,578,507,580,386,446,335
"ENSMUSG00000020982",331,472,282,590,314,435,376,464,274
"ENSMUSG00000020986",1252,1734,1485,1665,1541,1904,1330,1845,1121
"ENSMUSG00000020988",1008,1219,956,1228,1237,1571,958,1156,699
"ENSMUSG00000020990",1,7,2,3,0,0,2,2,0
"ENSMUSG00000020992",1,2,2,1,2,1,10,1,1
"ENSMUSG00000020993",335,410,309,467,379,459,372,394,261
"ENSMUSG00000020994",681,822,665,1148,794,953,692,903,507
"ENSMUSG00000021000",4678,5340,4571,5168,5236,6501,4277,5241,3727
"ENSMUSG00000021003",179,186,177,166,139,174,99,136,73
"ENSMUSG00000021007",7,30,10,25,21,26,15,16,10
"ENSMUSG00000021009",280,413,380,600,433,489,299,346,245
"ENSMUSG00000021010",3,0,0,0,2,4,1,0,0
"ENSMUSG00000021012",722,746,608,902,720,940,664,788,535
"ENSMUSG00000021013",30,36,43,32,23,43,39,29,43
"ENSMUSG00000021018",109,170,92,177,161,142,147,143,64
"ENSMUSG00000021022",105,145,102,113,130,144,126,151,93
"ENSMUSG00000021023",130,178,121,270,179,225,128,189,92
"ENSMUSG00000021024",1199,1373,853,1670,1318,1555,1143,1327,953
"ENSMUSG00000021025",507,496,324,461,326,328,390,383,324
"ENSMUSG00000021027",124,182,185,249,201,237,157,138,107
"ENSMUSG00000021028",46,60,27,58,24,58,36,72,31
"ENSMUSG00000021032",0,5,0,3,0,1,6,0,1
"ENSMUSG00000021033",10805,11600,8446,10145,10788,12297,9241,11451,7564
"ENSMUSG00000021036",321,388,255,495,351,476,288,289,214
"ENSMUSG00000021037",1465,1945,1192,2080,1497,1929,1407,1770,1117
"ENSMUSG00000021038",175,211,205,252,256,259,206,185,116
"ENSMUSG00000021039",469,746,455,765,631,730,533,634,383
"ENSMUSG00000021040",450,396,175,289,301,378,215,374,193
"ENSMUSG00000021044",211,195,205,265,225,294,198,165,188
"ENSMUSG00000021047",2,0,0,0,0,0,0,0,1
"ENSMUSG00000021048",3756,4368,3572,4272,4119,4976,3199,4147,2726
"ENSMUSG00000021051",917,1176,1029,1484,1471,1936,1244,1513,826
"ENSMUSG00000021054",1222,1310,1167,1418,1291,1633,1073,1321,868
"ENSMUSG00000021055",0,1,0,0,0,0,1,0,0
"ENSMUSG00000021056",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021057",10,8,10,21,26,12,14,16,16
"ENSMUSG00000021061",5,2,7,12,10,23,6,11,5
"ENSMUSG00000021062",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021065",80,86,78,93,71,98,77,85,59
"ENSMUSG00000021066",35,32,27,29,30,32,25,28,16
"ENSMUSG00000021067",268,309,296,363,282,416,269,284,192
"ENSMUSG00000021068",17,52,45,64,43,94,53,62,26
"ENSMUSG00000021069",9970,12658,9959,7020,7531,11112,4849,5967,4461
"ENSMUSG00000021070",4,7,0,7,4,1,7,1,1
"ENSMUSG00000021071",0,0,0,0,0,1,0,1,0
"ENSMUSG00000021072",620,810,618,862,712,1026,647,761,429
"ENSMUSG00000021076",504,584,375,588,485,607,403,464,327
"ENSMUSG00000021078",3,0,0,0,1,1,2,0,0
"ENSMUSG00000021079",495,591,303,545,450,623,371,473,274
"ENSMUSG00000021081",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021086",3,0,2,3,0,0,0,0,1
"ENSMUSG00000021087",15,16,13,14,17,26,22,28,3
"ENSMUSG00000021090",0,1,0,1,2,1,0,0,0
"ENSMUSG00000021091",5253,7127,4294,3206,5318,6243,5730,6911,5306
"ENSMUSG00000021094",533,709,443,402,426,448,380,281,233
"ENSMUSG00000021095",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021096",1899,2228,1804,2441,2055,2726,1763,2249,1506
"ENSMUSG00000021097",1570,2351,2354,1829,2259,2817,1759,2341,1307
"ENSMUSG00000021098",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021099",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021101",1,1,0,0,0,0,0,0,0
"ENSMUSG00000021102",1799,1827,1163,1475,1654,1668,996,1281,729
"ENSMUSG00000021103",79,105,84,115,108,94,49,62,62
"ENSMUSG00000021108",44,66,37,70,47,46,83,70,56
"ENSMUSG00000021109",661,793,745,898,779,1007,703,804,461
"ENSMUSG00000021111",1579,1934,1529,2139,1847,2500,1960,2044,1478
"ENSMUSG00000021112",223,347,252,311,315,502,292,345,223
"ENSMUSG00000021113",88,158,118,180,149,174,95,124,63
"ENSMUSG00000021114",602,682,376,659,492,612,459,548,346
"ENSMUSG00000021115",73,70,81,86,77,81,32,44,58
"ENSMUSG00000021116",668,990,533,869,613,882,673,747,503
"ENSMUSG00000021118",3,4,4,7,4,6,3,0,3
"ENSMUSG00000021120",47,60,45,74,43,68,35,40,38
"ENSMUSG00000021123",1,1,0,0,1,0,0,0,0
"ENSMUSG00000021124",618,720,544,609,678,803,476,632,414
"ENSMUSG00000021125",4,1,0,6,6,2,7,0,2
"ENSMUSG00000021127",3627,3678,3483,4794,3965,5295,4318,4640,3112
"ENSMUSG00000021130",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021131",333,337,234,363,238,346,230,225,133
"ENSMUSG00000021133",987,1250,896,1079,921,1357,1071,1105,751
"ENSMUSG00000021134",1886,1964,1623,2702,1969,2434,2117,2143,1816
"ENSMUSG00000021135",10410,12292,7670,6588,8625,9954,7811,9284,6743
"ENSMUSG00000021136",1726,1874,1365,1407,1777,1979,1460,1707,1388
"ENSMUSG00000021139",0,1,0,1,0,3,0,0,0
"ENSMUSG00000021140",480,767,729,1066,871,1139,590,837,544
"ENSMUSG00000021143",257,388,365,411,433,535,275,356,219
"ENSMUSG00000021144",446,456,304,462,435,467,300,415,294
"ENSMUSG00000021147",222,289,154,300,237,356,219,276,137
"ENSMUSG00000021148",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021149",560,768,458,1312,667,1189,935,985,370
"ENSMUSG00000021156",808,887,731,1020,852,1157,692,1033,669
"ENSMUSG00000021171",556,633,584,524,529,754,497,520,365
"ENSMUSG00000021175",2,5,0,0,2,1,0,0,1
"ENSMUSG00000021176",4,1,5,8,0,9,5,0,1
"ENSMUSG00000021177",18,50,49,55,59,62,39,63,32
"ENSMUSG00000021178",1169,1636,1164,2376,1392,1931,1610,1944,1320
"ENSMUSG00000021179",136,167,143,264,182,235,147,227,132
"ENSMUSG00000021180",23,24,29,18,46,39,7,26,17
"ENSMUSG00000021182",13,18,22,44,31,48,27,44,16
"ENSMUSG00000021185",535,516,403,617,468,568,422,488,346
"ENSMUSG00000021186",56,93,67,36,56,84,41,19,19
"ENSMUSG00000021187",46,40,43,61,30,77,61,47,39
"ENSMUSG00000021188",465,807,710,1028,825,1150,782,831,520
"ENSMUSG00000021189",306,401,386,357,439,477,308,375,218
"ENSMUSG00000021190",394,636,430,565,485,762,396,454,352
"ENSMUSG00000021192",458,524,413,561,469,655,491,568,335
"ENSMUSG00000021193",403,606,394,635,591,670,456,581,417
"ENSMUSG00000021194",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021196",34,38,20,37,18,41,31,19,20
"ENSMUSG00000021198",0,3,0,8,0,2,0,0,1
"ENSMUSG00000021200",7,20,12,21,25,25,6,21,8
"ENSMUSG00000021203",22,38,33,56,47,45,51,57,31
"ENSMUSG00000021207",4,0,0,3,2,0,0,0,0
"ENSMUSG00000021208",97,89,28,45,40,79,23,37,32
"ENSMUSG00000021209",59,60,49,80,77,94,68,96,68
"ENSMUSG00000021210",12525,14157,9478,11527,11365,16099,10615,13685,7688
"ENSMUSG00000021211",1175,1349,912,1331,1069,1374,961,1210,718
"ENSMUSG00000021213",1206,1465,1011,1922,1511,1816,1303,1547,905
"ENSMUSG00000021214",6,4,0,1,0,4,1,0,0
"ENSMUSG00000021215",1452,1624,1371,2072,1647,1974,1210,1578,1087
"ENSMUSG00000021216",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021217",7,16,6,34,18,15,16,12,10
"ENSMUSG00000021218",3635,4552,3091,3883,3667,4299,3338,3986,2656
"ENSMUSG00000021219",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021221",14,8,10,32,23,44,13,11,21
"ENSMUSG00000021222",46,50,21,19,20,19,24,21,25
"ENSMUSG00000021223",28,78,35,45,66,52,27,33,18
"ENSMUSG00000021224",552,747,637,785,769,886,524,671,503
"ENSMUSG00000021226",102,74,48,837,138,197,83,75,71
"ENSMUSG00000021228",141,53,36,871,253,240,578,295,307
"ENSMUSG00000021234",3,16,3,12,11,20,6,15,8
"ENSMUSG00000021235",215,278,145,226,199,229,162,226,115
"ENSMUSG00000021236",4152,3449,3706,12248,5569,8292,5009,4829,3751
"ENSMUSG00000021238",6365,7030,6121,9299,8416,10900,8127,10112,6179
"ENSMUSG00000021239",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021240",271,250,219,187,235,216,248,229,178
"ENSMUSG00000021241",320,311,215,327,310,357,230,340,179
"ENSMUSG00000021242",951,1228,737,929,1041,1273,681,893,564
"ENSMUSG00000021243",275,313,160,298,250,218,185,210,181
"ENSMUSG00000021244",414,651,445,694,522,696,435,589,341
"ENSMUSG00000021245",192,238,285,392,242,353,205,247,165
"ENSMUSG00000021248",1508,1816,1302,1886,1631,2056,1516,1688,1204
"ENSMUSG00000021250",13,61,4,301,97,24,91,29,44
"ENSMUSG00000021252",937,1029,652,639,744,694,779,804,621
"ENSMUSG00000021253",7,17,9,19,10,21,12,9,11
"ENSMUSG00000021254",199,240,237,322,214,273,220,247,178
"ENSMUSG00000021255",8,9,17,20,9,19,9,5,7
"ENSMUSG00000021256",6,8,4,8,11,41,13,6,3
"ENSMUSG00000021257",61,65,62,61,48,63,43,47,41
"ENSMUSG00000021258",296,381,304,414,315,461,274,458,236
"ENSMUSG00000021259",37,29,53,46,35,40,27,48,42
"ENSMUSG00000021260",3,17,10,12,5,15,2,31,7
"ENSMUSG00000021262",38,49,26,42,37,70,25,25,26
"ENSMUSG00000021263",3,3,4,1,1,4,3,1,5
"ENSMUSG00000021264",1242,1492,1131,1533,1260,1875,1308,1673,973
"ENSMUSG00000021265",52,57,55,53,35,33,37,122,22
"ENSMUSG00000021266",284,404,303,684,356,465,435,518,310
"ENSMUSG00000021268",19,21,7,10,8,10,8,7,7
"ENSMUSG00000021270",7252,10297,6305,15980,7499,10279,7756,8294,4529
"ENSMUSG00000021271",160,211,129,209,147,179,135,191,115
"ENSMUSG00000021273",2297,2006,1403,1291,1669,1756,1596,1447,1560
"ENSMUSG00000021275",239,338,258,331,288,379,248,289,199
"ENSMUSG00000021276",219,241,168,276,175,226,166,202,164
"ENSMUSG00000021277",216,256,269,572,276,493,218,355,212
"ENSMUSG00000021278",4,0,0,1,0,0,2,0,4
"ENSMUSG00000021279",1341,1912,1729,1937,2041,2603,1589,1986,1195
"ENSMUSG00000021280",6,11,13,15,8,14,5,6,2
"ENSMUSG00000021281",457,706,422,634,669,648,325,342,265
"ENSMUSG00000021282",3778,4268,2918,4655,3791,5331,3871,4365,2617
"ENSMUSG00000021285",236,280,257,239,269,339,230,244,108
"ENSMUSG00000021286",676,702,564,499,593,584,345,395,307
"ENSMUSG00000021287",81,47,82,74,57,62,27,36,30
"ENSMUSG00000021288",295,310,272,412,280,302,270,298,198
"ENSMUSG00000021290",1211,1288,749,1156,989,1182,625,884,632
"ENSMUSG00000021294",5,10,15,22,29,25,8,19,11
"ENSMUSG00000021298",3,5,0,4,0,5,0,10,0
"ENSMUSG00000021301",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021302",145,215,149,161,175,218,122,188,99
"ENSMUSG00000021303",1,0,0,0,2,0,0,0,0
"ENSMUSG00000021306",14,15,6,13,18,15,8,22,7
"ENSMUSG00000021311",157,271,188,319,179,284,150,218,129
"ENSMUSG00000021313",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021314",0,1,0,0,0,0,0,0,0
"ENSMUSG00000021318",4,4,19,7,12,3,0,2,2
"ENSMUSG00000021319",0,0,0,0,4,0,0,0,0
"ENSMUSG00000021322",21,22,15,11,10,22,10,11,14
"ENSMUSG00000021326",327,377,300,552,446,465,348,430,216
"ENSMUSG00000021327",898,938,988,1385,1103,1424,922,986,798
"ENSMUSG00000021335",127,142,192,179,117,236,236,264,174
"ENSMUSG00000021336",702,993,666,409,698,893,406,639,584
"ENSMUSG00000021337",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021338",152,102,125,191,201,298,165,151,91
"ENSMUSG00000021339",688,633,528,633,599,860,583,620,437
"ENSMUSG00000021340",4026,5701,3962,4104,4990,5822,5027,5997,3206
"ENSMUSG00000021342",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021345",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021346",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021347",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021348",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021356",5,2,2,6,6,3,0,5,1
"ENSMUSG00000021357",148,230,147,221,160,220,127,169,122
"ENSMUSG00000021359",0,0,0,0,0,0,2,0,0
"ENSMUSG00000021360",425,532,330,488,447,465,319,399,272
"ENSMUSG00000021361",2183,2556,1657,1821,2194,2312,1593,1745,1112
"ENSMUSG00000021362",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021363",0,2,0,0,2,0,0,0,0
"ENSMUSG00000021364",10735,15079,14669,7069,11367,13109,6084,9216,7368
"ENSMUSG00000021365",48,74,34,40,79,54,44,60,25
"ENSMUSG00000021366",230,292,250,485,338,397,438,391,219
"ENSMUSG00000021367",4,10,2,4,7,6,5,3,3
"ENSMUSG00000021368",103,74,66,122,75,113,86,99,64
"ENSMUSG00000021371",744,866,732,967,921,1194,683,830,544
"ENSMUSG00000021373",2,0,0,0,0,0,2,0,1
"ENSMUSG00000021374",363,584,423,727,622,752,659,631,321
"ENSMUSG00000021375",218,252,367,394,356,383,287,334,202
"ENSMUSG00000021376",861,822,621,390,546,720,389,477,376
"ENSMUSG00000021377",649,759,551,656,576,740,464,593,429
"ENSMUSG00000021379",15,16,14,55,34,47,34,15,16
"ENSMUSG00000021381",1,0,0,0,0,0,0,0,0
"ENSMUSG00000021384",1,0,0,2,0,6,0,0,2
"ENSMUSG00000021385",142,199,134,311,220,279,219,265,110
"ENSMUSG00000021388",1,0,0,3,1,0,0,0,0
"ENSMUSG00000021390",26,56,29,25,30,54,14,27,22
"ENSMUSG00000021391",7,11,3,2,1,0,2,2,0
"ENSMUSG00000021392",268,341,219,603,216,314,433,364,162
"ENSMUSG00000021395",1052,1531,1345,1568,1413,1977,1433,1686,883
"ENSMUSG00000021396",1,1,0,0,0,0,0,0,0
"ENSMUSG00000021400",975,1168,1055,1295,1444,1610,984,1262,933
"ENSMUSG00000021403",0,0,0,0,0,0,1,0,0
"ENSMUSG00000021404",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021408",586,821,649,720,615,994,676,890,478
"ENSMUSG00000021411",1649,1439,1317,1164,1403,1534,772,954,853
"ENSMUSG00000021413",996,1205,880,1436,1100,1383,1235,1321,730
"ENSMUSG00000021414",0,0,0,1,0,0,0,2,1
"ENSMUSG00000021415",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021416",1,0,0,2,0,0,0,2,5
"ENSMUSG00000021417",2572,2471,1499,3476,2782,3129,2323,2618,1784
"ENSMUSG00000021418",88,92,59,138,84,111,77,65,40
"ENSMUSG00000021420",618,541,359,430,369,511,374,368,250
"ENSMUSG00000021423",35,35,24,30,25,55,20,58,22
"ENSMUSG00000021427",1476,1902,1561,2430,1589,2311,1804,1693,1060
"ENSMUSG00000021428",130,145,78,150,102,156,110,142,60
"ENSMUSG00000021431",292,345,241,431,289,367,287,351,207
"ENSMUSG00000021432",187,155,104,134,110,152,112,161,81
"ENSMUSG00000021439",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021440",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021441",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021448",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021451",6,6,2,12,9,21,5,10,15
"ENSMUSG00000021453",121,195,297,209,886,936,137,228,269
"ENSMUSG00000021456",1,2,0,11,0,0,0,3,1
"ENSMUSG00000021457",52,58,52,76,54,102,30,68,46
"ENSMUSG00000021458",433,533,299,325,342,495,407,422,224
"ENSMUSG00000021460",612,588,398,560,510,605,414,522,324
"ENSMUSG00000021461",57,87,51,85,44,59,44,65,37
"ENSMUSG00000021464",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021466",410,674,691,837,684,1181,582,678,423
"ENSMUSG00000021468",374,518,350,551,440,477,348,539,312
"ENSMUSG00000021469",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021470",195,272,178,347,238,296,269,239,170
"ENSMUSG00000021474",1825,2079,1501,2032,2159,2363,1468,1743,1448
"ENSMUSG00000021476",1488,1793,1335,1595,1639,1936,1178,1552,1069
"ENSMUSG00000021477",6344,9014,5351,4914,5845,7598,4526,5783,4204
"ENSMUSG00000021478",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021481",72,79,51,99,94,124,48,96,58
"ENSMUSG00000021482",1150,1506,1397,1558,1345,1939,1247,1408,1289
"ENSMUSG00000021483",157,189,141,178,133,190,99,125,74
"ENSMUSG00000021484",3798,4965,4192,5685,5043,6902,4759,5804,3606
"ENSMUSG00000021485",114,27,9,23,11,20,33,15,17
"ENSMUSG00000021486",2178,2053,1315,1813,1795,1915,1384,1766,1194
"ENSMUSG00000021488",934,1411,1308,2014,1468,2047,1298,1598,814
"ENSMUSG00000021490",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021492",7638,8863,6712,6319,7172,8467,6101,7780,4563
"ENSMUSG00000021493",69,84,55,110,83,83,50,92,55
"ENSMUSG00000021494",428,662,377,462,426,611,413,407,325
"ENSMUSG00000021495",949,983,615,876,732,864,773,833,614
"ENSMUSG00000021496",283,327,188,223,243,309,204,234,199
"ENSMUSG00000021497",1378,1652,1355,1593,1568,1866,1107,1549,1038
"ENSMUSG00000021499",0,0,1,2,4,2,2,2,1
"ENSMUSG00000021500",483,523,488,612,463,678,574,691,474
"ENSMUSG00000021501",244,268,191,373,252,299,270,392,203
"ENSMUSG00000021504",228,252,218,218,242,217,176,242,124
"ENSMUSG00000021506",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021508",27,24,17,9,19,28,22,6,20
"ENSMUSG00000021509",135,224,158,152,292,280,157,225,140
"ENSMUSG00000021510",97,109,117,202,98,213,116,198,126
"ENSMUSG00000021514",204,242,181,229,216,258,168,158,157
"ENSMUSG00000021518",715,837,597,1033,899,1080,786,1001,567
"ENSMUSG00000021519",336,371,258,331,305,385,316,337,234
"ENSMUSG00000021520",1924,2105,1233,1766,1772,2083,1176,1529,1093
"ENSMUSG00000021532",71,130,103,122,154,135,78,104,48
"ENSMUSG00000021534",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021536",9,4,1,1,0,6,1,0,3
"ENSMUSG00000021537",257,400,237,265,220,317,305,266,206
"ENSMUSG00000021538",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021539",1337,1349,793,921,903,1135,802,1094,742
"ENSMUSG00000021540",413,669,512,778,631,829,634,659,411
"ENSMUSG00000021541",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021545",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021546",3007,3506,2574,2995,2768,3437,2579,2959,2043
"ENSMUSG00000021548",264,286,248,307,237,301,245,292,208
"ENSMUSG00000021549",396,466,351,447,465,591,366,429,266
"ENSMUSG00000021550",419,438,309,497,422,542,348,427,316
"ENSMUSG00000021552",142,237,168,204,161,259,129,176,98
"ENSMUSG00000021553",1,0,0,1,0,1,1,4,1
"ENSMUSG00000021555",327,464,398,356,368,481,335,354,318
"ENSMUSG00000021556",29,55,17,43,18,62,24,32,29
"ENSMUSG00000021557",181,197,199,301,299,399,220,255,133
"ENSMUSG00000021559",1428,1716,1760,1909,1864,2585,1554,2162,1609
"ENSMUSG00000021565",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021566",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021567",0,1,4,6,1,2,1,0,2
"ENSMUSG00000021569",5,1,7,15,6,4,0,10,1
"ENSMUSG00000021572",12,12,4,10,8,18,3,6,12
"ENSMUSG00000021573",138,324,465,243,204,390,122,106,108
"ENSMUSG00000021575",0,6,0,1,0,0,0,0,2
"ENSMUSG00000021576",759,907,706,797,807,916,527,744,573
"ENSMUSG00000021577",8384,11139,8258,9880,9652,11489,6707,8861,5492
"ENSMUSG00000021578",433,486,415,609,447,607,486,410,293
"ENSMUSG00000021579",22,10,16,73,25,23,34,43,22
"ENSMUSG00000021583",1463,1960,1463,1650,1575,2324,1452,1704,1203
"ENSMUSG00000021585",681,901,664,853,677,924,592,615,513
"ENSMUSG00000021587",0,1,0,0,0,0,0,0,0
"ENSMUSG00000021589",92,98,84,131,104,107,61,83,85
"ENSMUSG00000021590",1,2,2,0,0,0,0,0,0
"ENSMUSG00000021591",730,646,437,901,687,889,639,610,500
"ENSMUSG00000021592",140,144,140,127,145,183,125,123,75
"ENSMUSG00000021594",2179,3272,2212,620,2127,2018,486,1273,778
"ENSMUSG00000021595",1517,1966,1129,1616,1483,1707,1215,1577,853
"ENSMUSG00000021596",0,2,2,2,0,3,1,0,0
"ENSMUSG00000021597",54,76,50,37,83,59,38,46,34
"ENSMUSG00000021598",167,136,140,199,158,229,95,162,108
"ENSMUSG00000021600",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021604",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021606",1310,1482,816,1199,1206,1395,750,1078,718
"ENSMUSG00000021607",449,457,335,446,461,566,303,423,365
"ENSMUSG00000021608",34,38,25,53,73,58,54,50,40
"ENSMUSG00000021609",0,0,0,0,0,0,0,0,2
"ENSMUSG00000021610",1046,1349,1135,1520,1266,1802,1190,1616,904
"ENSMUSG00000021611",71,82,70,87,56,72,38,54,33
"ENSMUSG00000021612",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021613",13,27,4,7,5,14,4,8,11
"ENSMUSG00000021614",1,0,0,2,1,1,0,0,0
"ENSMUSG00000021615",64,67,39,85,58,86,68,87,65
"ENSMUSG00000021619",34,32,48,42,49,37,28,35,28
"ENSMUSG00000021620",1877,2210,1500,2635,1954,2184,1716,2114,1459
"ENSMUSG00000021621",160,142,104,185,144,162,150,202,94
"ENSMUSG00000021622",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021624",28,22,21,20,7,29,10,13,8
"ENSMUSG00000021629",730,904,745,1347,748,1140,1035,1158,635
"ENSMUSG00000021631",1,1,0,1,0,0,0,2,0
"ENSMUSG00000021635",201,216,222,312,223,288,223,243,158
"ENSMUSG00000021636",150,240,181,206,152,218,124,189,105
"ENSMUSG00000021638",289,325,337,265,239,354,256,227,247
"ENSMUSG00000021639",149,188,155,240,155,162,138,123,134
"ENSMUSG00000021640",10,5,0,10,5,10,3,11,0
