"","RR9_SPL_FLT_F1","RR9_SPL_FLT_F10","RR9_SPL_FLT_F2","RR9_SPL_FLT_F3","RR9_SPL_FLT_F4","RR9_SPL_FLT_F5","RR9_SPL_FLT_F6","RR9_SPL_FLT_F7","RR9_SPL_FLT_F8","RR9_SPL_FLT_F9","RR9_SPL_GC_G1","RR9_SPL_GC_G10","RR9_SPL_GC_G2","RR9_SPL_GC_G3","RR9_SPL_GC_G4","RR9_SPL_GC_G5","RR9_SPL_GC_G6","RR9_SPL_GC_G7","RR9_SPL_GC_G8","RR9_SPL_GC_G9"
"ENSMUSG00000025812",7,124,112,34,133,49,35,8,93,43,38,4,51,77,89,27,20,46,62,37
"ENSMUSG00000025813",5,15,15,9,15,8,0,0,6,0,5,6,11,13,67,26,6,8,30,17
"ENSMUSG00000025815",0,1,5,0,18,0,0,1,8,5,1,0,1,3,6,0,0,0,7,0
"ENSMUSG00000025816",27,83,142,32,132,66,9,15,75,23,2,18,67,107,191,70,1,57,154,66
"ENSMUSG00000025817",51,232,385,100,343,246,17,71,193,41,19,65,118,388,357,219,47,97,282,264
"ENSMUSG00000025821",23,177,158,55,173,117,32,37,114,41,24,41,55,267,184,106,44,66,161,164
"ENSMUSG00000025823",331,1323,2502,639,3070,1241,305,690,1767,417,243,349,834,2671,1749,1411,184,739,1806,1066
"ENSMUSG00000025825",107,441,953,159,755,423,66,110,571,222,105,116,230,1323,710,464,58,439,662,557
"ENSMUSG00000025838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025854",8,36,76,28,79,39,1,15,80,1,19,1,21,65,26,36,0,45,44,17
"ENSMUSG00000025855",45,51,170,10,111,34,20,3,105,71,5,8,42,169,96,48,13,43,97,72
"ENSMUSG00000025856",31,191,365,60,282,208,22,62,213,34,42,76,73,436,273,161,22,103,250,94
"ENSMUSG00000025857",0,42,42,1,86,22,0,15,51,20,2,9,24,95,63,53,1,27,27,69
"ENSMUSG00000025858",18,28,158,29,144,54,0,23,83,15,5,20,41,144,147,82,25,57,92,89
"ENSMUSG00000025860",291,1473,2064,542,2189,1261,241,419,1337,512,238,404,803,2336,1941,1134,160,669,1763,1223
"ENSMUSG00000025862",388,1580,1742,663,1990,1434,295,519,1335,435,263,525,863,2238,1813,1162,278,874,1592,1274
"ENSMUSG00000025867",4,84,31,30,76,44,3,28,81,17,0,8,32,71,94,15,5,9,50,38
"ENSMUSG00000025868",74,484,1098,142,1298,605,90,149,746,120,74,116,251,1260,705,482,92,321,909,595
"ENSMUSG00000025869",62,327,476,79,594,309,67,160,463,74,24,77,180,628,386,231,34,283,432,357
"ENSMUSG00000025870",17,116,246,71,224,115,15,40,130,39,12,3,54,200,176,93,7,107,75,122
"ENSMUSG00000025871",61,249,422,88,425,218,34,86,307,56,27,72,123,471,340,247,45,151,266,265
"ENSMUSG00000025872",50,308,467,83,529,262,59,58,285,108,24,88,239,380,369,235,35,166,356,198
"ENSMUSG00000025873",95,502,689,150,738,379,91,174,510,97,55,111,211,745,671,388,85,232,476,558
"ENSMUSG00000025875",13,48,130,29,76,14,6,17,78,8,5,11,56,58,28,35,0,63,38,49
"ENSMUSG00000025876",0,49,28,0,33,7,3,0,32,5,4,5,11,25,31,14,1,1,28,18
"ENSMUSG00000025877",7,47,83,14,81,57,12,16,39,3,1,4,19,64,76,49,1,40,87,59
"ENSMUSG00000025878",122,643,856,188,896,547,99,138,708,217,80,159,309,988,598,350,78,339,534,597
"ENSMUSG00000025880",72,472,621,147,553,412,79,112,440,125,66,72,177,663,631,378,61,247,571,309
"ENSMUSG00000025885",0,4,10,1,5,9,0,1,24,0,1,3,4,16,6,2,0,3,15,7
"ENSMUSG00000025887",11,91,148,19,131,92,9,24,77,26,20,10,41,166,88,144,17,45,55,60
"ENSMUSG00000025888",61,485,1051,158,867,380,87,124,509,225,75,92,253,1694,677,473,68,365,566,406
"ENSMUSG00000025889",74,476,185,163,700,266,108,136,214,390,149,265,177,1035,1571,637,118,511,957,899
"ENSMUSG00000025892",0,10,0,7,6,0,2,0,9,0,0,0,0,8,5,0,0,0,8,1
"ENSMUSG00000025893",38,240,264,56,389,217,23,69,238,57,31,43,76,360,220,140,21,217,223,173
"ENSMUSG00000025894",60,354,643,107,523,279,90,134,472,74,85,94,232,686,382,341,52,147,323,328
"ENSMUSG00000025898",309,1382,2123,560,2188,1340,218,450,1522,389,106,317,695,2329,1816,1026,215,707,1441,1272
"ENSMUSG00000025899",71,280,512,221,640,365,65,107,378,81,133,108,170,592,424,281,50,181,435,451
"ENSMUSG00000025900",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000025902",3,31,101,12,63,11,16,14,108,25,0,1,30,68,78,16,10,20,42,36
"ENSMUSG00000025903",130,527,654,240,723,359,85,146,473,187,127,138,254,871,674,450,44,259,521,479
"ENSMUSG00000025905",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025907",321,1665,1912,591,1978,1464,295,478,1429,396,209,509,840,2262,1814,1215,232,806,1599,1621
"ENSMUSG00000025909",7,28,78,30,29,19,6,0,29,10,5,8,7,17,29,5,2,3,17,1
"ENSMUSG00000025911",15,6,35,0,20,24,0,22,33,6,5,1,14,62,28,1,1,9,27,6
"ENSMUSG00000025912",29,67,34,25,72,57,7,35,38,2,8,16,60,86,70,66,5,13,75,53
"ENSMUSG00000025915",115,559,601,248,729,585,67,172,572,177,90,196,304,913,755,426,62,320,563,630
"ENSMUSG00000025916",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
"ENSMUSG00000025917",107,621,885,195,964,584,117,237,662,200,176,199,441,1079,879,608,84,322,727,504
"ENSMUSG00000025920",9,112,184,22,102,91,5,33,122,34,25,18,74,222,86,106,12,66,160,84
"ENSMUSG00000025921",90,423,683,122,700,304,44,97,542,92,70,114,216,742,626,414,53,215,654,377
"ENSMUSG00000025922",1,1,1,1,0,1,0,3,3,1,0,0,1,4,9,2,1,3,2,5
"ENSMUSG00000025925",77,329,375,123,536,353,62,122,367,85,41,128,184,523,496,316,43,132,376,325
"ENSMUSG00000025927",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025930",10,84,222,10,151,60,11,20,214,39,3,20,105,213,98,127,3,73,82,57
"ENSMUSG00000025931",5,20,31,17,57,14,6,11,51,12,3,5,23,95,42,21,2,10,47,29
"ENSMUSG00000025932",9,82,61,14,65,17,2,23,71,12,5,21,20,101,78,41,12,41,40,64
"ENSMUSG00000025933",12,16,11,30,77,20,0,5,41,1,12,7,22,46,46,30,2,31,37,1
"ENSMUSG00000025934",44,160,515,73,431,181,66,79,328,95,46,24,64,394,255,134,25,134,96,92
"ENSMUSG00000025935",357,2017,3323,792,3383,1607,304,801,2254,547,252,450,1197,4090,2746,1608,234,1057,2738,1545
"ENSMUSG00000025936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025937",62,198,244,63,281,174,55,56,283,58,32,39,119,298,187,190,22,126,151,110
"ENSMUSG00000025938",11,84,55,22,117,80,10,37,44,15,8,8,42,113,73,100,12,41,169,71
"ENSMUSG00000025939",154,680,1106,238,1006,647,118,226,889,194,116,221,291,1391,936,570,57,415,936,733
"ENSMUSG00000025940",94,237,424,95,413,246,25,84,324,132,34,60,146,479,318,209,78,194,250,284
"ENSMUSG00000025945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025946",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025949",201,770,874,295,1003,653,154,197,673,226,98,165,348,1069,861,565,118,279,855,769
"ENSMUSG00000025950",111,354,795,172,691,450,71,176,528,152,67,117,251,678,655,373,67,283,542,411
"ENSMUSG00000025952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025955",0,12,5,8,37,17,2,2,13,0,0,1,12,41,11,2,1,2,3,21
"ENSMUSG00000025956",19,79,142,40,207,44,17,10,103,38,20,18,63,158,62,78,23,37,113,72
"ENSMUSG00000025958",297,1232,1573,543,1680,1121,176,414,1428,364,181,293,696,1876,1468,968,102,596,1068,1017
"ENSMUSG00000025959",106,654,983,240,1047,577,94,197,828,199,69,167,231,1174,1070,549,106,346,857,426
"ENSMUSG00000025961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025962",36,187,143,54,234,141,39,48,116,69,25,54,92,304,202,155,39,98,148,139
"ENSMUSG00000025963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025964",93,258,384,192,477,274,45,89,307,89,84,77,137,608,458,240,54,265,396,316
"ENSMUSG00000025967",1306,5337,7917,2282,9567,5050,892,2520,5804,1766,1208,1678,3455,10647,7971,5289,800,3661,6781,5212
"ENSMUSG00000025968",84,348,501,174,599,1578,61,97,423,54,54,100,173,506,670,307,83,212,442,321
"ENSMUSG00000025969",93,369,421,127,380,292,27,116,381,65,29,31,171,546,305,200,45,161,278,205
"ENSMUSG00000025971",55,122,212,46,239,135,8,62,199,79,17,51,94,286,210,112,25,71,155,150
"ENSMUSG00000025977",0,5,8,9,19,4,0,3,8,0,4,0,10,20,1,7,8,6,2,6
"ENSMUSG00000025978",14,92,109,28,97,34,21,17,79,28,7,16,29,109,90,30,10,71,85,65
"ENSMUSG00000025979",157,765,820,213,1121,708,171,200,720,242,92,171,454,1331,786,596,88,416,827,603
"ENSMUSG00000025980",209,1115,1751,421,1923,973,227,436,1518,313,147,383,551,2132,1470,962,132,585,1105,1189
"ENSMUSG00000025981",48,203,183,67,244,174,30,59,162,37,27,45,105,239,184,128,15,79,167,214
"ENSMUSG00000025982",830,3806,5049,1409,5297,3437,788,1068,3764,1152,552,1008,2146,6208,4583,3057,587,1966,4186,3405
"ENSMUSG00000025983",0,2,0,1,3,9,0,0,9,1,0,1,0,0,0,1,2,0,5,2
"ENSMUSG00000025986",42,362,420,91,550,369,42,60,356,113,41,73,172,440,529,247,52,189,313,297
"ENSMUSG00000025991",0,0,18,0,0,0,0,0,0,0,0,0,6,10,31,5,1,3,7,1
"ENSMUSG00000025993",535,2804,4260,1012,3993,2937,560,1057,3397,1189,548,782,1489,4498,4088,2516,423,1522,3002,2686
"ENSMUSG00000025995",63,551,655,108,801,342,114,157,399,147,89,163,175,872,666,318,71,206,577,368
"ENSMUSG00000025997",112,518,579,249,653,380,84,121,338,52,63,148,278,636,635,262,56,173,580,321
"ENSMUSG00000026000",30,137,332,38,248,182,27,54,259,49,39,33,67,324,230,243,10,137,183,136
"ENSMUSG00000026003",88,460,1283,295,699,676,115,160,761,146,86,126,239,859,743,451,76,389,543,587
"ENSMUSG00000026004",59,363,489,141,444,380,96,124,387,125,90,77,229,560,598,304,77,168,455,307
"ENSMUSG00000026005",122,394,519,164,547,337,48,103,344,115,54,108,242,713,481,328,66,213,392,297
"ENSMUSG00000026009",72,318,330,117,338,180,39,75,166,24,23,22,172,374,384,193,52,114,288,167
"ENSMUSG00000026011",0,30,21,10,21,38,1,13,6,3,1,6,7,59,45,35,7,12,29,26
"ENSMUSG00000026012",91,348,511,136,662,216,56,110,376,109,65,112,311,674,591,351,38,236,490,199
"ENSMUSG00000026014",116,374,744,204,437,374,21,111,493,101,39,114,199,510,384,221,65,122,367,302
"ENSMUSG00000026017",25,110,125,56,111,56,27,44,104,24,18,44,36,118,106,25,42,42,107,101
"ENSMUSG00000026018",0,0,17,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,8,1
"ENSMUSG00000026019",113,739,959,267,1090,597,123,226,617,168,122,182,296,1074,905,550,55,435,714,632
"ENSMUSG00000026020",234,1557,2084,464,2289,1239,217,396,1516,394,169,338,709,2573,1698,1267,214,681,1422,1426
"ENSMUSG00000026021",247,969,1540,462,1775,1005,263,427,1269,406,272,390,675,2046,1787,1028,223,774,1325,1161
"ENSMUSG00000026023",0,0,9,2,0,0,0,0,1,6,0,0,2,39,0,13,0,1,19,3
"ENSMUSG00000026024",2,18,65,6,52,40,20,11,53,10,0,38,15,28,59,26,0,22,59,36
"ENSMUSG00000026027",31,174,289,61,190,172,32,46,191,42,43,37,83,379,186,108,27,131,219,194
"ENSMUSG00000026028",163,418,551,277,662,317,52,162,394,79,107,180,194,684,518,387,69,321,522,472
"ENSMUSG00000026029",34,290,429,101,542,335,69,71,392,109,45,44,175,633,430,306,65,120,389,248
"ENSMUSG00000026031",276,961,1350,308,1681,728,160,247,932,288,101,180,425,1506,1166,649,160,473,1055,860
"ENSMUSG00000026032",174,698,1139,173,1223,532,80,300,912,291,105,211,333,1456,938,727,115,418,912,829
"ENSMUSG00000026034",450,2213,2702,638,2576,1708,383,609,1707,482,286,661,1104,2738,2604,1403,385,898,2074,1808
"ENSMUSG00000026035",74,240,344,71,440,158,12,57,233,75,20,43,131,400,269,223,31,122,321,216
"ENSMUSG00000026036",9,96,148,54,139,78,1,15,62,12,7,22,33,135,83,34,1,27,152,39
"ENSMUSG00000026037",102,425,553,135,486,319,38,109,344,60,53,82,157,519,314,217,55,126,348,454
"ENSMUSG00000026039",18,103,54,40,128,63,1,2,35,13,8,18,62,127,132,103,4,59,69,60
"ENSMUSG00000026042",46,48,106,32,95,51,26,12,103,39,9,31,38,148,72,34,10,78,60,74
"ENSMUSG00000026043",77,345,344,64,491,139,73,53,243,92,127,48,188,506,453,316,65,321,287,326
"ENSMUSG00000026047",8,10,59,10,25,39,6,2,30,13,0,14,17,40,27,4,0,8,12,18
"ENSMUSG00000026048",53,348,283,112,361,218,27,123,264,99,51,48,95,361,263,171,34,117,369,325
"ENSMUSG00000026049",62,212,257,54,367,318,36,114,219,78,78,64,178,509,396,282,49,190,391,292
"ENSMUSG00000026051",0,53,109,20,61,80,0,4,67,10,18,2,28,89,48,36,1,33,49,80
"ENSMUSG00000026058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000026063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026064",0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,11,0,0,0,1
"ENSMUSG00000026065",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026068",33,75,149,59,150,120,39,36,115,18,21,30,71,135,116,70,10,81,138,157
"ENSMUSG00000026069",5,6,5,16,0,6,4,0,1,6,2,3,0,0,22,19,3,4,17,4
"ENSMUSG00000026070",37,124,165,62,175,93,30,24,120,43,33,24,102,228,147,128,2,93,181,145
"ENSMUSG00000026072",57,197,291,41,215,136,43,24,213,35,26,63,70,264,221,126,17,99,186,87
"ENSMUSG00000026073",12,33,68,0,28,27,0,13,41,4,0,5,19,41,74,6,0,6,29,39
"ENSMUSG00000026074",131,904,1068,367,1330,702,163,200,675,211,112,228,361,1346,1034,596,141,362,1002,813
"ENSMUSG00000026077",0,12,5,2,7,1,0,0,1,0,0,1,1,3,2,0,0,1,12,0
"ENSMUSG00000026078",100,554,849,204,986,528,64,154,534,199,95,119,277,1237,821,572,64,395,857,562
"ENSMUSG00000026080",1,84,153,6,93,64,6,9,103,22,1,45,40,230,122,67,18,44,92,62
"ENSMUSG00000026082",57,329,364,154,410,219,51,75,306,76,46,125,202,413,386,273,79,209,251,268
"ENSMUSG00000026083",454,3058,4288,1108,4807,2470,608,960,2919,826,306,770,1276,4785,3730,2198,300,1280,3161,2580
"ENSMUSG00000026085",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026087",208,821,1458,369,1421,729,152,318,1069,323,165,251,528,1750,1066,832,107,634,1391,1006
"ENSMUSG00000026088",235,838,1206,259,1455,802,120,268,938,211,72,191,447,1473,1347,734,88,541,986,778
"ENSMUSG00000026090",4,19,4,0,14,1,0,1,14,6,0,0,11,0,10,0,0,1,8,0
"ENSMUSG00000026094",604,4020,4763,1169,5295,3365,474,1131,3747,1015,492,863,1817,5683,4520,3102,345,1748,4117,3113
"ENSMUSG00000026095",40,186,259,101,309,191,31,69,280,43,37,62,106,442,290,252,21,175,296,159
"ENSMUSG00000026096",16,41,74,38,71,59,15,12,65,21,2,15,29,86,84,78,5,22,45,50
"ENSMUSG00000026097",113,220,330,81,372,240,32,90,255,72,67,89,147,536,356,315,58,149,278,238
"ENSMUSG00000026098",18,59,124,76,173,143,12,45,139,20,10,48,62,206,152,139,8,116,165,100
"ENSMUSG00000026100",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026102",63,173,379,55,360,200,43,38,199,51,26,53,81,419,332,173,18,129,372,197
"ENSMUSG00000026103",220,1299,1479,487,1580,1235,195,356,1233,381,228,361,669,1788,1363,1018,133,606,1501,1068
"ENSMUSG00000026104",189,1186,1330,432,2171,947,217,329,1281,294,165,361,794,2048,1968,1271,190,642,1708,1208
"ENSMUSG00000026107",127,676,712,182,849,542,101,179,531,225,86,208,381,886,804,612,116,343,785,596
"ENSMUSG00000026109",2,2,9,0,0,0,0,0,0,0,0,1,0,3,1,0,0,8,2,0
"ENSMUSG00000026110",91,503,524,179,772,423,58,125,530,123,70,78,188,777,750,262,74,162,574,477
"ENSMUSG00000026111",144,517,728,94,819,563,72,171,610,174,95,120,293,844,706,556,36,392,663,478
"ENSMUSG00000026112",105,348,398,179,719,307,68,113,360,96,25,129,169,638,457,315,25,178,380,389
"ENSMUSG00000026113",42,255,475,84,352,190,31,99,269,81,14,49,148,412,311,144,26,119,324,199
"ENSMUSG00000026114",0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,1
"ENSMUSG00000026116",91,578,746,205,776,481,93,167,503,154,79,174,307,764,527,391,92,306,532,553
"ENSMUSG00000026117",17,180,294,62,257,170,20,34,188,28,8,49,66,326,164,137,20,115,142,81
"ENSMUSG00000026121",16,95,101,39,101,58,17,21,136,22,21,19,44,76,84,76,0,41,45,46
"ENSMUSG00000026123",81,454,826,118,713,394,79,142,493,97,54,149,208,675,591,462,45,227,610,351
"ENSMUSG00000026124",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026125",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026126",522,2918,4101,1110,5112,2696,465,1146,3053,880,474,705,1566,5708,3595,2917,333,2003,3548,2503
"ENSMUSG00000026127",33,468,703,128,539,295,33,50,427,86,50,77,170,623,574,301,23,194,452,287
"ENSMUSG00000026131",189,737,1177,353,812,729,178,120,896,272,83,111,427,1033,920,493,186,422,628,551
"ENSMUSG00000026134",15,82,115,13,156,92,12,29,100,26,8,31,20,175,185,89,1,36,153,110
"ENSMUSG00000026135",33,114,157,48,180,88,20,43,62,36,4,47,64,135,137,104,22,34,68,121
"ENSMUSG00000026141",5,6,3,2,13,2,0,9,0,17,2,0,1,5,1,7,0,0,3,13
"ENSMUSG00000026142",28,79,165,29,82,120,22,11,73,27,13,24,52,146,121,141,11,49,144,103
"ENSMUSG00000026147",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"ENSMUSG00000026149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000026150",163,650,903,330,1135,552,127,256,693,219,95,211,372,1249,904,649,112,419,924,538
"ENSMUSG00000026153",16,74,94,13,252,86,4,25,95,16,7,4,24,123,55,60,20,37,25,33
"ENSMUSG00000026154",99,416,1024,201,863,314,34,228,667,213,103,128,326,1143,912,505,54,407,628,515
"ENSMUSG00000026155",178,1144,1684,303,1631,961,205,323,1212,248,150,279,558,2391,1460,1007,131,622,1254,1050
"ENSMUSG00000026156",10,6,11,5,25,0,0,2,6,2,0,1,1,10,2,2,0,9,14,5
"ENSMUSG00000026158",186,585,815,226,1005,543,83,197,489,230,115,172,301,1262,885,659,100,369,792,503
"ENSMUSG00000026159",143,603,806,202,823,703,75,220,653,191,88,119,301,1036,842,477,94,359,695,516
"ENSMUSG00000026162",0,54,45,2,90,30,1,16,61,2,3,5,17,107,49,4,1,30,51,54
"ENSMUSG00000026163",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0
"ENSMUSG00000026166",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"ENSMUSG00000026167",5,8,17,2,43,16,0,2,48,9,2,4,9,24,32,53,0,7,51,15
"ENSMUSG00000026170",27,158,165,40,226,135,2,17,154,56,9,26,73,136,180,129,8,48,180,95
"ENSMUSG00000026171",41,212,213,81,162,152,29,56,88,32,20,59,83,176,146,136,5,45,178,80
"ENSMUSG00000026172",31,96,186,47,172,164,27,52,104,23,12,31,34,288,135,80,4,42,157,42
"ENSMUSG00000026173",0,1,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,0,1,0
"ENSMUSG00000026174",43,131,255,36,227,98,12,47,247,60,11,28,60,323,208,129,23,108,225,164
"ENSMUSG00000026175",0,1,4,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5
"ENSMUSG00000026176",32,256,399,98,395,189,15,40,319,63,15,65,75,546,233,174,16,94,247,211
"ENSMUSG00000026177",85,273,632,135,489,525,29,136,467,143,25,89,205,564,322,225,16,208,321,222
"ENSMUSG00000026179",103,344,589,138,660,344,52,111,393,145,46,80,278,676,530,293,66,252,450,295
"ENSMUSG00000026180",59,286,660,78,449,216,47,53,452,111,46,79,170,422,265,228,34,147,197,252
"ENSMUSG00000026181",3,81,110,34,132,77,5,22,97,30,15,9,40,127,85,104,10,92,143,64
"ENSMUSG00000026182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026185",53,373,312,76,495,117,57,134,405,101,38,52,123,475,418,155,48,210,420,230
"ENSMUSG00000026187",33,168,211,67,198,125,24,28,175,69,45,45,133,293,216,116,21,89,167,84
"ENSMUSG00000026188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000026189",3,58,90,9,50,89,10,36,40,19,8,9,55,63,53,76,5,27,105,65
"ENSMUSG00000026192",52,861,1344,213,1353,732,126,213,946,160,57,176,311,1513,889,622,62,441,921,886
"ENSMUSG00000026193",33,287,247,95,270,235,69,47,328,53,16,96,102,394,323,340,37,95,338,237
"ENSMUSG00000026196",1,21,68,43,75,27,1,21,29,22,3,8,41,132,116,26,0,14,64,64
"ENSMUSG00000026197",46,181,205,16,233,133,10,43,157,70,24,47,85,295,258,100,16,110,177,114
"ENSMUSG00000026198",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ENSMUSG00000026199",36,78,307,19,195,138,15,21,120,34,30,40,91,110,138,95,17,76,180,155
"ENSMUSG00000026200",7,29,2,3,26,72,1,11,16,6,0,5,4,32,31,17,17,44,29,35
"ENSMUSG00000026201",44,290,417,132,509,222,53,119,294,112,42,69,145,537,348,305,49,190,338,215
"ENSMUSG00000026202",67,399,709,229,687,464,92,174,525,167,57,132,258,989,676,374,49,314,554,585
"ENSMUSG00000026203",36,243,478,135,460,278,36,131,342,86,23,79,111,335,319,215,5,108,236,280
"ENSMUSG00000026204",0,2,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0
"ENSMUSG00000026205",0,0,0,0,6,0,0,0,2,0,5,0,0,0,5,0,0,0,4,0
"ENSMUSG00000026207",6,17,27,5,21,2,4,0,32,1,5,9,1,15,41,22,1,0,3,15
"ENSMUSG00000026208",58,512,753,147,1005,466,125,133,734,128,100,61,146,910,457,494,60,290,500,368
"ENSMUSG00000026209",39,129,299,56,381,166,36,38,238,32,29,37,95,367,346,208,26,118,370,161
"ENSMUSG00000026211",0,16,42,12,14,15,9,1,13,10,0,8,0,17,21,16,0,29,7,1
"ENSMUSG00000026213",0,63,178,15,128,48,12,8,80,21,2,27,21,177,100,56,9,37,94,43
"ENSMUSG00000026219",332,1681,2248,589,2125,1563,218,512,1669,495,194,448,850,2405,1810,1275,265,749,2033,1382
"ENSMUSG00000026220",0,0,0,9,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"ENSMUSG00000026222",399,2328,2643,871,3450,1878,339,578,2149,563,246,736,1161,3715,3355,1959,248,1130,2912,2453
"ENSMUSG00000026223",114,991,1746,461,2051,991,162,433,1471,353,206,238,533,2170,1777,997,111,542,1362,880
"ENSMUSG00000026224",0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026227",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026228",0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ENSMUSG00000026229",70,543,708,223,766,304,49,127,526,124,52,109,181,803,595,438,48,271,528,461
"ENSMUSG00000026234",880,3952,5517,1707,6434,4125,717,1130,4647,1268,571,1356,2054,6067,4999,3654,565,2046,4091,4835
"ENSMUSG00000026235",0,6,14,0,32,1,0,1,27,6,1,16,14,2,3,18,0,0,4,0
"ENSMUSG00000026237",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026238",553,3004,4139,1062,4563,2569,528,1052,2841,825,494,795,1539,5238,4002,2757,367,1574,3884,2788
"ENSMUSG00000026239",46,217,329,62,372,114,37,81,291,56,27,39,94,485,357,221,41,114,238,256
"ENSMUSG00000026240",7,170,172,24,211,74,19,52,139,33,6,66,43,175,130,93,19,64,157,75
"ENSMUSG00000026241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000026245",105,350,593,135,597,406,82,93,424,102,62,91,188,587,515,323,30,283,435,341
"ENSMUSG00000026246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026247",0,0,4,0,0,0,0,0,1,2,0,0,0,11,17,2,0,0,11,0
"ENSMUSG00000026248",16,124,240,21,184,126,14,22,194,15,37,31,75,237,118,158,37,113,170,96
"ENSMUSG00000026249",11,245,316,67,301,130,29,30,197,46,35,8,47,190,235,124,29,80,116,111
"ENSMUSG00000026251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026254",95,448,649,175,761,374,124,156,494,125,50,97,260,874,631,482,49,327,586,493
"ENSMUSG00000026255",7,89,119,24,123,60,1,30,157,31,5,25,53,115,163,95,9,74,51,73
"ENSMUSG00000026258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026259",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026260",104,764,1080,259,1183,502,96,181,671,199,83,151,273,1298,806,602,33,464,721,534
"ENSMUSG00000026269",35,329,509,42,425,251,61,83,295,91,35,67,213,456,409,203,44,147,360,199
"ENSMUSG00000026270",0,75,65,5,62,37,1,8,36,28,0,19,10,139,74,42,21,36,95,50
"ENSMUSG00000026271",13,144,224,52,153,154,10,44,108,43,18,19,39,282,79,147,19,55,220,87
