"","SRR11148753","SRR11148754","SRR11148755","SRR11148756","SRR11148757","SRR11148758","SRR11148759","SRR11148760"
"ENSMUSG00000024429",265,559,3904,835,1391,735,428,2506
"ENSMUSG00000024430",0,0,12,0,0,0,0,2
"ENSMUSG00000024431",202,480,3694,454,625,397,57,2566
"ENSMUSG00000024436",134,340,2881,289,610,399,70,1469
"ENSMUSG00000024437",0,0,0,0,0,0,0,0
"ENSMUSG00000024440",6,121,924,129,117,111,35,761
"ENSMUSG00000024442",884,1872,12138,1613,3277,1924,1212,7893
"ENSMUSG00000024446",222,511,4076,345,1536,829,481,2947
"ENSMUSG00000024448",0,0,0,0,0,0,0,0
"ENSMUSG00000024451",736,1129,7721,1420,1599,1335,865,7435
"ENSMUSG00000024454",834,1421,12037,1249,2905,1607,1033,8126
"ENSMUSG00000024456",437,1695,12714,1331,2722,1753,699,6812
"ENSMUSG00000024457",271,444,4035,494,1010,579,276,3197
"ENSMUSG00000024459",2,0,3,5,0,0,0,13
"ENSMUSG00000024462",269,483,3994,380,597,461,135,2896
"ENSMUSG00000024471",2842,6668,65126,7150,10982,4644,3255,24513
"ENSMUSG00000024472",56,100,961,97,162,107,33,552
"ENSMUSG00000024474",609,1384,10097,1112,2521,1164,550,6820
"ENSMUSG00000024477",445,621,5731,615,1560,862,815,5463
"ENSMUSG00000024479",0,0,13,0,0,0,0,0
"ENSMUSG00000024480",21,62,594,26,27,17,30,238
"ENSMUSG00000024481",97,174,1576,122,152,147,185,736
"ENSMUSG00000024483",141,190,2247,166,361,315,113,1542
"ENSMUSG00000024485",0,0,16,0,0,0,0,0
"ENSMUSG00000024486",81,225,1676,240,248,341,97,1039
"ENSMUSG00000024487",241,308,2675,236,440,223,124,1761
"ENSMUSG00000024491",48,97,1125,85,262,112,29,758
"ENSMUSG00000024493",442,773,5125,692,960,674,551,3674
"ENSMUSG00000024497",0,0,0,0,0,0,0,0
"ENSMUSG00000024498",278,397,3483,298,569,445,274,2463
"ENSMUSG00000024500",4,6,21,0,0,2,0,48
"ENSMUSG00000024501",42,156,1326,65,206,189,19,1433
"ENSMUSG00000024502",0,5,24,0,0,0,0,0
"ENSMUSG00000024503",0,0,0,0,0,0,0,9
"ENSMUSG00000024505",68,80,613,45,123,55,71,510
"ENSMUSG00000024507",205,654,5147,550,740,473,350,1953
"ENSMUSG00000024510",0,0,0,0,0,0,0,0
"ENSMUSG00000024511",1,10,54,0,21,8,0,45
"ENSMUSG00000024512",0,0,0,0,0,0,0,0
"ENSMUSG00000024513",214,600,4657,451,799,486,123,2590
"ENSMUSG00000024515",156,342,2687,261,525,213,144,1781
"ENSMUSG00000024516",361,585,4976,558,750,473,234,2765
"ENSMUSG00000024517",0,0,6,0,0,0,0,7
"ENSMUSG00000024518",0,0,0,0,0,0,0,6
"ENSMUSG00000024519",0,0,0,0,0,0,0,0
"ENSMUSG00000024521",0,0,33,0,0,0,0,8
"ENSMUSG00000024524",17,11,171,15,42,20,0,63
"ENSMUSG00000024525",80,165,1776,123,204,124,111,700
"ENSMUSG00000024526",26,28,1230,40,0,37,22,102
"ENSMUSG00000024527",380,1107,8165,847,1790,1014,193,3550
"ENSMUSG00000024528",82,191,1644,173,337,260,62,1347
"ENSMUSG00000024529",56,49,686,59,102,33,27,630
"ENSMUSG00000024530",0,0,45,14,0,0,0,26
"ENSMUSG00000024532",0,0,0,0,0,0,0,7
"ENSMUSG00000024533",31,150,1058,191,243,82,10,656
"ENSMUSG00000024534",11,51,332,59,65,51,30,345
"ENSMUSG00000024535",66,206,1659,171,360,222,152,965
"ENSMUSG00000024537",175,675,3937,505,1117,512,288,2472
"ENSMUSG00000024538",146,354,2569,277,664,289,118,1959
"ENSMUSG00000024539",51,152,1887,159,286,208,100,1336
"ENSMUSG00000024542",129,110,932,73,147,168,19,1007
"ENSMUSG00000024544",49,80,430,68,180,82,52,494
"ENSMUSG00000024546",0,0,0,0,0,0,0,0
"ENSMUSG00000024548",15,27,533,63,63,13,29,277
"ENSMUSG00000024552",0,0,0,0,0,0,0,0
"ENSMUSG00000024553",0,2,9,0,0,0,0,6
"ENSMUSG00000024556",17,37,292,63,52,38,0,260
"ENSMUSG00000024558",0,8,14,4,0,0,0,2
"ENSMUSG00000024560",565,896,6074,758,1694,1130,759,5386
"ENSMUSG00000024561",325,578,3797,592,705,507,380,2499
"ENSMUSG00000024563",51,124,1080,124,293,89,35,606
"ENSMUSG00000024565",0,0,0,7,0,0,0,0
"ENSMUSG00000024566",737,755,6854,1004,1324,1092,923,5305
"ENSMUSG00000024570",342,856,5453,989,2019,1184,392,4204
"ENSMUSG00000024571",559,896,7156,965,2772,1355,545,4508
"ENSMUSG00000024575",0,0,0,0,0,0,0,0
"ENSMUSG00000024576",755,1547,14015,1409,2936,1533,1046,8232
"ENSMUSG00000024578",0,8,16,2,0,0,0,0
"ENSMUSG00000024579",21,21,154,44,85,8,31,261
"ENSMUSG00000024580",160,288,2787,371,896,377,112,2029
"ENSMUSG00000024581",292,390,3355,403,562,374,203,2354
"ENSMUSG00000024583",702,1172,10522,1338,2543,1249,753,6764
"ENSMUSG00000024587",721,1401,11715,1485,2756,1477,1251,7173
"ENSMUSG00000024588",542,1310,8266,1232,2519,1025,793,5046
"ENSMUSG00000024589",223,491,3833,245,606,545,353,1928
"ENSMUSG00000024590",4,65,550,60,170,72,0,459
"ENSMUSG00000024592",91,164,1384,109,279,174,49,594
"ENSMUSG00000024593",0,18,160,0,0,0,0,50
"ENSMUSG00000024594",285,916,6672,661,1246,811,557,4585
"ENSMUSG00000024597",250,644,6306,399,1144,444,382,3345
"ENSMUSG00000024598",5,0,18,6,22,24,0,33
"ENSMUSG00000024600",0,0,21,0,0,0,0,0
"ENSMUSG00000024601",236,422,2988,205,554,218,224,1418
"ENSMUSG00000024603",220,363,3576,434,601,273,323,1947
"ENSMUSG00000024604",307,340,3879,470,845,483,387,2850
"ENSMUSG00000024608",5114,9023,68602,9788,21321,13076,8539,52243
"ENSMUSG00000024610",337,846,5775,927,1048,642,655,2201
"ENSMUSG00000024613",332,702,4774,617,1807,848,724,4145
"ENSMUSG00000024614",56,105,1610,110,132,153,52,774
"ENSMUSG00000024617",3604,8392,62767,6940,18386,11241,4408,45759
"ENSMUSG00000024619",0,0,0,0,0,0,0,3
"ENSMUSG00000024620",745,1002,12003,1062,1726,1463,705,7030
"ENSMUSG00000024621",180,272,2447,361,447,269,123,1647
"ENSMUSG00000024622",264,425,3175,406,1135,364,274,1741
"ENSMUSG00000024639",91,158,1628,157,319,136,37,1043
"ENSMUSG00000024640",36,47,402,20,4,28,0,245
"ENSMUSG00000024642",165,134,1186,91,331,92,48,670
"ENSMUSG00000024644",311,574,4032,661,867,563,292,2320
"ENSMUSG00000024645",182,373,3558,367,507,364,65,2116
"ENSMUSG00000024646",218,360,2771,296,565,495,189,2678
"ENSMUSG00000024647",0,0,31,5,7,13,0,0
"ENSMUSG00000024650",0,0,0,0,0,0,0,0
"ENSMUSG00000024653",0,0,3,0,0,0,0,0
"ENSMUSG00000024654",342,1105,7618,913,2396,1067,654,4350
"ENSMUSG00000024658",0,0,0,0,0,0,0,10
"ENSMUSG00000024659",107,137,1614,133,248,145,103,1381
"ENSMUSG00000024660",28,69,329,43,55,82,107,386
"ENSMUSG00000024661",23390,45988,334040,57350,107325,49152,33730,211693
"ENSMUSG00000024663",105,277,2012,203,291,323,191,1313
"ENSMUSG00000024664",254,135,1395,195,215,168,72,1014
"ENSMUSG00000024665",22,71,557,88,115,83,77,705
"ENSMUSG00000024666",16,27,240,31,51,22,34,185
"ENSMUSG00000024667",25,37,340,50,106,49,0,322
"ENSMUSG00000024668",311,718,4746,525,1633,550,304,2657
"ENSMUSG00000024669",0,0,4,0,0,0,0,17
"ENSMUSG00000024670",0,0,0,0,0,0,0,0
"ENSMUSG00000024672",13,16,100,3,21,7,0,35
"ENSMUSG00000024673",0,0,17,0,0,0,0,30
"ENSMUSG00000024675",0,16,14,0,0,0,0,6
"ENSMUSG00000024677",0,9,160,7,43,13,0,33
"ENSMUSG00000024678",11,34,544,13,75,25,25,149
"ENSMUSG00000024679",0,8,202,26,130,0,0,35
"ENSMUSG00000024680",4,0,1,0,0,7,0,11
"ENSMUSG00000024681",0,0,0,0,0,0,0,0
"ENSMUSG00000024682",0,0,0,0,0,0,0,0
"ENSMUSG00000024683",357,936,6720,726,1575,968,707,3910
"ENSMUSG00000024687",598,918,8030,712,1830,1156,607,4993
"ENSMUSG00000024691",18,79,619,90,46,60,25,476
"ENSMUSG00000024694",0,0,0,0,0,0,0,0
"ENSMUSG00000024695",851,2057,16004,1703,2741,1704,1092,7538
"ENSMUSG00000024696",3,13,156,14,0,3,26,23
"ENSMUSG00000024697",21,10,208,4,39,16,0,58
"ENSMUSG00000024712",203,770,4974,717,1496,425,75,2589
"ENSMUSG00000024713",15,15,306,26,75,73,0,278
"ENSMUSG00000024725",142,451,3274,431,964,393,321,2411
"ENSMUSG00000024726",523,1256,7314,1096,1765,1001,669,4580
"ENSMUSG00000024727",14,21,202,0,15,12,0,64
"ENSMUSG00000024728",0,0,0,0,0,0,0,0
"ENSMUSG00000024729",0,0,0,0,0,0,0,0
"ENSMUSG00000024730",1,31,43,8,0,0,0,54
"ENSMUSG00000024731",0,0,0,0,0,0,0,0
"ENSMUSG00000024732",157,592,3629,447,1192,563,443,2387
"ENSMUSG00000024734",0,4,0,0,0,0,0,12
"ENSMUSG00000024735",1355,3137,19796,3432,6747,3365,2646,14166
"ENSMUSG00000024736",72,103,714,126,134,169,15,579
"ENSMUSG00000024737",0,7,118,14,1,9,0,84
"ENSMUSG00000024738",0,0,0,0,0,0,0,2
"ENSMUSG00000024740",953,2171,14566,2246,5029,2638,1231,9363
"ENSMUSG00000024742",33,100,605,85,81,90,6,443
"ENSMUSG00000024743",41,57,540,72,108,70,83,654
"ENSMUSG00000024747",20,6,106,24,0,5,20,114
"ENSMUSG00000024749",0,0,0,7,0,0,0,0
"ENSMUSG00000024750",1471,2384,27185,1896,3399,1905,1407,11337
"ENSMUSG00000024754",20,154,1047,53,176,99,32,586
"ENSMUSG00000024757",0,0,0,0,0,0,0,0
"ENSMUSG00000024758",397,668,7221,654,929,750,488,4511
"ENSMUSG00000024759",219,311,3133,226,352,330,79,1826
"ENSMUSG00000024761",2,10,42,5,35,2,5,25
"ENSMUSG00000024764",409,700,7299,606,1417,1126,478,4910
"ENSMUSG00000024766",32,23,398,37,59,50,0,264
"ENSMUSG00000024767",330,778,5592,1047,1546,1062,687,3365
"ENSMUSG00000024768",0,0,0,0,0,0,0,0
"ENSMUSG00000024769",113,215,1552,204,281,203,52,1254
"ENSMUSG00000024770",0,0,0,0,0,0,0,0
"ENSMUSG00000024771",0,0,0,0,0,0,0,0
"ENSMUSG00000024772",265,719,4325,769,1258,823,233,3189
"ENSMUSG00000024773",751,1193,8007,1033,1850,1071,796,6319
"ENSMUSG00000024774",0,0,0,0,0,0,0,4
"ENSMUSG00000024776",3,29,206,6,48,7,0,122
"ENSMUSG00000024777",242,934,6046,1026,1900,892,670,4342
"ENSMUSG00000024778",50,122,809,149,281,86,99,715
"ENSMUSG00000024780",546,984,8549,874,1693,1044,648,4865
"ENSMUSG00000024781",30,82,1045,72,229,86,202,609
"ENSMUSG00000024782",336,858,6916,723,1599,797,241,4215
"ENSMUSG00000024784",0,0,7,0,0,0,0,6
"ENSMUSG00000024785",84,197,1076,153,379,108,147,701
"ENSMUSG00000024786",3,0,52,0,0,0,0,11
"ENSMUSG00000024787",49,237,1613,212,658,151,107,1277
"ENSMUSG00000024789",712,1176,5722,830,1303,612,313,3329
"ENSMUSG00000024790",89,125,1690,268,768,338,271,1216
"ENSMUSG00000024791",0,0,0,0,0,0,0,15
"ENSMUSG00000024792",149,241,1717,315,558,310,233,1316
"ENSMUSG00000024793",53,72,499,119,160,80,46,444
"ENSMUSG00000024795",12,6,33,5,0,4,0,31
"ENSMUSG00000024797",74,252,1794,165,234,225,143,1163
"ENSMUSG00000024798",4,18,189,14,49,2,0,122
"ENSMUSG00000024799",80,131,888,111,307,203,109,760
"ENSMUSG00000024800",85,145,1299,89,388,170,120,789
"ENSMUSG00000024803",46,139,1605,561,71,749,40,818
"ENSMUSG00000024805",151,400,3897,485,816,376,52,1635
"ENSMUSG00000024806",0,0,0,0,0,0,0,0
"ENSMUSG00000024807",222,448,3588,473,1307,541,206,2321
"ENSMUSG00000024810",8,27,272,49,33,31,0,242
"ENSMUSG00000024811",304,969,7657,609,1302,650,580,4214
"ENSMUSG00000024812",71,77,966,36,95,124,33,849
"ENSMUSG00000024815",0,0,0,0,0,0,0,0
"ENSMUSG00000024816",144,132,1140,168,243,187,101,815
"ENSMUSG00000024817",209,176,2075,232,364,283,313,1712
"ENSMUSG00000024818",77,95,650,76,132,101,164,473
"ENSMUSG00000024824",138,159,1374,260,430,162,40,1167
"ENSMUSG00000024826",551,890,8080,1345,2449,1158,650,6102
"ENSMUSG00000024827",8,6,3,0,0,0,0,10
"ENSMUSG00000024829",212,628,4782,589,1549,681,236,2803
"ENSMUSG00000024830",671,936,8196,1103,2163,1385,1139,6599
"ENSMUSG00000024831",20,146,763,66,184,133,53,533
"ENSMUSG00000024833",305,599,3903,371,748,639,319,2402
"ENSMUSG00000024835",111,304,3124,294,429,345,114,1734
"ENSMUSG00000024837",0,0,0,0,0,0,0,0
"ENSMUSG00000024841",192,399,3451,351,965,354,207,1611
"ENSMUSG00000024842",0,0,0,0,0,0,0,7
"ENSMUSG00000024843",60,90,722,100,114,73,69,619
"ENSMUSG00000024844",656,2322,14646,1660,4850,2411,1094,9541
"ENSMUSG00000024845",874,2067,13344,2194,4720,2237,1182,7832
"ENSMUSG00000024846",558,874,7675,1001,1567,916,539,3335
"ENSMUSG00000024847",477,1045,8072,1332,3365,1675,744,5477
"ENSMUSG00000024851",105,190,1541,229,175,170,123,898
"ENSMUSG00000024853",764,1533,11243,1582,3183,1511,866,7424
"ENSMUSG00000024854",103,199,962,228,514,333,165,1005
"ENSMUSG00000024855",94,109,1545,163,134,147,127,960
"ENSMUSG00000024856",139,317,2682,448,964,431,180,1772
"ENSMUSG00000024857",0,0,0,0,0,0,0,0
"ENSMUSG00000024858",507,1333,8451,1270,2512,1461,958,5719
"ENSMUSG00000024862",298,837,5376,972,2112,1047,493,3516
"ENSMUSG00000024863",0,0,0,0,0,0,0,0
"ENSMUSG00000024866",9,15,393,30,152,96,0,304
"ENSMUSG00000024867",0,7,64,0,20,0,0,24
"ENSMUSG00000024868",0,0,13,0,0,0,0,0
"ENSMUSG00000024869",21,20,182,32,44,26,0,189
"ENSMUSG00000024870",854,1862,11517,1926,4284,2232,1084,7469
"ENSMUSG00000024871",85,52,273,34,78,118,66,288
"ENSMUSG00000024873",0,27,34,24,0,0,0,24
"ENSMUSG00000024875",229,603,3518,546,868,695,215,2012
"ENSMUSG00000024878",73,167,1035,143,443,127,14,816
"ENSMUSG00000024883",12,47,172,39,36,39,39,207
"ENSMUSG00000024885",59,56,425,43,46,65,91,224
"ENSMUSG00000024887",16,80,953,77,55,112,8,612
"ENSMUSG00000024889",112,98,1287,178,437,126,1,733
"ENSMUSG00000024891",139,271,2070,366,358,195,135,1313
"ENSMUSG00000024892",685,1330,10971,1308,2775,1647,935,6619
"ENSMUSG00000024896",43,178,954,93,219,79,43,469
"ENSMUSG00000024897",14,40,183,20,26,23,0,174
"ENSMUSG00000024899",24,124,632,91,29,59,13,522
"ENSMUSG00000024900",86,256,2285,166,151,240,204,745
"ENSMUSG00000024901",17,36,409,93,108,14,45,243
"ENSMUSG00000024902",434,1221,8369,1355,2831,1407,873,5192
"ENSMUSG00000024903",0,0,17,0,0,0,0,4
"ENSMUSG00000024905",1,17,337,40,0,40,0,19
"ENSMUSG00000024906",303,473,4065,523,1228,628,296,2924
"ENSMUSG00000024907",1,17,58,22,16,0,0,0
"ENSMUSG00000024908",491,1017,9308,1301,2461,1519,735,6222
"ENSMUSG00000024909",99,173,1489,217,351,278,33,1091
"ENSMUSG00000024910",0,15,29,15,0,8,0,0
"ENSMUSG00000024911",178,645,3211,537,1210,618,454,2306
"ENSMUSG00000024912",0,0,10,0,10,5,0,0
"ENSMUSG00000024913",39,189,1683,201,289,173,155,976
"ENSMUSG00000024914",4628,10172,65571,12168,26304,12149,7089,42380
"ENSMUSG00000024921",301,607,4531,522,805,355,345,3099
"ENSMUSG00000024922",4,5,15,3,21,13,0,27
"ENSMUSG00000024924",1972,5173,30990,2534,6049,2418,2985,21487
"ENSMUSG00000024925",187,318,2659,339,1076,568,278,1699
"ENSMUSG00000024926",202,440,3122,316,1026,511,199,2430
"ENSMUSG00000024927",195,365,3242,416,735,448,518,2385
"ENSMUSG00000024935",17,73,314,58,48,37,88,328
"ENSMUSG00000024936",0,0,0,0,0,0,0,0
"ENSMUSG00000024937",3565,9812,62412,9144,20023,14041,6032,43793
"ENSMUSG00000024939",0,0,0,0,0,0,0,0
"ENSMUSG00000024940",1565,2040,16839,2313,4143,2504,1669,13855
"ENSMUSG00000024941",724,2039,13067,2074,5267,2392,1227,8722
"ENSMUSG00000024942",840,1601,11798,1763,4391,2497,1400,7818
"ENSMUSG00000024943",234,299,3789,288,679,476,96,2600
"ENSMUSG00000024944",433,1225,8649,1088,3004,1476,795,4755
"ENSMUSG00000024947",89,225,1409,201,488,296,146,1043
"ENSMUSG00000024948",347,832,5419,836,1055,714,401,4194
"ENSMUSG00000024949",1066,1921,17153,1953,3586,2118,842,10635
"ENSMUSG00000024953",1597,4249,27329,4335,9540,4968,2340,16709
"ENSMUSG00000024955",944,2059,14059,1965,3562,1743,1283,5876
"ENSMUSG00000024957",2,0,21,2,0,0,0,0
"ENSMUSG00000024958",152,269,1682,196,548,193,143,1106
"ENSMUSG00000024959",77,276,1378,258,561,244,307,984
"ENSMUSG00000024960",171,481,3664,412,918,504,232,3227
"ENSMUSG00000024962",962,2809,17837,3244,5215,2663,1562,9088
"ENSMUSG00000024963",103,413,2433,421,803,456,343,1777
"ENSMUSG00000024965",34,46,559,68,81,34,37,287
"ENSMUSG00000024966",448,1366,17283,1651,3279,2431,858,5994
"ENSMUSG00000024968",4,31,132,11,68,66,18,130
"ENSMUSG00000024969",386,789,6266,800,1626,1175,533,4800
"ENSMUSG00000024970",114,173,1444,204,276,272,114,949
"ENSMUSG00000024972",101,31,239,20,16,12,0,318
"ENSMUSG00000024973",0,2,99,7,17,9,0,44
"ENSMUSG00000024974",76,179,1457,128,263,75,63,748
"ENSMUSG00000024975",94,159,1355,142,263,117,104,1056
"ENSMUSG00000024976",58,137,1362,111,134,132,40,543
"ENSMUSG00000024978",922,2021,19551,1856,3266,2844,1492,9084
"ENSMUSG00000024979",0,0,13,0,18,0,0,0
"ENSMUSG00000024981",34,97,1063,129,302,82,1,817
"ENSMUSG00000024982",185,371,2928,334,822,344,65,1948
"ENSMUSG00000024983",94,360,1774,297,428,317,214,1254
"ENSMUSG00000024985",59,99,871,46,163,88,140,558
"ENSMUSG00000024986",22,59,385,36,143,23,30,371
"ENSMUSG00000024987",1,0,29,0,23,0,0,18
"ENSMUSG00000024989",0,0,9,0,0,0,0,4
"ENSMUSG00000024990",41,9,282,42,72,51,51,369
"ENSMUSG00000024991",328,1259,8865,741,1266,780,274,4321
"ENSMUSG00000024992",0,0,0,0,0,0,0,0
"ENSMUSG00000024993",47,36,710,78,56,88,108,470
"ENSMUSG00000024997",755,2809,19073,1968,3941,1838,659,7828
"ENSMUSG00000024998",52,41,772,45,41,75,0,522
"ENSMUSG00000024999",54,186,1348,127,231,196,70,1005
"ENSMUSG00000025001",8,0,119,14,0,19,0,84
"ENSMUSG00000025002",0,0,0,0,0,0,0,0
"ENSMUSG00000025003",0,0,0,4,0,0,0,0
"ENSMUSG00000025004",0,0,0,0,0,0,0,0
"ENSMUSG00000025006",184,287,2081,254,264,145,162,1319
"ENSMUSG00000025007",28,153,797,139,237,79,86,398
"ENSMUSG00000025008",104,97,1018,99,229,97,79,482
"ENSMUSG00000025010",7,41,470,27,124,39,52,296
"ENSMUSG00000025013",0,0,16,0,0,0,0,0
"ENSMUSG00000025014",0,0,0,0,0,0,0,25
"ENSMUSG00000025016",245,591,4818,521,877,432,246,2380
"ENSMUSG00000025017",4,8,149,7,0,2,0,53
"ENSMUSG00000025019",10,19,265,17,24,38,0,106
"ENSMUSG00000025020",9,26,144,7,30,28,15,138
"ENSMUSG00000025024",44,153,1548,180,215,111,48,844
"ENSMUSG00000025025",206,483,3593,533,1491,553,201,2936
"ENSMUSG00000025026",51,253,2387,249,598,244,188,1496
"ENSMUSG00000025027",168,412,2746,501,908,365,395,1636
"ENSMUSG00000025034",230,446,2813,398,864,372,279,1853
"ENSMUSG00000025035",431,1330,8302,1359,3239,1310,828,5140
"ENSMUSG00000025036",186,241,2540,189,1068,377,171,2281
"ENSMUSG00000025037",45,125,906,75,165,77,108,506
"ENSMUSG00000025038",0,0,27,0,0,0,0,4
"ENSMUSG00000025040",95,195,1875,144,356,131,120,787
"ENSMUSG00000025041",77,157,1688,148,460,257,176,1427
"ENSMUSG00000025043",0,0,0,0,0,0,0,0
"ENSMUSG00000025044",13,0,210,4,24,14,0,94
"ENSMUSG00000025047",330,623,4274,456,881,500,387,3239
"ENSMUSG00000025049",40,116,735,10,171,17,21,535
"ENSMUSG00000025050",63,146,1190,84,262,88,76,640
"ENSMUSG00000025051",0,0,0,0,0,0,0,0
"ENSMUSG00000025056",0,0,0,0,0,0,0,0
"ENSMUSG00000025058",4,6,43,13,11,0,0,15
"ENSMUSG00000025059",22,11,314,26,41,15,17,101
"ENSMUSG00000025060",589,1052,7950,752,1222,814,247,4515
"ENSMUSG00000025064",0,11,50,30,15,26,13,61
"ENSMUSG00000025066",140,829,6267,566,1348,442,96,2535
"ENSMUSG00000025068",162,521,3813,532,1026,491,161,2017
"ENSMUSG00000025069",0,7,23,4,0,0,0,33
"ENSMUSG00000025075",2,9,55,0,4,29,1,42
"ENSMUSG00000025076",67,137,885,103,134,140,36,745
"ENSMUSG00000025077",49,114,836,58,209,151,26,611
"ENSMUSG00000025078",109,275,2424,232,631,294,130,1688
"ENSMUSG00000025081",0,0,0,0,0,0,0,0
"ENSMUSG00000025082",0,0,0,0,0,0,0,0
"ENSMUSG00000025083",91,62,1088,44,295,105,0,838
"ENSMUSG00000025085",524,865,7406,796,1394,1133,777,6298
"ENSMUSG00000025086",242,394,2870,250,669,339,202,1882
"ENSMUSG00000025089",65,100,906,49,84,123,104,931
"ENSMUSG00000025090",0,0,0,0,0,0,0,0
"ENSMUSG00000025091",0,0,0,0,0,0,0,0
"ENSMUSG00000025092",247,253,3088,210,344,305,312,2610
"ENSMUSG00000025094",0,7,9,0,9,0,0,5
"ENSMUSG00000025102",71,193,1264,184,571,185,97,926
"ENSMUSG00000025103",967,1650,15325,1555,3726,1687,1275,8108
"ENSMUSG00000025104",56,28,310,14,47,9,0,416
"ENSMUSG00000025105",0,0,0,0,0,0,0,0
"ENSMUSG00000025127",0,0,7,0,0,0,0,20
"ENSMUSG00000025128",0,0,0,0,0,0,0,8
"ENSMUSG00000025129",574,1532,19987,2066,4170,2283,1332,14727
"ENSMUSG00000025130",1233,2998,20437,3107,5978,3305,1581,12738
"ENSMUSG00000025132",795,1469,11494,1564,3294,2273,1118,8053
"ENSMUSG00000025133",273,494,4075,424,1197,685,286,2626
"ENSMUSG00000025134",76,207,1312,245,336,203,43,945
"ENSMUSG00000025135",205,544,3846,611,1542,814,222,2617
"ENSMUSG00000025137",772,992,6945,812,1946,1115,612,7222
"ENSMUSG00000025138",162,459,2442,333,546,470,344,2161
"ENSMUSG00000025139",242,539,4296,645,1083,481,329,2565
"ENSMUSG00000025140",46,150,1011,109,241,68,22,535
"ENSMUSG00000025141",1122,2675,19929,2632,4612,3230,2098,13236
"ENSMUSG00000025142",366,657,3929,581,1091,614,478,3101
"ENSMUSG00000025144",242,427,3375,536,1296,525,180,2460
"ENSMUSG00000025145",413,457,3483,339,945,435,383,3507
"ENSMUSG00000025147",448,864,6465,962,2049,1021,747,4270
"ENSMUSG00000025150",270,1083,6461,813,1114,613,365,2475
"ENSMUSG00000025151",277,473,4235,264,832,522,344,2804
"ENSMUSG00000025153",504,471,8501,1132,1029,683,335,10019
"ENSMUSG00000025154",239,382,3793,262,608,399,50,1986
"ENSMUSG00000025155",353,666,5445,911,1596,919,450,3702
"ENSMUSG00000025156",266,810,5733,756,1688,933,417,3140
"ENSMUSG00000025157",370,590,4225,550,1086,722,454,2999
"ENSMUSG00000025158",283,478,3024,605,1486,612,348,2636
"ENSMUSG00000025159",314,585,4027,446,940,617,379,3236
"ENSMUSG00000025161",2150,5969,48215,5957,17466,7848,5162,23042
"ENSMUSG00000025162",489,1143,9191,1176,2924,1129,918,5164
"ENSMUSG00000025163",0,0,0,0,0,0,0,0
"ENSMUSG00000025165",0,9,0,0,0,0,0,8
"ENSMUSG00000025169",143,212,1609,228,520,298,163,915
"ENSMUSG00000025170",79,262,1348,126,292,62,164,742
"ENSMUSG00000025171",151,360,2339,476,866,382,267,1524
"ENSMUSG00000025172",216,656,16212,6606,867,617,299,2046
"ENSMUSG00000025173",113,231,2207,296,557,257,121,1381
"ENSMUSG00000025175",159,403,2739,474,1040,512,334,2428
"ENSMUSG00000025176",35,27,566,14,148,63,18,268
"ENSMUSG00000025178",146,376,2976,517,861,370,330,2157
"ENSMUSG00000025184",143,221,1472,260,245,334,115,1159
"ENSMUSG00000025185",2,6,120,6,26,78,0,194
"ENSMUSG00000025188",35,60,573,209,168,111,49,501
"ENSMUSG00000025189",10,3,15,0,0,0,15,6
"ENSMUSG00000025190",913,3004,20352,2704,4397,1813,1187,8544
"ENSMUSG00000025192",1,3,165,17,16,12,0,58
"ENSMUSG00000025193",181,305,2182,257,664,225,237,1267
"ENSMUSG00000025194",0,0,6,0,0,4,0,11
"ENSMUSG00000025195",156,215,2442,302,632,324,308,1809
"ENSMUSG00000025196",0,0,40,0,13,6,0,7
"ENSMUSG00000025197",0,0,6,0,0,0,0,2
"ENSMUSG00000025198",76,90,991,115,236,68,55,541
"ENSMUSG00000025199",252,471,4950,304,463,518,238,3296
"ENSMUSG00000025200",40,102,1015,169,223,145,126,725
"ENSMUSG00000025201",1,1,9,1,1,0,1,0
"ENSMUSG00000025202",0,0,2,0,0,0,0,16
"ENSMUSG00000025203",217,498,3007,381,446,249,77,4747
"ENSMUSG00000025204",778,1311,7009,1751,3336,1841,1757,7711
"ENSMUSG00000025207",22,14,327,14,121,15,21,226
"ENSMUSG00000025208",287,691,4900,638,1323,742,505,2817
"ENSMUSG00000025209",192,349,3518,344,1264,323,460,1571
"ENSMUSG00000025212",308,520,6469,601,1760,1106,724,4994
"ENSMUSG00000025213",143,237,1124,219,660,299,53,1200
"ENSMUSG00000025215",0,0,0,3,0,0,0,0
"ENSMUSG00000025216",315,1124,5784,1032,2646,1236,483,3801
"ENSMUSG00000025217",54,367,2123,236,410,262,119,1040
"ENSMUSG00000025218",170,356,2990,418,1027,569,176,1832
"ENSMUSG00000025219",0,0,0,0,0,0,0,0
"ENSMUSG00000025220",626,957,8478,587,1427,924,624,6021
"ENSMUSG00000025221",0,24,82,0,158,27,0,158
"ENSMUSG00000025223",719,1169,8176,1125,1955,911,810,5943
"ENSMUSG00000025224",529,1165,7213,994,2152,1379,633,6138
"ENSMUSG00000025225",117,254,1807,251,616,442,213,1231
"ENSMUSG00000025226",24,120,586,57,178,80,0,515
"ENSMUSG00000025227",49,47,404,34,122,48,49,276
"ENSMUSG00000025228",465,1190,9040,1127,2806,1431,642,6134
"ENSMUSG00000025229",29,113,643,96,253,98,114,433
"ENSMUSG00000025231",89,148,836,87,177,171,2,641
