"","Mmus_C57-6J_ADR_FLT_Rep1_M23","Mmus_C57-6J_ADR_FLT_Rep2_M24","Mmus_C57-6J_ADR_FLT_Rep3_M25","Mmus_C57-6J_ADR_FLT_Rep4_M26","Mmus_C57-6J_ADR_FLT_Rep5_M27","Mmus_C57-6J_ADR_FLT_Rep6_M28","Mmus_C57-6J_ADR_GC_Rep1_M33","Mmus_C57-6J_ADR_GC_Rep2_M34","Mmus_C57-6J_ADR_GC_Rep3_M35","Mmus_C57-6J_ADR_GC_Rep4_M36","Mmus_C57-6J_ADR_GC_Rep5_M37"
"ENSMUSG00000021990",7787,7698,6820,18092,14321,14681,5503,5995,5203,12827,11523
"ENSMUSG00000021991",213,233,190,215,167,186,246,132,164,211,150
"ENSMUSG00000021993",2006,2335,2205,2631,2243,1903,1941,1757,1977,2104,1915
"ENSMUSG00000021994",2693,2374,1965,4332,4974,3559,2319,2619,2336,4846,4474
"ENSMUSG00000021996",9543.31,8330.91,8593.6,13032.38,15717.63,9638.15,10013.83,15005.66,18495.72,12295.73,15653.43
"ENSMUSG00000021997",0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000021998",2110,2870,2866,3840,2692,2332,2585,4837,1761,3455,1869
"ENSMUSG00000021999",0,0,1,0,0,2,4,2,361,0,3
"ENSMUSG00000022000",2310,3113,2766,3406,2834,2639,2686,2427,2159,2783,2237
"ENSMUSG00000022002",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022003",3765,3301,3517,4375,3806,3482,3092,2881,3304,3748,3424
"ENSMUSG00000022008",2213,2596,2432,3077,2689,2528,2267,2289,2227,3147,2654
"ENSMUSG00000022009",571,794,718,595,579,593,654,588,530,562,470
"ENSMUSG00000022010",25742,31089,26730,34977,32647,29706,24857,20477,22749,38155,27880
"ENSMUSG00000022012",154,169,144,132,175,137,126,196,141,162,181
"ENSMUSG00000022013",3934,4136,3824,4591,4416,4261,3509,3258,3906,4160,4077
"ENSMUSG00000022014",118,132,131,244,138,126,130,233,96,193,94
"ENSMUSG00000022015",0,0,2,1,0,2,1,32,2,0,0
"ENSMUSG00000022016",6715.96,9063.95,8349,8970,8613,7592,7313,6319.94,6978.9,8785,7570.96
"ENSMUSG00000022018",2916,3187,2609,2711,2572,2646,2897,2130,3010,2711,1968
"ENSMUSG00000022019",1734,1950,1788,2271,1977,1753,1634,1491,1417,2120,1824
"ENSMUSG00000022020",464,619,553,628,494,501,652,586,424,620,546
"ENSMUSG00000022021",196,228.89,178,108,60,60,90,150,72,116,44.93
"ENSMUSG00000022022",213,205,170,303,304,213,151,144,165,295,260
"ENSMUSG00000022023",1791,2205,1978,2383,1946,1852,1903,1640,1625,2173,1849
"ENSMUSG00000022024",2502,3039,2611,3096,2501,2503,2629,2423,2228,3091,2268
"ENSMUSG00000022025",7,6,1,4,1,3,2,3,8,5,0
"ENSMUSG00000022026",0,0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000022031",2552,3164,2645,4140,3286,3127,2731,2590,2625,3800,3361
"ENSMUSG00000022032",1231,1293,1174,1941,1280,1494,1303,1164,1065,1995,1694
"ENSMUSG00000022033",201,313,202,65,76,40,82,87,67,62,35
"ENSMUSG00000022034",64,73,61,28,38,16,38,48,17,26,12
"ENSMUSG00000022035",990,1191,1171,1313,1000,1122,1139,1013,997,1033,906
"ENSMUSG00000022037",27139,38079,28715,30679,23591,21429,27258,17276,22012,26656,19328
"ENSMUSG00000022039",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022040",229,603,683,612,1309,336,1507,541,1521,373,437
"ENSMUSG00000022041",2,3,5,4,8,1,3,3,11,1,4
"ENSMUSG00000022043",6763,9786,8075,16005,12637,12174,8008,5963,6626,12864,11123
"ENSMUSG00000022044",1,11,19,20,22,15,6,6,6,9,10
"ENSMUSG00000022048",5138,10283,7577,9959,8617,7232,8490,6011,6330,7964,5957
"ENSMUSG00000022051",5586.26,6948.33,6462.26,7629.13,7171.62,6672.29,6640.9,6104.6,6556.54,7906.56,7235.55
"ENSMUSG00000022052",10184.99,12540.98,12599.88,14495.97,13396.96,12352.96,12103.88,11072.96,12042.9,13769.9,11911.98
"ENSMUSG00000022053",3,39,66,51,145,23,235,58,77,21,34
"ENSMUSG00000022054",69,183,189,136,120,121,93,105,81,109,97
"ENSMUSG00000022055",99,234,149,169,138,134,139,140,140,201,137
"ENSMUSG00000022056",0,1,4,5,1,4,3,3,6,0,1
"ENSMUSG00000022057",3,4,2,5,15,6,5,39,4,7,6
"ENSMUSG00000022061",16,92,68,104,34,54,87,24,64,54,27
"ENSMUSG00000022064",438,489,432,651,503,424,425,404,314,580,416
"ENSMUSG00000022066",7647.13,7872.78,7858.5,9156.5,8280.16,8148.18,7575.56,8666.5,8957.27,9646.49,9064.95
"ENSMUSG00000022070",51,114,77,102,86,64,42,66,35,83,59
"ENSMUSG00000022074",503,494,466,526,549,470,435,466,528,513,467
"ENSMUSG00000022075",760,849,705,1327,1103,996,699,677,593,1676,1331
"ENSMUSG00000022076",0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000022085",0,4,1,0,1,0,0,3,0,1,1
"ENSMUSG00000022089",910,1053,884,1478,1120,1058,791,929,830,1425,1210
"ENSMUSG00000022090",1053,755,539,1746,1804,1348,538,686,520,1146,1154
"ENSMUSG00000022091",4398,4795,4092,5727,4489,5012,3587,3494,3933,6492,5175
"ENSMUSG00000022092",619,685,626,695,549,580,521,529,512,719,633
"ENSMUSG00000022094",2855,2781,2935,3325,2670,2889,2404,2489,2764,2809,2211
"ENSMUSG00000022095",1014,1097,927,1752,1477,1388,878,1011,839,1321,1260
"ENSMUSG00000022096",565,709,646,572,694,486,503,601,384,376,348
"ENSMUSG00000022097",63,57,61,60,42,24,54,64,65,73,49
"ENSMUSG00000022098",2323,2588,2245,2946,2405,2165,1935,2174,2286,2889,2322
"ENSMUSG00000022099",190,508,446,503,587,346,435,393,306,345,330
"ENSMUSG00000022100",3246,3877,3492,4760,3973,3773,3371,3193,2937,4187,3546
"ENSMUSG00000022101",1,0,1,0,2,0,1,1,1,0,0
"ENSMUSG00000022102",41,43,37,45,39,33,57,297,42,48,34
"ENSMUSG00000022103",480,1006,725,873,809,645,793,779,667,729,633
"ENSMUSG00000022105",961,1276,1236,1293,1198,818,1120,862,924,1153,904
"ENSMUSG00000022106",951,1210,1090,1248,1162,961,1269,887,1017,1402.34,979
"ENSMUSG00000022108",23548,31161,27918,28349,28948,22693,28095,24850,26040,31049,24483
"ENSMUSG00000022109",456,624,611,754,680,669,622,545,538,677,530
"ENSMUSG00000022110",5175,6487,6307,6502,7771,5677,6029,5263,6027,5812,5688
"ENSMUSG00000022111",419.96,497,497.96,677.97,548,465.99,428.98,426.91,449.99,554,470
"ENSMUSG00000022112",31,9,7,30,16,17,8,5,3,32,11
"ENSMUSG00000022113",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022114",1770,2184,2145,1548,1263,1225,1524,1391,1520,1400,1160
"ENSMUSG00000022116",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022119",2489.07,3070.55,2753.29,3527.64,2902.27,2504.46,2504.48,2384.55,2304.26,2991.6,2642
"ENSMUSG00000022120",201,354,293,512,434,344,358,305,320,473,300
"ENSMUSG00000022122",1764,2538,1752,2877,2722,2348,2228,1819,2312,3735,2623
"ENSMUSG00000022123",1,4,0,2,8,1,1,5,0,4,0
"ENSMUSG00000022124",3137,3534,3247,4244,3627,3408,2871,2756,2685,4226,3242
"ENSMUSG00000022125",1071,1130,1146,1562,1411,1289,1097,1311,1184,1414,1191
"ENSMUSG00000022126",11,8,1,18,4,30,5,37,2,9,4
"ENSMUSG00000022129",4,2,2,6,2,1,21,7,11,5,3
"ENSMUSG00000022130",266,289,259,806,698,630,282,271,272,629,641
"ENSMUSG00000022131",1171,1398,1162,1247,1202,1029,1077,993,1120,1092,1086
"ENSMUSG00000022132",3,25,15,19,14,13,23,4,27,26,7
"ENSMUSG00000022136",7983,10064,8933,10426,8710,8147,8687,8526,8777,9464,8612
"ENSMUSG00000022139",11043,13631,12241,13812,13179,10550,11907,10160,10666,12866,11880
"ENSMUSG00000022141",9106,11319,9727,12968,10702,9779,9235,7683,7932,11573,9014
"ENSMUSG00000022142",2055,2639,2233,2743,2262,2096,2241,1861,1986,2289,1935
"ENSMUSG00000022144",38,122,58,43,46,40,94,25,80,68,41
"ENSMUSG00000022146",608,769,778,982,805,636,804,833,665,907,542
"ENSMUSG00000022148",369.19,478.57,530.06,701.73,443,418.89,389.8,526.95,254.16,490,284.12
"ENSMUSG00000022149",0,1,1,4,1,0,7,0,141,1,1
"ENSMUSG00000022150",25349,43498,38416,51229,42616,41808,39221,21081,32817,40189,37242
"ENSMUSG00000022151",1422,1636,1393,1898,1861,1583,1392,1390,1573,2107,1825
"ENSMUSG00000022155",0,1,0,0,0,0,2,0,0,0,0
"ENSMUSG00000022156",0,1,0,0,2,0,0,0,0,0,0
"ENSMUSG00000022157",1,4,1,0,0,2,0,1,4,0,0
"ENSMUSG00000022159",1776,1885,1818,2574,2157,2176,1625,1781,1650,1961,1905
"ENSMUSG00000022160",551,705,689,964,881,788,690,653,591,965,768
"ENSMUSG00000022174",7576,8338,7800,9349,8309,8292,6980,6772,7424,7233,7142
"ENSMUSG00000022175",7583,9051,8084,11996,9828,9515,7297,8103,8626,9679,9250
"ENSMUSG00000022176",12,15,22,18,15,21,7,4,20,14,13
"ENSMUSG00000022177",1044,1475,1159,1675,1325,1339,1292,925,1135,1884,1255
"ENSMUSG00000022178",1687,3203,2289,4137,3549,3260,2609,1455,1899,4007,2529
"ENSMUSG00000022179",74,87,86,230,148,149,75,81,62,162,112
"ENSMUSG00000022180",4852,4430,4562,5139,4144,3551,2884,3999,2901,3955,3418
"ENSMUSG00000022181",130,196,239,374,198,171,204,322,145,195,126
"ENSMUSG00000022184",467,482,440,598,516,499,534,440,363,689,564
"ENSMUSG00000022185",6285,7779,6486,8464,6146,6451,6400,5916,5375,6309,5597
"ENSMUSG00000022186",5405,7166,6168,5996,5870,4698,5992,4411,4650,5236,4005
"ENSMUSG00000022187",0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000022191",2603,3634,3209,4029,3351,3168,3062,2640,2481,3318,2886
"ENSMUSG00000022193",8172.59,7494.64,7234.75,11614.45,10211.43,9535.83,6543.33,8660.71,8995.9,8650.2,8721.58
"ENSMUSG00000022194",2312.23,2459.16,2206.17,2421.09,1898.08,1913,1679,2244,1466.08,2373.75,1936.23
"ENSMUSG00000022195",811,948,840,1233,1110,1041,917,942,824,1142,1058
"ENSMUSG00000022197",801,1919,1245,1714,1652,863,2399,780,1344,1036,1093
"ENSMUSG00000022199",1470,2962,2370,2487,2333,2080,2124,2267,1971,2166,1865
"ENSMUSG00000022200",8658,10625,9757,8631,8282,7465,8373,7977,9016,8003,7302
"ENSMUSG00000022201",6281,9060,9118,8942,8027,7948,9245,7524,8769,7574,6515
"ENSMUSG00000022203",73,164,139,156,149,120,159,119,87,123,135
"ENSMUSG00000022204",554,776,711,811,661,680,688,680,600,703,541
"ENSMUSG00000022205",3708,4539,4340,3691,3446,3096,3389,3036,3750,3114,3078
"ENSMUSG00000022206",1043,2180,1566,1358,1993,1347,2029,728,1433,1799,1257
"ENSMUSG00000022208",154,440,369,423,413,363,254,321,249,288,237
"ENSMUSG00000022209",0,0,0,0,0,0,1,0,0,0,1
"ENSMUSG00000022210",975,1115,978,1080,1267,809,960,926,1043,1025,943
"ENSMUSG00000022211",154,298,253,218,196,174,130,160,114,174,160
"ENSMUSG00000022212",0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000022214",6551,6435,6042,7047,6313,5888,5406,5889,5914,6675,6108
"ENSMUSG00000022215",29,27,16,23,17,21,14,25,21,25,22
"ENSMUSG00000022216",5828,6254,5473,6475,5087,4680,5260,5644,4841,6379,4664
"ENSMUSG00000022217",477,397,391,541,451,407,306,383,405,486,462
"ENSMUSG00000022218",25,31,30,4,5,4,21,17,33,9,8
"ENSMUSG00000022219",11,3,6,6,10,5,8,14,317,5,9
"ENSMUSG00000022220",224,381,361,366,326,290,322,244,288,278,258
"ENSMUSG00000022221",70,115,97,147,94,113,80,133,80,107,90
"ENSMUSG00000022223",1062,1301,1192,1272,1122,1021,1098,932,1006,1226,1019
"ENSMUSG00000022225",34,102,66,29,67,25,71,37,44,18,34
"ENSMUSG00000022226",22,43,20,5,11,7,20,17,24,16,7
"ENSMUSG00000022227",0,1,0,0,2,1,1,1,0,0,0
"ENSMUSG00000022228",1643,2441,2170,3420,2968,2440,1989,1904,1725,3373.56,2623
"ENSMUSG00000022229",0,8,4,1,5,2,1,1,3,0,3
"ENSMUSG00000022231",2021,4718,3561,4295,3395,3287,3980,3211,2947,3827,3598
"ENSMUSG00000022234",9350,11718,10647,12003,9581,9934,10730,9627,10566,10393,8727
"ENSMUSG00000022235",4130,3773,3766,5981,4689,4563,2962,3048,3720,4287,4455
"ENSMUSG00000022236",104,91,98,71,99,73,73,105,83,73,89
"ENSMUSG00000022237",126,268,199,222,198,173,229,143,296,210,172
"ENSMUSG00000022240",199,628,482,621,497,486,328,407,244,344,330
"ENSMUSG00000022241",2573,2997,2725,3570,3006,2948,2516,2204,2454,2402,2316
"ENSMUSG00000022243",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022244",486,627,477,713,598,530,493,416,600,574,509
"ENSMUSG00000022245",1,3,2,6,4,5,1,2,2,2,4
"ENSMUSG00000022246",3133,3840,3483,3976,3496,3280,2846,2898,3035,2652,2458
"ENSMUSG00000022247",1679,2709,2475,2247,2113,1795,2463,1803,2010,1867,1675
"ENSMUSG00000022248",199,315,268,406,376,334,284,262,221,370,311
"ENSMUSG00000022249",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022253",3406,4017,3610,2923,3556,2733,3330,2817,3619,3394,3356
"ENSMUSG00000022255",5158,5878,5682,6922,6213,5352,5298,4923,4953,6068,5363
"ENSMUSG00000022257",12756,12553,11391,14158,14231,12646,10910,11843,12984,13704,12603
"ENSMUSG00000022261",6771.99,7988,7290.99,10958,9288,8219,6796,6457,7681,8628.98,8132.99
"ENSMUSG00000022262",12,20,16,28,25,23,13,17,14,21,37
"ENSMUSG00000022263",8933,10883,9184,10043,8165,8171,8057,7625,7599,9357,8230
"ENSMUSG00000022265",1484,1991,2002,2976,3297,2632,2125,2150,2316,2416,2515
"ENSMUSG00000022269",27,56,25,31,38,19,22,48,16,24,23
"ENSMUSG00000022270",3853,4063,4311,4252,4519,4026,3676,2966,3820,4242,3985
"ENSMUSG00000022272",13068,15900,15926,17358,15755,14963,13353,14396,18168,9455,9961
"ENSMUSG00000022280",2418.38,3034.48,2919,2768,2545,2339.21,2575.76,2240.23,2405,2779,2255.25
"ENSMUSG00000022283",20333.92,24315.6,23661.4,24298.95,20062.36,18759.56,20750.69,19955.21,20040.5,20815.83,17879.25
"ENSMUSG00000022285",29060.94,38166.78,35406.92,36141.95,31782.17,29704.32,30697.15,26299.19,29445,31598.26,26789.5
"ENSMUSG00000022286",2,3,0,4,3,2,3,0,3,3,1
"ENSMUSG00000022288",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022292",1400,1671,1566,1546,1747,1423,1536,1340,1327.34,1739,1393
"ENSMUSG00000022295",2778,3433,3132,3698,3236,3034,2930,2943,2978,3383,2866
"ENSMUSG00000022296",616,963,823,769,721,753,737,596,911,458,651
"ENSMUSG00000022297",1088,2050,1441,1691,1536,1572,1230,859,1097,1477,1366
"ENSMUSG00000022299",1039,1554,1401,1422,1588,1294,1518,1306,1358,1447,1284
"ENSMUSG00000022300",1091,1360,1253,1617,1302,1189,1170,1087,1046,1393,1214
"ENSMUSG00000022303",4,19,4,13,15,9,9,17,4,5,6
"ENSMUSG00000022304",1,7,2,6,1,3,10,4,492,4,2
"ENSMUSG00000022305",799,1352,1199,1565,1325,1098,1036,958,875,1320,1068
"ENSMUSG00000022306",739,912,835,948,756,622,859,512,668,739,614
"ENSMUSG00000022307",8984,15925,12797,16640,13759,12834,13900,6555,10135,14021,11417
"ENSMUSG00000022309",112,180,144,195,193,143,198,115,147,234,169
"ENSMUSG00000022311",29,75,60,51,46,58,48,48,32,68,50
"ENSMUSG00000022312",4501.74,5864.79,5466.86,6348.51,5105.73,5089.7,5318.56,4577.78,5251,5539,4845.92
"ENSMUSG00000022313",351,371,338,553,410,417,336,334,313,490,384
"ENSMUSG00000022314",5468,7638,6626,7713,6539,6032,6696,5121,5504,7361,5634
"ENSMUSG00000022315",0,5,0,0,0,0,0,0,0,2,0
"ENSMUSG00000022321",4,9,9,10,15,5,11,6,7,11,4
"ENSMUSG00000022322",60,89,63,29,24,18,28,49,20,22,10
"ENSMUSG00000022323",456,535,475,444,536,392,429,408,1067,490,447
"ENSMUSG00000022324",1780,2204,2153,3393,2066,2327,2353,1943,1971,2406,2088
"ENSMUSG00000022325",306,335,322,425,400,334,356,334,366,359,293
"ENSMUSG00000022329",1563,2033,1764,1990,1721,1570,1847,1324,1447,1829,1582
"ENSMUSG00000022330",1651,1742,1463,1584,1531,1641,1304,1225,1466,1548,1366
"ENSMUSG00000022332",846,1665,1384,1500,1266,1212,1402,611,1048,1147,971
"ENSMUSG00000022335",312,339,368,480,374,342,296,322,284,387,300
"ENSMUSG00000022336",4568.95,5812.99,5639.97,5689.95,5113.99,4523.95,5018.96,4429.97,5017.96,5660.99,4739.99
"ENSMUSG00000022337",1161,1339,1231,1534,1422,1194,1166,1069,1100,1311,1169
"ENSMUSG00000022338",1079.15,1283,1287,1219,974.12,984,1001,915,893,1155,1034
"ENSMUSG00000022339",560,614,577,752,681,601,555,482,451,804,638
"ENSMUSG00000022340",29,82,70,95,77,71,66,50,43,46,46
"ENSMUSG00000022342",0,0,1,1,1,1,3,0,0,3,0
"ENSMUSG00000022346",5389,6764,6451,7835,4871,5684,5350,4459,4680,4474,3822
"ENSMUSG00000022347",0,0,0,0,2,0,0,0,53,1,0
"ENSMUSG00000022350",3488,3660,3371,4464,4292,3940,3054,3283,3264,3899,3679
"ENSMUSG00000022351",1438,1318,1539,2347,1808,1540,1174,1299,1280,1076,1143
"ENSMUSG00000022353",3319,3939,3441,4018,3303,3037,3064,2755,2940,4283,3276
"ENSMUSG00000022354",3108.41,3496.28,3505.12,4103.38,4005.78,3654.92,3780.67,3505.29,3991.46,4011.56,3726.94
"ENSMUSG00000022357",2,7,5,9,11,9,13,17,8,10,2
"ENSMUSG00000022358",335,473,350,1113,980,773,450,416,385,1147,733
"ENSMUSG00000022359",598,753,530,703,667,654,480,548,589,771,613
"ENSMUSG00000022360",824,1045,880,973,939,782,742,923,717,832,672
"ENSMUSG00000022361",4241.47,4983.8,4517.75,5806.79,4990.29,4306.74,4088.78,3436.95,3496.97,4912.27,3989.21
"ENSMUSG00000022362",36.1,15.5,33.68,21.08,32.99,26.17,28.56,29.28,30.16,32.87,23.62
"ENSMUSG00000022364",824,840,681,837,734,651,614,538,492,697,563
"ENSMUSG00000022365",8225.49,8873.65,8055.73,10851.91,9667.28,8689.83,8165.75,8065.65,8436.72,9711.44,8698.34
"ENSMUSG00000022366",0,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000022367",4,1,2,5,6,0,2,7,0,0,1
"ENSMUSG00000022369",157,204,140,279,170,157,124,94,90,192,165
"ENSMUSG00000022370",1298,1477,1508,1813,1439,1433,1321,1268,1377,1589,1333
"ENSMUSG00000022371",618,955,916,1130,1046,682,1297,485,775,1386,573
"ENSMUSG00000022372",526,660,733,680,497,471,563,1475,393,610,338
"ENSMUSG00000022375",22,26,26,16,26,29,24,9,27,29,15
"ENSMUSG00000022376",376,366,432,124,171,137,309,178,252,167,131
"ENSMUSG00000022377",3119,3777,3354,3977,3377,3077,2946,2918,2815,3994,3239
"ENSMUSG00000022378",1040,1470,1400,1686,1372,1205,1248,1301,995,1289,1138
"ENSMUSG00000022382",25,62,70,75,68,44,65,27,26,55,37
"ENSMUSG00000022383",153,264,320,362,418,238,281,322,673,275,266
"ENSMUSG00000022385",88,119,73,74,70,47,52,64,52,82,48
"ENSMUSG00000022386",268,279,263,396,284,315,253,265,284,321,297
"ENSMUSG00000022387",3969,5212,4809,4275,3555,3599,4442,4201,3842,4500,3685
"ENSMUSG00000022388",3,3,4,2,4,2,1,2,2,3,0
"ENSMUSG00000022389",2356,3804,4470,2471,3177,2615,4813,5140,5020,6761,6619
"ENSMUSG00000022390",7641,9828,8478,10874,9147,8463,8458,7472,7598,9750,8364
"ENSMUSG00000022391",3068,4176,3818,4208,3201,3370,3722,3828,3987,2992,2880
"ENSMUSG00000022394",863,1048,1080,1660,1535,1349,1004,1221,1142,1273,1141
"ENSMUSG00000022400",2171.9,2845.83,2616.95,3388.94,2693.79,2874.8,2497.89,2363.05,2360,2895.65,2488.82
"ENSMUSG00000022401",1575,1863,1724,2345,2079,1910,1694,1723,1802,2014,1835
"ENSMUSG00000022403",8168,10034,9066,9598,9426,8921,10290,9156,10398,9043,8643
"ENSMUSG00000022404",2845,3481,3445,3526,3419,3485,2771,3196,3732,2716,2913
"ENSMUSG00000022407",1206,1581,1437,1818,1504,1350,1323,1239,1197,1557,1246
"ENSMUSG00000022408",10,3,4,15,8,9,2,25,10,14,8
"ENSMUSG00000022412",2350,2582,2645,3746,3272,2873,2381,2760,2358,3116,2744
"ENSMUSG00000022414",204,381,267,916,663,591,279,304,199,765,509
"ENSMUSG00000022415",642,1765,1544,1635,1546,1411,1170,1269,1166,1396,1187
"ENSMUSG00000022416",147,198,151,178,202,162,130,165,128,282,182
"ENSMUSG00000022419",25375,25106,21298,14091,16859,12738,22212,17641,17848,28599,15602
"ENSMUSG00000022420",539,678,563,859,634,596,535,464,424,784,624
"ENSMUSG00000022421",704.09,1439.63,1085.1,1202.36,1097,889.55,1040.79,693.56,868.92,1049.86,813.04
"ENSMUSG00000022422",18,23,18,13,15,4,9,16,7,7,14
"ENSMUSG00000022425",519,1283,956,1141,1051,747,1748,582,1046,984,748
"ENSMUSG00000022426",3606.83,4282.17,4385.57,2915.11,2716.19,2690.84,3257.76,3042.16,3495.56,2672.84,2429.14
"ENSMUSG00000022427",1921,2352,2154,2542,2197,2136,2033,2029,2036,2378,2136
"ENSMUSG00000022428",306,407,357,464,375,340,328,269,271,459,388
"ENSMUSG00000022429",59,63,45,53,108,47,46,55,103,43,60
"ENSMUSG00000022431",0,3,3,4,0,2,0,0,2,1,0
"ENSMUSG00000022432",2,2,1,2,0,0,0,3,1,1,0
"ENSMUSG00000022433",3132,3615,3425,3328,3065,2971,2759,2665,2828,3541,2763
"ENSMUSG00000022434",339,396,304,558,407,418,313,325,309,761,508
"ENSMUSG00000022435",0,0,0,0,0,0,22,0,0,0,0
"ENSMUSG00000022436",288,355,323,489.46,369.16,338,298,527,255,473,404
"ENSMUSG00000022437",4282.95,4782.95,4491,5874,5562.94,5184,4338,4313,4745.96,5097,4774
"ENSMUSG00000022438",1034,1500,1149,1719,1295,1370,1048,1022,988,1107,886
"ENSMUSG00000022439",136,137,129,237,164,138,136,297,103,132,131
"ENSMUSG00000022440",711,678,621,1946,1329,1185,604,748,513,1407,1014
"ENSMUSG00000022441",3,4,0,2,2,4,3,1,1,5,0
"ENSMUSG00000022442",286,403,314,532,457,389,326,322,247,376,315
"ENSMUSG00000022443",43240.7,56954.1,49465.2,67413.73,49628.21,48191.66,45386.75,41696.27,42369.25,50871.81,44997.1
"ENSMUSG00000022445",1,4,2,7.01,0,3,33,3,1789,1,0
"ENSMUSG00000022449",82,110,96,29,26,29,79,50,79,11,21
"ENSMUSG00000022450",3519,3579,3202,4389,3813,3519,3157,3689,3806,3910,3888
"ENSMUSG00000022451",5046.69,5908.97,5924.9,6468.96,5892.98,5507.94,5259.95,5422.96,5460.94,5969.98,5659.91
"ENSMUSG00000022452",2489,2676,2560,3499,2986,2945,2388,2592,2628,2627,2922
"ENSMUSG00000022453",2126,2604,2244,2492,2283,1887,1939,2137,2073,2323,1961
"ENSMUSG00000022454",21,29,17,150,129,140,20,13,26,158,143
"ENSMUSG00000022455",0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000022456",96,254,238,214,236,194,131,270,144,212,138
"ENSMUSG00000022462",29890,35916,29976,23228,21150,22144,29692,24630,30759,20278,21890
"ENSMUSG00000022463",5872,7846,6999,9478,7067,7525,6461,6417,5900,6192,5769
"ENSMUSG00000022464",125,452,343,321,357,232,269,191,2163,240,157
"ENSMUSG00000022466",725,894,796,1049,898,816,702,691,669,1063,861
"ENSMUSG00000022468",60,90,50,31,38,44,42,33,30,39,40
"ENSMUSG00000022469",926,1092,1035,919,901,837,837,739,883,896,774
"ENSMUSG00000022471",2653,2678,2346,3110,2879,2650,2332,2504,2488,2933,2899
"ENSMUSG00000022472",4223,3770,3707,4881,4973,4520,3432,4821,4223,4626,5472
"ENSMUSG00000022474",1028,1194,1096,1459,1297,1086,1184,1518,914,1729,1445
"ENSMUSG00000022475",3205,3103,2520,5685,4203,4231,2370,2479,2031,4794,4460
"ENSMUSG00000022476",763,890,891,1129,869,924,798,915,870,1210,1006
"ENSMUSG00000022477",16695.46,19145.99,18721.98,20369.98,26292,16034.89,19274.98,18293.99,20190.96,16368.97,17478.96
"ENSMUSG00000022479",332,895,733,685,667,559,419,596,479,441,357
"ENSMUSG00000022483",0,5,3,3,1,0,0,2,0,2,1
"ENSMUSG00000022484",2,6,1.08,5,8,4,11.68,6,9,8,3
"ENSMUSG00000022485",154,215,199.92,223,165,201,192.32,160,174,237,194
"ENSMUSG00000022487",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022488",748,940,981,1411,820,759,910,1411,536,1082,672
"ENSMUSG00000022489",194,396,310,291,285,253,224,222,157,267,213
"ENSMUSG00000022490",10,37,44,51,133,19,311,33,69,23,31
"ENSMUSG00000022491",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022494",150,409,338,428,348,259,247,260,199,249,188
"ENSMUSG00000022496",0,0,1,0,1,0,1,0,1,0,0
"ENSMUSG00000022498",9694,10437,8124,4051,4700,4611,5517,4653,5445,4569,4646
"ENSMUSG00000022500",2136,2512,2296,2757,2263,2095,2007,2399,2114,2200,1893
"ENSMUSG00000022501",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022503",957,1071,982,1501,1185,1209,838,1097,871,1164,1033
"ENSMUSG00000022504",202,329,238,254,215,259,396,1116,225,352,216
"ENSMUSG00000022505",217,403,320,475,348,225,433,191,305,379,257
"ENSMUSG00000022507",5437,6604,6228,5164,4817,4516,5543,5109,5687,5860,4947
"ENSMUSG00000022508",814,988,874,3582,3647,2182,944,952,768,3470,2207
"ENSMUSG00000022510",20,10,23,16,16,15,18,3,20,15,9
"ENSMUSG00000022512",157,635,362,948,504,411,641,397,560,544,483
"ENSMUSG00000022514",661,716,567,772,531,500,460,391,607,707,477
"ENSMUSG00000022515",772,921,773,988,890,884,724,818,726,1030,983
"ENSMUSG00000022516",1199,1522,1322,1914,1472,1521,1427,1252,1157,1876,1417
"ENSMUSG00000022517",3828,5315,4703,5460,4500,4342,4329,3796,4043,5033,4293
"ENSMUSG00000022518",0,0,0,1,0,0,0,1,0,0,3
"ENSMUSG00000022519",279,345,302,445,424,348,308,284,304,328,309
"ENSMUSG00000022521",12264,15361,13999,17075,14131,13037,13271,11002,12507,14437,11978
"ENSMUSG00000022523",27,51,62,47,56,39,38,50,35,47,30
"ENSMUSG00000022525",222,176,157,167,197,188,104,156,169,174,193
"ENSMUSG00000022526",886,1111,957,1722,1371,1292,981,941,879,1554,1173
"ENSMUSG00000022528",826,912,599,884,878,1049,544,411,453,752,1022
