"","Mmus_C57-6J_SPL_cells_Rep1_SP1","Mmus_C57-6J_SPL_ss-tissues_Rep1_SP1","Mmus_C57-6J_SPL_ss-tissues_Rep2_SP2","Mmus_C57-6J_SPL_ss-tissues_Rep3_SP3","Mmus_C57-6J_SPL_tissues_Rep1_SP1"
"ENSMUSG00000003037",1496,1324,2223,1759,1384
"ENSMUSG00000003038",1062.63,830.42,1283.13,1264.05,1141.4
"ENSMUSG00000003039",974,1087,1556,1341,1065
"ENSMUSG00000003051",0,2,3,0,1
"ENSMUSG00000003053",0,0,0,0,0
"ENSMUSG00000003062",139,171,249,251,179
"ENSMUSG00000003068",1221.48,1202,1595.97,1515.97,1147
"ENSMUSG00000003070",2,4,8,10,3
"ENSMUSG00000003072",402,460,1008,784,344
"ENSMUSG00000003099",708,760,1085,904,736
"ENSMUSG00000003119",847,719,882,913,770
"ENSMUSG00000003123",200.87,221.8,374.15,345.09,213.76
"ENSMUSG00000003131",583,655,862,784,670
"ENSMUSG00000003134",206.06,478.03,532.04,585.02,447.15
"ENSMUSG00000003135",248,231,336,267,172
"ENSMUSG00000003153",431,449,691,623,458
"ENSMUSG00000003154",596.62,527,983,799.88,499
"ENSMUSG00000003161",1074,990,1528,1354,903
"ENSMUSG00000003166",644.47,677.68,1148.6,924.92,612.65
"ENSMUSG00000003184",887,855,1378,1277,818
"ENSMUSG00000003190",136.98,121.8,231.53,188.08,122.53
"ENSMUSG00000003198",167.3,101,89.74,125,111.72
"ENSMUSG00000003199",343,284,624,469,248
"ENSMUSG00000003200",757,714,940,843,607
"ENSMUSG00000003206",39,52,107,82,42
"ENSMUSG00000003208",133.27,99.1,217.07,162.11,110.35
"ENSMUSG00000003226",2626,2396,1412,2556,2686
"ENSMUSG00000003227",0,11,11,16,16
"ENSMUSG00000003228",123,304,443,385,303
"ENSMUSG00000003233",376,368,540,529,326
"ENSMUSG00000003234",552,565,834,764,631
"ENSMUSG00000003235",361,359,629,523,369
"ENSMUSG00000003269",351.91,295.91,447.9,357.89,280.95
"ENSMUSG00000003271",7,6,13,9,5
"ENSMUSG00000003273",3,4,4,10,2
"ENSMUSG00000003279",0,0,1,2,0
"ENSMUSG00000003282",20,15,13,26,14
"ENSMUSG00000003283",842,1266,1587,1481,1113
"ENSMUSG00000003299",267,303,546,477,271
"ENSMUSG00000003308",501.09,520.61,811.03,661.5,455.01
"ENSMUSG00000003309",37,20,34,38,28
"ENSMUSG00000003316",1614,1577,1914,1869,1625
"ENSMUSG00000003341",0,1,1,1,1
"ENSMUSG00000003344",194,167,277,283,165
"ENSMUSG00000003345",1293,1010,2019,1607,1005
"ENSMUSG00000003346",393,374,713,570,264
"ENSMUSG00000003348",1181.13,1178.15,1955.15,1509.2,1162.63
"ENSMUSG00000003352",35,138,275,186,139
"ENSMUSG00000003354",0,0,0,0,0
"ENSMUSG00000003355",18,64,73,81,68
"ENSMUSG00000003360",1498,1598,2046,1843,1587
"ENSMUSG00000003363",685,1528,1897,1666,1649
"ENSMUSG00000003378",44,50,69,84,56
"ENSMUSG00000003379",5756,4928,8567,6801,4612
"ENSMUSG00000003380",662,850,1730,1194,671
"ENSMUSG00000003382",1331,1207,1832,1695,1236
"ENSMUSG00000003402",446,469,847,685,456
"ENSMUSG00000003410",1,0,1,0,0
"ENSMUSG00000003411",0,4,4,1,1
"ENSMUSG00000003418",399,337,275,376,321
"ENSMUSG00000003420",229,631,986,858,555
"ENSMUSG00000003421",415,452,701,551,439
"ENSMUSG00000003423",188.67,229.69,432.31,347.27,217.95
"ENSMUSG00000003429",7023.76,6023.76,11829.71,8895.63,6632.79
"ENSMUSG00000003435",2084.33,2147.62,2553.74,2137.85,2104.32
"ENSMUSG00000003436",0,0,0,0,0
"ENSMUSG00000003437",680,606,857,890,664
"ENSMUSG00000003438",191,198,350,290,191
"ENSMUSG00000003444",61,61,151,126,92
"ENSMUSG00000003452",15,25,19,28,23
"ENSMUSG00000003458",624.76,716,959.31,827,721.49
"ENSMUSG00000003464",278,395,524,461,372
"ENSMUSG00000003469",4,35,5,14,38
"ENSMUSG00000003476",0,0,0,0,0
"ENSMUSG00000003477",0,4,3,3,3
"ENSMUSG00000003484",539.96,475,722,664.94,419
"ENSMUSG00000003500",349,252,457,400,233
"ENSMUSG00000003505",0,0,0,0,0
"ENSMUSG00000003518",146.44,364.91,515.93,450.9,398.26
"ENSMUSG00000003526",12,57,94,82,63
"ENSMUSG00000003527",264,221,398,310,232
"ENSMUSG00000003528",124,180,323,251,141
"ENSMUSG00000003531",35,92,124,94,55
"ENSMUSG00000003534",73,341,459,316,297
"ENSMUSG00000003541",19,28,32,32,19
"ENSMUSG00000003545",60,22,54,41,27
"ENSMUSG00000003546",151,189,252,207,172
"ENSMUSG00000003549",120,113,206,167,101
"ENSMUSG00000003555",1,1,2,1,2
"ENSMUSG00000003559",135,197,295,284,225
"ENSMUSG00000003573",71.24,154.91,210.33,219.36,161.55
"ENSMUSG00000003575",258,185,415,396,213
"ENSMUSG00000003581",185,173,249,244,181
"ENSMUSG00000003585",12,67,10,43,69
"ENSMUSG00000003604",123.9,92.93,154.68,138.76,93.59
"ENSMUSG00000003617",20,642,537,682,673
"ENSMUSG00000003623",337,329,359,418,342
"ENSMUSG00000003644",949,830,1503,1080,756
"ENSMUSG00000003657",0,0,0,0,0
"ENSMUSG00000003660",2233,2597,2723,2519,2710
"ENSMUSG00000003662",260,270,429,378,273
"ENSMUSG00000003665",0,1,3,5,2
"ENSMUSG00000003680",87,106,147,126,94
"ENSMUSG00000003721",191,249,276,270,257
"ENSMUSG00000003731",552,574,690,682,648
"ENSMUSG00000003746",3005,2879,2713,3013,2772.92
"ENSMUSG00000003752",110.43,85.76,176.45,113,71.78
"ENSMUSG00000003762",134,130,186.96,175.74,128.92
"ENSMUSG00000003778",1295,1206,1253,1414,1275
"ENSMUSG00000003779",64.38,282.25,155.09,258.63,277.06
"ENSMUSG00000003808",596,621,766,641,587
"ENSMUSG00000003809",173,207,248,271,185
"ENSMUSG00000003810",268,312,422,414,297
"ENSMUSG00000003812",329.92,460.69,736.34,673.19,491.88
"ENSMUSG00000003813",448.01,687.85,627.69,780.95,815.29
"ENSMUSG00000003814",3397,4133,6224,4959,4507
"ENSMUSG00000003824",24,36,52,62,46
"ENSMUSG00000003847",2595,1804,1890,2755,1977
"ENSMUSG00000003848",352,359,544,535,345
"ENSMUSG00000003849",5,33,17,39,34
"ENSMUSG00000003863",0,0,1,0,4
"ENSMUSG00000003865",120.17,118.56,245.74,199.72,165.94
"ENSMUSG00000003868",341.83,385.44,586.26,438.28,365.06
"ENSMUSG00000003872",0,2,0,3,1
"ENSMUSG00000003873",479,522,881,732,509.93
"ENSMUSG00000003882",1779,921,828,1139,980
"ENSMUSG00000003923",628,447,640,661,453
"ENSMUSG00000003929",266,172,133,212,183
"ENSMUSG00000003934",9,9,23,16,17
"ENSMUSG00000003948",153.47,149.6,323.02,275.16,121.67
"ENSMUSG00000003949",2,35,20,32,41
"ENSMUSG00000003955",106,79,129,105,73
"ENSMUSG00000003970",7353,7027,14414,11378,6565
"ENSMUSG00000003974",0,0,0,0,0
"ENSMUSG00000003992",118.75,140,165.7,168,154
"ENSMUSG00000004018",107.64,99.2,100.29,99.42,63.5
"ENSMUSG00000004031",1,3,7,6,9
"ENSMUSG00000004032",15,69,43,82,76
"ENSMUSG00000004035",2,13,19,10,4
"ENSMUSG00000004038",0,0,0,0,0
"ENSMUSG00000004040",1616,1594,2212,1891,1546
"ENSMUSG00000004043",374.77,380.87,565.2,421.24,362.31
"ENSMUSG00000004044",8,440,686,445,403
"ENSMUSG00000004054",686.9,778,1164.78,954.52,682
"ENSMUSG00000004056",827.79,938.9,1665.99,1250.91,897.85
"ENSMUSG00000004069",305,300,464,412,339
"ENSMUSG00000004070",441.53,585.33,863.24,792.97,574.64
"ENSMUSG00000004071",424.89,440.85,616.34,615.65,471.01
"ENSMUSG00000004085",39,130,133,166,149
"ENSMUSG00000004096",690,669,1035,1002,672
"ENSMUSG00000004098",39,44,35,21,40
"ENSMUSG00000004099",1622,1511,1626,1584,1577
"ENSMUSG00000004100",465,429,785,694,408
"ENSMUSG00000004105",16,751,570,787,713
"ENSMUSG00000004110",1166,977,1030,1497,1022
"ENSMUSG00000004113",4,37,63,44,36
"ENSMUSG00000004127",66.85,72,91.63,98.42,102
"ENSMUSG00000004151",3,40,46,66.35,50
"ENSMUSG00000004187",96,82,116.45,158,77
"ENSMUSG00000004207",9262,19393,24148,19981,21811
"ENSMUSG00000004221",624,644,820,820,606
"ENSMUSG00000004231",0,0,0,0,0
"ENSMUSG00000004233",106,108,140,134,96
"ENSMUSG00000004263",390,353.73,905.98,724.59,386
"ENSMUSG00000004264",787.2,757,1390,1164,715.01
"ENSMUSG00000004266",6247.66,5136.89,7545.92,6765.72,5146.31
"ENSMUSG00000004267",6,31,50,47,31
"ENSMUSG00000004268",905.16,744.06,1230,1158.19,678.04
"ENSMUSG00000004270",248.84,455.94,407,453.81,386.96
"ENSMUSG00000004285",451,544,977,769,566
"ENSMUSG00000004296",3,10,22,21,17
"ENSMUSG00000004317",177,176,201,195,175
"ENSMUSG00000004319",772,989,643,987,1026
"ENSMUSG00000004328",13,21,24,24,17
"ENSMUSG00000004341",0,1,0,0,0
"ENSMUSG00000004344",0,0,0,0,0
"ENSMUSG00000004347",6,6,12,11,11
"ENSMUSG00000004356",517,501,540,559,470
"ENSMUSG00000004359",225,925,892,1016,933
"ENSMUSG00000004360",0,0,0,0,0
"ENSMUSG00000004364",1175,772,686,1012,856
"ENSMUSG00000004366",0,1,1,0,0
"ENSMUSG00000004371",0,1,0,0,2
"ENSMUSG00000004383",12,62,89,51,54
"ENSMUSG00000004393",238,240,368,322,208
"ENSMUSG00000004394",323,452,671,595,488
"ENSMUSG00000004415",0,4,10,6,6
"ENSMUSG00000004446",343.25,335,554.77,510.61,310.36
"ENSMUSG00000004451",95,251,387,339,271
"ENSMUSG00000004455",2298.48,1911.23,3013.5,2565.58,1822.01
"ENSMUSG00000004460",701,800,1015,959,799
"ENSMUSG00000004462",148,228,228,243,207
"ENSMUSG00000004473",3,34,62,36,36
"ENSMUSG00000004500",74,107,166,146,98
"ENSMUSG00000004508",73,317,344,331,277
"ENSMUSG00000004530",555.62,614.36,1026.73,794.42,622.37
"ENSMUSG00000004535",1881,1795,1338,2089,1701
"ENSMUSG00000004540",0,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0
"ENSMUSG00000004552",228,939,141,745,1039
"ENSMUSG00000004558",23,107,139,106,99
"ENSMUSG00000004561",358,288,396,411,279
"ENSMUSG00000004562",27,129,158,156,132
"ENSMUSG00000004565",556,550,729,752,563
"ENSMUSG00000004567",537,503,678,672,509
"ENSMUSG00000004568",2675,1884,3035,2693,1767
"ENSMUSG00000004591",658,691,443,653,651
"ENSMUSG00000004609",94,371,567,568,454
"ENSMUSG00000004610",248,394,713.13,614,427
"ENSMUSG00000004612",374,192,461,394,219
"ENSMUSG00000004626",1027,994,1498,1324,1091
"ENSMUSG00000004630",2.56,0,1.28,0,0
"ENSMUSG00000004631",5,101,125,102,107
"ENSMUSG00000004633",69,103,168,140.8,96
"ENSMUSG00000004637",74,75,101,92,71
"ENSMUSG00000004642",545.92,668,723,873.78,650
"ENSMUSG00000004651",0,0,0,0,0
"ENSMUSG00000004654",0,1,0,0,0
"ENSMUSG00000004655",156,1761,358,1142,1645
"ENSMUSG00000004661",882,693,1075.94,1052.95,721.89
"ENSMUSG00000004665",3092,2516,5039,3866,2310
"ENSMUSG00000004667",659,593,1078,924,647
"ENSMUSG00000004668",2,7,4,10,14
"ENSMUSG00000004677",1739,1578,2554,2221,1631
"ENSMUSG00000004698",267,312,322,440,372
"ENSMUSG00000004707",1282,1181,1476,1413,1136
"ENSMUSG00000004709",224,265,297,353,304
"ENSMUSG00000004730",439,1351,1488,1361,1428
"ENSMUSG00000004748",21,31,60,46,32
"ENSMUSG00000004768",60,77,116,123,86
"ENSMUSG00000004771",404,480,670,667,508
"ENSMUSG00000004788",314,368,544,460,338
"ENSMUSG00000004789",1050,1221,1584,1394,1186
"ENSMUSG00000004791",0,10,5,13,17
"ENSMUSG00000004798",399,470,499,544,484
"ENSMUSG00000004814",8,43,53,53,29
"ENSMUSG00000004815",353.57,274.39,453.77,364.07,275.76
"ENSMUSG00000004821",0,36,5,5,32.99
"ENSMUSG00000004837",1455,1124,2268,1847,1174
"ENSMUSG00000004842",0,0,0,0,0
"ENSMUSG00000004843",301,266,396,409,257
"ENSMUSG00000004846",284.62,411.26,544.55,496.6,395.61
"ENSMUSG00000004849",226,340,500,391,303
"ENSMUSG00000004864",2,12,6,11,10
"ENSMUSG00000004865",1779,1270,1763,1747,1277
"ENSMUSG00000004872",0,0,1,0,0
"ENSMUSG00000004880",1899.57,1722.09,1835.18,1931.19,1760.08
"ENSMUSG00000004885",0,0,0,0,0
"ENSMUSG00000004891",0,112,96,69,145
"ENSMUSG00000004892",0,0,0,0,0
"ENSMUSG00000004894",0,0,0,0,0
"ENSMUSG00000004895",285,256,485,335,280
"ENSMUSG00000004896",442.53,340.29,542.12,588.92,414.93
"ENSMUSG00000004897",912,1106,1526,1391,1121
"ENSMUSG00000004902",3,5,3,1,3
"ENSMUSG00000004929",58,99,147,126,92
"ENSMUSG00000004931",134,183,366,232,163
"ENSMUSG00000004933",200,163,336,287,152
"ENSMUSG00000004934",284,228,429,311,207
"ENSMUSG00000004936",1130,1045,1438,1244,1014
"ENSMUSG00000004937",272,422,615,553,373
"ENSMUSG00000004939",0,1.18,0,1,0
"ENSMUSG00000004945",149,258,351,293,200
"ENSMUSG00000004947",218,177,361,246,194
"ENSMUSG00000004948",0,0,0,0,0
"ENSMUSG00000004951",1,44,97.93,57,33
"ENSMUSG00000004952",226,675,1012,895,579
"ENSMUSG00000004961",0,1,2,1,1
"ENSMUSG00000004980",9911,10611,9959,14015,10829
"ENSMUSG00000004988",1,0,0,1,1
"ENSMUSG00000004994",118,88,162,161,104
"ENSMUSG00000004996",211,200,388,325,182
"ENSMUSG00000005034",1347,1343,1499,1633,1326
"ENSMUSG00000005043",304.75,309.82,644.78,496.77,312
"ENSMUSG00000005045",7,4,4,5,4
"ENSMUSG00000005054",172,235,425,444,260
"ENSMUSG00000005057",50,98,112,98,72
"ENSMUSG00000005069",267,255,372,339,245
"ENSMUSG00000005078",119,118,167,172,127
"ENSMUSG00000005087",1021,1743,2391,2529,1900
"ENSMUSG00000005089",2,37,85,60,46
"ENSMUSG00000005102",325,348,393,436,385
"ENSMUSG00000005103",2200,2597,3826,3188,2415
"ENSMUSG00000005107",75,76,115,115,73
"ENSMUSG00000005124",0,17,11,10,12
"ENSMUSG00000005125",113,536,739,497,539
"ENSMUSG00000005131",0,5,5,4,5
"ENSMUSG00000005142",1841,2255,3491,2987,2260
"ENSMUSG00000005148",5,8,10,7,7
"ENSMUSG00000005150",159.88,143.8,274.63,226.21,167.58
"ENSMUSG00000005161",606,2244.95,1281,2302.97,2309
"ENSMUSG00000005198",2970,2299,3981,3660,2261
"ENSMUSG00000005202",0,0,0,0,0
"ENSMUSG00000005204",502,478,735,687,503
"ENSMUSG00000005220",4,3,1,2,2
"ENSMUSG00000005225",37,59,79,95.69,63
"ENSMUSG00000005232",0,0,0,0,0
"ENSMUSG00000005233",37,102,55,97,110
"ENSMUSG00000005237",11,24.49,13,38,26
"ENSMUSG00000005251",0,7,10,2,7
"ENSMUSG00000005262",418,428,474,533,433
"ENSMUSG00000005267",123,105,88,141,100
"ENSMUSG00000005268",3,15,9,17,10
"ENSMUSG00000005299",513,452,693,585,475
"ENSMUSG00000005312",1217,969,1476,1365,959
"ENSMUSG00000005320",0,47,94,85,48
"ENSMUSG00000005338",31,124,163,129.85,137
"ENSMUSG00000005339",2,3,2,5,2
"ENSMUSG00000005354",470,519,960,855,515
"ENSMUSG00000005355",0,0,0,0,0
"ENSMUSG00000005357",0,0,0,0,0
"ENSMUSG00000005360",25,186,207,203,166
"ENSMUSG00000005362",634,577.71,557.74,710.72,569.66
"ENSMUSG00000005364",267,162,132,177,189
"ENSMUSG00000005370",503,500,520,570,571
"ENSMUSG00000005371",1006,570,642,747,747
"ENSMUSG00000005373",0,4,10,5,1
"ENSMUSG00000005374",234,241,416,400,267
"ENSMUSG00000005378",269.83,220,389.73,352.83,213
"ENSMUSG00000005397",134,1120.83,857,803,1096.99
"ENSMUSG00000005410",434,951,813,867,923
"ENSMUSG00000005413",1055,5109,5604,7065,5017
"ENSMUSG00000005417",1185.84,1485.48,2088.06,1944.97,1496.85
"ENSMUSG00000005442",1897,1566,2694,2420,1426
"ENSMUSG00000005447",178,176,288,246,157
"ENSMUSG00000005465",1014,641,925,840,570
"ENSMUSG00000005469",246,257,395,316,294
"ENSMUSG00000005470",90,192,170,207,179
"ENSMUSG00000005474",3,1,0,0,0
"ENSMUSG00000005481",737.76,823.04,1143.36,1027.3,742.46
"ENSMUSG00000005483",564,617,919,844,496
"ENSMUSG00000005493",0,1,0,1,0
"ENSMUSG00000005501",270,259,318,330,270
"ENSMUSG00000005503",0,0,0,0,0
"ENSMUSG00000005505",228.77,245.6,348.24,323.22,245.47
"ENSMUSG00000005506",2543,1911,2514,2957,1959
"ENSMUSG00000005510",288.99,291.97,504.98,461,246
"ENSMUSG00000005514",352,410,623,597,412
"ENSMUSG00000005533",155,190,272,300,192
"ENSMUSG00000005534",618,581,602,770,553
"ENSMUSG00000005540",3513,2430,3145,3007,2550
"ENSMUSG00000005547",0,0,0,0,0
"ENSMUSG00000005553",0,8,3,4,0
"ENSMUSG00000005566",1165,937,1576,1186,877
"ENSMUSG00000005575",377,297,455,403,250
"ENSMUSG00000005580",16,43,60,55,45
"ENSMUSG00000005583",2288,2072,2060,2542,2287
"ENSMUSG00000005609",602,550,662,734,586
"ENSMUSG00000005610",6128.25,5345.22,6199,6964.09,5717
"ENSMUSG00000005611",17,132,142,187,129
"ENSMUSG00000005615",231,559,398,501,568.78
"ENSMUSG00000005621",1344,1065,1635,1566,1073
"ENSMUSG00000005625",779,869,1437,1220,848
"ENSMUSG00000005628",6,1,3,5,4
"ENSMUSG00000005640",4,11,9,11,9
"ENSMUSG00000005649",0,1,0,1,0
"ENSMUSG00000005656",492,568,728,823,507
"ENSMUSG00000005667",194,285,399,365,276
"ENSMUSG00000005672",120,297,358,321,317
"ENSMUSG00000005674",221.56,248,395.19,297.85,289.67
"ENSMUSG00000005677",2.44,0,4.81,1.15,2.33
"ENSMUSG00000005681",1,0,1,1,0
"ENSMUSG00000005682",886,787,1011,995,792
"ENSMUSG00000005683",1142,1400,1854,1651,1373
"ENSMUSG00000005686",173,280.61,310.54,291.63,319.57
"ENSMUSG00000005687",694,582,871,864,570
"ENSMUSG00000005696",130,51,98,84,55
"ENSMUSG00000005698",1796.98,1431.83,1653.84,1738.54,1555.02
"ENSMUSG00000005699",38,26,63,33,27
"ENSMUSG00000005705",3,0,1,0,0
"ENSMUSG00000005716",0,0,1,1,0
"ENSMUSG00000005718",109,65,158,97,62
"ENSMUSG00000005732",479.97,631.17,952.91,997,567.44
"ENSMUSG00000005763",1030.04,468.23,951.47,840.69,442.75
"ENSMUSG00000005774",748.33,798.55,1058.43,990.48,807.02
"ENSMUSG00000005779",719,845,1262,1055,670
"ENSMUSG00000005800",36,28,48,46,19
"ENSMUSG00000005802",210,162,165,221,196
"ENSMUSG00000005803",62,126,159,151,132
"ENSMUSG00000005804",194,187,302,317,198
"ENSMUSG00000005813",446,464,547,594,423
"ENSMUSG00000005823",402,465,675,565,441
"ENSMUSG00000005824",77,65,155,111,67
"ENSMUSG00000005836",0,43,56,48,34
"ENSMUSG00000005846",650,455,576,758,514
"ENSMUSG00000005864",0,0,0,0,0
"ENSMUSG00000005871",1293,1148,891,1251,1177
"ENSMUSG00000005873",506,766,1132,992,722
"ENSMUSG00000005881",388,532,805,641,530
"ENSMUSG00000005882",188,215,304,289,215
"ENSMUSG00000005883",24,59,39,40,27
"ENSMUSG00000005886",1058,877,1052,1223,894
"ENSMUSG00000005891",0,0,0,0,0
"ENSMUSG00000005892",0,0,0,0,0
"ENSMUSG00000005893",1103.51,767.11,891.44,1045.98,715.22
"ENSMUSG00000005897",63,74,105,107,89
"ENSMUSG00000005899",304,369,402,397,372
"ENSMUSG00000005907",139.32,170.45,140.26,174.29,132.43
"ENSMUSG00000005917",0,1,0,0,0
"ENSMUSG00000005936",857,933,1256,1088,966
"ENSMUSG00000005947",177,147,156,137,116
"ENSMUSG00000005949",138,191,296,266,200
"ENSMUSG00000005950",3,6,11,16,6
"ENSMUSG00000005951",67,58,77,71,51
"ENSMUSG00000005952",0,1,0,1,0
"ENSMUSG00000005958",1,20,33,28,21
"ENSMUSG00000005968",32,43,56,42,35
"ENSMUSG00000005973",188,341,479,443,387
"ENSMUSG00000005980",68.05,45.73,67.49,67,49.67
"ENSMUSG00000005981",732,796,1160,1035,777
"ENSMUSG00000005982",576.26,603.35,876.78,823.97,558.31
"ENSMUSG00000005983",30.74,26.91,36.22,33.39,31.69
"ENSMUSG00000005986",95,94,123,115,88
"ENSMUSG00000005994",2,0,5,0,0
"ENSMUSG00000006005",3196.53,2546.03,1591.79,2445.69,2590.9
"ENSMUSG00000006007",0,0,0,0,0
"ENSMUSG00000006010",269.27,278.97,179.18,346.31,284.02
"ENSMUSG00000006014",27.2,28,31.03,28,30.08
"ENSMUSG00000006019",252,254,452,331,242
"ENSMUSG00000006021",126,133,178,162,128
"ENSMUSG00000006024",513,668,1093,995,657
"ENSMUSG00000006050",229,247,506,369,235
"ENSMUSG00000006056",0,0,0,0,0
"ENSMUSG00000006057",259.94,335.95,624.95,564.96,306.84
"ENSMUSG00000006058",277,241,460,334,272
"ENSMUSG00000006095",192.58,238.3,439.2,357.36,253.56
"ENSMUSG00000006127",689,632,933,903,654
"ENSMUSG00000006134",688,736,1035,868,646
"ENSMUSG00000006143",0,0,0,0,0
"ENSMUSG00000006154",256,55,142,418,50
"ENSMUSG00000006169",1544,1239,1612,1671,1277
"ENSMUSG00000006179",16,20,13,14,10
"ENSMUSG00000006191",125,105,157,142,124
"ENSMUSG00000006200",0,0,0,0,0
"ENSMUSG00000006204",0,24,3,4,22
"ENSMUSG00000006205",3,347,614,400,358
"ENSMUSG00000006215",294,278,417,318,245
"ENSMUSG00000006216",0,0,0,0,2
"ENSMUSG00000006218",0,1,0,1,0
"ENSMUSG00000006219",10,139,160,170,120
"ENSMUSG00000006221",0,20,19,13,22
"ENSMUSG00000006235",31,161,56,115,143
"ENSMUSG00000006241",0,2,9,4,8
"ENSMUSG00000006262",353,293,273,380,281
"ENSMUSG00000006269",0,0,0,0,0
"ENSMUSG00000006270",0,0,0,0,0
"ENSMUSG00000006273",665,931,1395,1129,891
"ENSMUSG00000006276",871,888,1116,1035,876
"ENSMUSG00000006281",596,674.32,918.47,916.47,707
"ENSMUSG00000006288",713,681,1034,880,774
"ENSMUSG00000006289",291,304,492.98,397,209
"ENSMUSG00000006299",829.13,1008,1530,1155,992
"ENSMUSG00000006301",57.08,199.69,327.72,250.63,201.84
"ENSMUSG00000006304",2315,2447,3514,3203,2514
"ENSMUSG00000006307",1785,1473,2465,2228,1380
"ENSMUSG00000006310",50,50,90,77,57
"ENSMUSG00000006311",0,0,0,0,0
"ENSMUSG00000006313",2,0,3,3,4
"ENSMUSG00000006315",123,145,254,221,149
"ENSMUSG00000006333",11635.8,8028.38,21257.47,17113.31,8242.67
"ENSMUSG00000006335",116,137,197,161,144
"ENSMUSG00000006342",15,157,159,138,151
"ENSMUSG00000006344",95,190,295,291,225
"ENSMUSG00000006345",44,77,66,47,71
"ENSMUSG00000006356",57,296,430,369,302
"ENSMUSG00000006360",1190,658,1258,1068,703
"ENSMUSG00000006362",377.74,499.79,832.5,730.37,460.22
"ENSMUSG00000006369",1,22,45,18,15
"ENSMUSG00000006373",285,487,521,546,448
"ENSMUSG00000006378",7.78,58.67,41,31,30.65
"ENSMUSG00000006386",2,225,192,227,189
"ENSMUSG00000006389",5,16,23,25,21
"ENSMUSG00000006390",254,376,606,507,385
"ENSMUSG00000006392",277,188,390,332,248
"ENSMUSG00000006395",139,141,210,209,152
"ENSMUSG00000006398",79,192,202,228,185
"ENSMUSG00000006403",0,7,6.2,6,9
"ENSMUSG00000006411",21,47,45,35,45
"ENSMUSG00000006412",259.97,223.98,403.79,287.99,252.92
"ENSMUSG00000006418",1047,1186,1989,1599,1188
"ENSMUSG00000006423",357.72,365.9,400.64,501.47,409.78
"ENSMUSG00000006435",0,10.77,12.89,11.68,10
"ENSMUSG00000006442",129,175,291,233,189
"ENSMUSG00000006445",26,104,149,104,102
"ENSMUSG00000006456",391.75,492.62,853.04,727.19,507.77
"ENSMUSG00000006457",0,2,3,4,2
"ENSMUSG00000006462",0,1,3,0,1
"ENSMUSG00000006463",109,164,211,214,141
"ENSMUSG00000006464",14,29,40,45,34
"ENSMUSG00000006469",0,0,0,0,0
"ENSMUSG00000006471",501.4,415.35,667.27,620.29,411.36
"ENSMUSG00000006476",170,203,287,301,191
"ENSMUSG00000006488",0,0,0,0,0
"ENSMUSG00000006490",0,0,0,0,0
"ENSMUSG00000006494",1200,716,985,1006,731
"ENSMUSG00000006498",2272.85,2606.96,3645.93,3158.83,2549.83
"ENSMUSG00000006517",121,138,250,166,128
"ENSMUSG00000006519",1232,1124,2835,1931,1113
"ENSMUSG00000006522",2,35,48,43,34
"ENSMUSG00000006526",123,166,299,244,165
"ENSMUSG00000006527",246,321,266,351,326
"ENSMUSG00000006529",0,0,0,0,0
"ENSMUSG00000006538",0,2,1,1,0
"ENSMUSG00000006542",2,2,4,3,3
"ENSMUSG00000006546",0,0,0,0,0
"ENSMUSG00000006567",13,41,4,18,41
"ENSMUSG00000006570",0,0,0,0,0
"ENSMUSG00000006574",1049,8636,160,2954,8376
"ENSMUSG00000006575",22,21,31,39,27
"ENSMUSG00000006576",2,32,66,61,30
"ENSMUSG00000006585",233,232,360,358,209
"ENSMUSG00000006586",1,19,15,18,19
"ENSMUSG00000006587",27,11,29,27,12
"ENSMUSG00000006589",211,233,398,340,213
"ENSMUSG00000006599",356,340,346,487,339
"ENSMUSG00000006611",137,408,601,582,423
"ENSMUSG00000006638",35.4,25.16,49.85,59.86,36.44
"ENSMUSG00000006641",71,67.53,133.69,112.32,92
"ENSMUSG00000006642",0,12,14,12,8
"ENSMUSG00000006649",2.07,23,14.02,19.01,33
"ENSMUSG00000006651",7,24,25,24,25
"ENSMUSG00000006673",825,811.07,1118.77,1012.76,749.81
"ENSMUSG00000006675",23,24,29,33,30
"ENSMUSG00000006676",1788,1694,2420,2192,1787
"ENSMUSG00000006678",183,261,119,304,280
"ENSMUSG00000006699",3499,3597,5006,4585,3939
"ENSMUSG00000006705",427,354,594,554.98,365
"ENSMUSG00000006711",1,0,3,1,0
"ENSMUSG00000006715",97,203,115,200,211
"ENSMUSG00000006717",94,111,146,138,108
"ENSMUSG00000006720",1,7,4,5,6
"ENSMUSG00000006724",1,0,1,0,0
"ENSMUSG00000006728",647.88,802.46,1403.22,1149.72,814.57
"ENSMUSG00000006731",2599.3,2005.57,4195.49,3167.61,1811.19
"ENSMUSG00000006732",150,93,202,167,114
"ENSMUSG00000006736",206.12,358.54,493.78,431.28,344.43
"ENSMUSG00000006740",1413,1314,903,1462,1313
"ENSMUSG00000006763",167,171,241,229,152
"ENSMUSG00000006764",0,0,0,0,0
"ENSMUSG00000006777",0,1,1,1,4
"ENSMUSG00000006782",2356.16,1958.02,3155.08,2457.03,1893.07
"ENSMUSG00000006784",5,3,2,3,1
"ENSMUSG00000006800",130,242,378.23,287,254
"ENSMUSG00000006818",333.3,309.82,586.83,519.9,356.86
