"","RR3_HRT_FLT_F1","RR3_HRT_FLT_F2","RR3_HRT_FLT_F9","RR3_HRT_GC_G7","RR3_HRT_GC_G8"
"ENSMUSG00000018932",2920,2566,3811,2261,1033
"ENSMUSG00000018965",2046,2285,3058,1978,1028
"ENSMUSG00000018973",0,0,0,0,0
"ENSMUSG00000018974",859,743,1168,690,344
"ENSMUSG00000018983",372,78,188,430,92
"ENSMUSG00000018986",162,121,358,162,130
"ENSMUSG00000018995",869,752,1404,713,424
"ENSMUSG00000018999",585,569,793,435,330
"ENSMUSG00000019027",9,4,15,5,3
"ENSMUSG00000019039",874,693,1274,679,427
"ENSMUSG00000019054",4906,3548,7392,3791,1971
"ENSMUSG00000019055",6419,6353,8743,5022,2702
"ENSMUSG00000019066",1130,1019,1425,874,502
"ENSMUSG00000019080",296,175,352,177,122
"ENSMUSG00000019082",2135,2066,1959,1187,505
"ENSMUSG00000019087",7794,7362,11459,6291,3914
"ENSMUSG00000019088",758,609,1152,549,320
"ENSMUSG00000019102",39,13,28,17,14
"ENSMUSG00000019122",471,511,559,197,125
"ENSMUSG00000019124",709,583,798,392,151
"ENSMUSG00000019132",8740,10388,14017,7868,5132
"ENSMUSG00000019139",1002,755,1160,766,415
"ENSMUSG00000019143",1424,1219,2223,1137,636
"ENSMUSG00000019146",0,0,0,0,0
"ENSMUSG00000019158",1795,1257,2296,1229,628
"ENSMUSG00000019173",2773,2171,3822,2128,1107
"ENSMUSG00000019178",6,3,5,7,0
"ENSMUSG00000019179",45159,40995,64308,35986,17158
"ENSMUSG00000019188",1417,1371,1916,1181,631
"ENSMUSG00000019189",765,641,1210,598,306
"ENSMUSG00000019194",619,565,967,591,344
"ENSMUSG00000019210",6652,5542,11327,5775,3343
"ENSMUSG00000019214",84,60,116,71,31
"ENSMUSG00000019230",1,1,1,0,0
"ENSMUSG00000019232",5,4,2,0,0
"ENSMUSG00000019235",91,82,149,39,31
"ENSMUSG00000019254",2410,1664,2831,1448,817
"ENSMUSG00000019256",610,398,939,428,278
"ENSMUSG00000019261",584,435,629,399,210
"ENSMUSG00000019278",2973,2790,3272,2140,690
"ENSMUSG00000019295",1439,1325,2109,1349,691
"ENSMUSG00000019297",557,426,708,388,265
"ENSMUSG00000019301",15,2,5,4,0
"ENSMUSG00000019302",4930,4478,7082,4150,2468
"ENSMUSG00000019303",123,124,209,122,74
"ENSMUSG00000019312",12,5,21,6,0
"ENSMUSG00000019320",54,40,68,28,22
"ENSMUSG00000019326",795,1062,1110,600,378
"ENSMUSG00000019338",725,661,877,460,315
"ENSMUSG00000019359",10,26,30,5,0
"ENSMUSG00000019362",4574,3464,6845,3905,2143
"ENSMUSG00000019368",2,13,6,1,0
"ENSMUSG00000019370",9292,7336,12868,7021,3985
"ENSMUSG00000019373",3780,3490,5858,3128,1781
"ENSMUSG00000019428",5190,3841,6526,3679,2070
"ENSMUSG00000019429",0,0,0,0,0
"ENSMUSG00000019432",3140,2660,4688,2238,1321
"ENSMUSG00000019433",1242,1001,1372,834,419
"ENSMUSG00000019437",331,243,499,221,114
"ENSMUSG00000019461",1020,958,1258,657,376
"ENSMUSG00000019464",12,11,41,12,4
"ENSMUSG00000019467",677,546,839,473,190
"ENSMUSG00000019470",1410,991,1840,1025,560
"ENSMUSG00000019471",5287,4702,7310,4495,2076
"ENSMUSG00000019478",541,459,702,432,255
"ENSMUSG00000019487",3608,3517,5098,2593,1609
"ENSMUSG00000019489",0,0,0,0,0
"ENSMUSG00000019494",3393,3107,4908,2782,1362
"ENSMUSG00000019505",9421,8135,15824,6581,4190
"ENSMUSG00000019518",567,459,667,358,248
"ENSMUSG00000019528",9218,8044,14128,6961,4353
"ENSMUSG00000019539",1235,1224,1482,959,451
"ENSMUSG00000019558",11316,10579,17413,8490,6764
"ENSMUSG00000019564",144,99,168,107,67
"ENSMUSG00000019577",70621,65977,24273,24648,13315
"ENSMUSG00000019578",2777,2224,3559,2188,1193
"ENSMUSG00000019579",1253,826,1734,1005,485
"ENSMUSG00000019590",284,409,286,113,83
"ENSMUSG00000019647",1763,1509,2317,1105,757
"ENSMUSG00000019659",1631,1287,2524,1349,789
"ENSMUSG00000019689",3550,2404,5034,2873,1539
"ENSMUSG00000019699",1629,1832,2431,1373,724
"ENSMUSG00000019710",3013,2602,5039,2638,1473
"ENSMUSG00000019715",1687,1476,2257,1324,627
"ENSMUSG00000019718",341,249,488,197,152
"ENSMUSG00000019726",1267,1287,1737,932,621
"ENSMUSG00000019731",6123,5200,9829,5064,3422
"ENSMUSG00000019732",1976,1864,2839,1296,702
"ENSMUSG00000019734",15,8,24,13,6
"ENSMUSG00000019737",11,4,17,3,0
"ENSMUSG00000019738",1658,1171,2695,1391,743
"ENSMUSG00000019756",0,0,0,0,0
"ENSMUSG00000019761",93,61,211,66,44
"ENSMUSG00000019762",1,0,2,0,0
"ENSMUSG00000019763",1583,1262,2619,1152,885
"ENSMUSG00000019767",42,32,53,18,3
"ENSMUSG00000019768",87,98,132,86,27
"ENSMUSG00000019772",1,0,0,0,0
"ENSMUSG00000019773",35,31,63,23,18
"ENSMUSG00000019774",480,335,641,362,202
"ENSMUSG00000019775",177,332,304,178,79
"ENSMUSG00000019777",2998,2779,4649,2484,1400
"ENSMUSG00000019779",177,104,208,103,89
"ENSMUSG00000019782",2007,1818,3287,1594,1106
"ENSMUSG00000019785",0,0,0,0,0
"ENSMUSG00000019787",24675,21434,41430,21067,12477
"ENSMUSG00000019789",376,352,534,298,141
"ENSMUSG00000019790",1331,1257,1775,982,747
"ENSMUSG00000019791",2317,1821,3684,1908,1135
"ENSMUSG00000019792",466,326,616,372,247
"ENSMUSG00000019794",746,597,1149,548,413
"ENSMUSG00000019795",3293,3101,5593,2954,1647
"ENSMUSG00000019796",230,254,372,177,111
"ENSMUSG00000019797",2889,2307,4310,2228,1360
"ENSMUSG00000019802",2759,2869,4515,2386,1464
"ENSMUSG00000019803",0,2,0,0,0
"ENSMUSG00000019804",4675,4122,6588,3720,2103
"ENSMUSG00000019806",1937,1661,2770,1507,891
"ENSMUSG00000019808",151,120,227,97,115
"ENSMUSG00000019809",1249,1069,1884,1043,503
"ENSMUSG00000019810",10484,9036,14757,8939,5187
"ENSMUSG00000019813",192,152,267,146,102
"ENSMUSG00000019814",1010,772,1530,860,557
"ENSMUSG00000019815",0,0,0,0,0
"ENSMUSG00000019817",252,152,151,293,49
"ENSMUSG00000019818",6888,7034,11070,6320,3871
"ENSMUSG00000019820",12701,12557,19052,9631,6993
"ENSMUSG00000019822",1406,1452,1769,943,506
"ENSMUSG00000019823",891,735,879,565,265
"ENSMUSG00000019826",456,351,620,332,205
"ENSMUSG00000019828",0,0,0,4,0
"ENSMUSG00000019831",14,15,20,14,11
"ENSMUSG00000019832",120,89,130,87,56
"ENSMUSG00000019834",0,0,0,0,0
"ENSMUSG00000019836",25,20,35,14,2
"ENSMUSG00000019837",1714,1445,2986,1512,827
"ENSMUSG00000019838",1817,1696,2707,1365,799
"ENSMUSG00000019841",1560,1735,2492,1348,891
"ENSMUSG00000019842",308,244,352,218,68
"ENSMUSG00000019843",2036,1850,2884,1561,987
"ENSMUSG00000019845",61,67,93,35,25
"ENSMUSG00000019846",8739,8340,11425,5995,3419
"ENSMUSG00000019848",840,856,1365,726,446
"ENSMUSG00000019849",2835,2653,3771,2175,1518
"ENSMUSG00000019850",249,213,414,203,90
"ENSMUSG00000019851",8242,6708,12613,6961,4315
"ENSMUSG00000019852",47,31,40,37,7
"ENSMUSG00000019853",120,72,140,92,24
"ENSMUSG00000019854",1365,1150,1960,1042,689
"ENSMUSG00000019856",67,59,99,54,46
"ENSMUSG00000019857",832,708,1377,692,509
"ENSMUSG00000019861",1230,1204,1866,990,628
"ENSMUSG00000019863",1874,1421,2836,1344,816
"ENSMUSG00000019864",3943,3615,6033,3177,1848
"ENSMUSG00000019865",3,4,5,5,0
"ENSMUSG00000019866",442,482,725,433,221
"ENSMUSG00000019867",0,0,0,0,0
"ENSMUSG00000019868",1197,934,1727,980,397
"ENSMUSG00000019872",4068,3675,5812,3395,1759
"ENSMUSG00000019873",2691,2919,4315,2146,1347
"ENSMUSG00000019874",101,45,87,56,36
"ENSMUSG00000019876",49,23,75,41,0
"ENSMUSG00000019877",12568,13356,20002,11377,6803
"ENSMUSG00000019878",971,877,1467,696,473
"ENSMUSG00000019880",16,8,17,14,3
"ENSMUSG00000019883",1402,1260,2547,1172,727
"ENSMUSG00000019888",0,0,0,0,0
"ENSMUSG00000019889",2022,1631,2653,1289,881
"ENSMUSG00000019890",46,38,83,31,4
"ENSMUSG00000019891",159,290,342,193,122
"ENSMUSG00000019892",0,0,0,0,0
"ENSMUSG00000019893",0,0,4,1,0
"ENSMUSG00000019894",3,10,9,5,0
"ENSMUSG00000019897",742,481,1081,571,311
"ENSMUSG00000019899",18296,21268,24709,14589,8458
"ENSMUSG00000019900",0,0,0,0,0
"ENSMUSG00000019905",0,0,0,0,0
"ENSMUSG00000019906",36,78,76,41,49
"ENSMUSG00000019907",5001,4464,7419,3920,2672
"ENSMUSG00000019909",0,0,0,0,0
"ENSMUSG00000019913",9,0,0,0,0
"ENSMUSG00000019916",3286,3585,5097,3096,1833
"ENSMUSG00000019917",1215,1073,1982,945,457
"ENSMUSG00000019920",8432,8973,15415,8202,5269
"ENSMUSG00000019923",2643,2496,4550,2315,1664
"ENSMUSG00000019927",1193,1207,1781,1010,587
"ENSMUSG00000019929",34620,34722,51329,35840,13090
"ENSMUSG00000019932",1,0,2,0,0
"ENSMUSG00000019933",85,57,72,73,10
"ENSMUSG00000019935",1,2,7,0,0
"ENSMUSG00000019936",6,10,12,0,0
"ENSMUSG00000019942",95,62,62,58,66
"ENSMUSG00000019943",5360,5325,8943,4345,2768
"ENSMUSG00000019944",4498,10160,4835,2579,1729
"ENSMUSG00000019945",1103,977,1572,1033,542
"ENSMUSG00000019947",3056,3765,4220,2343,1242
"ENSMUSG00000019948",506,512,894,546,262
"ENSMUSG00000019951",1645,1666,2724,1469,976
"ENSMUSG00000019952",371,296,393,278,103
"ENSMUSG00000019960",1555,1309,1648,1061,640
"ENSMUSG00000019961",2196,1942,3234,1749,889
"ENSMUSG00000019966",4010,4494,6706,3097,2124
"ENSMUSG00000019969",1962,1869,2698,1652,1011
"ENSMUSG00000019970",2122,2928,2079,1425,914
"ENSMUSG00000019971",830,855,1279,802,486
"ENSMUSG00000019975",968,790,1269,712,411
"ENSMUSG00000019977",3415,2863,5464,2484,1638
"ENSMUSG00000019978",3271,3148,4654,2459,1323
"ENSMUSG00000019979",603,603,756,406,257
"ENSMUSG00000019982",62,4,3,7,0
"ENSMUSG00000019984",1462,1083,2006,1023,721
"ENSMUSG00000019986",162,164,263,111,71
"ENSMUSG00000019987",6,37,51,10,0
"ENSMUSG00000019988",748,685,1096,471,328
"ENSMUSG00000019989",628,650,697,392,157
"ENSMUSG00000019990",1372,1491,1621,1113,507
"ENSMUSG00000019992",12,3,7,5,2
"ENSMUSG00000019996",1242,1095,1655,812,449
"ENSMUSG00000019997",4669,5869,6089,7045,2384
"ENSMUSG00000019998",2373,2026,3699,2032,1109
"ENSMUSG00000020000",113,72,146,66,51
"ENSMUSG00000020003",1515,1177,2170,1297,799
"ENSMUSG00000020007",0,2,7,2,0
"ENSMUSG00000020009",2682,3092,3505,2148,1159
"ENSMUSG00000020010",0,1,14,0,0
"ENSMUSG00000020014",94,111,131,62,24
"ENSMUSG00000020015",1104,927,1403,811,495
"ENSMUSG00000020017",216,57,168,55,24
"ENSMUSG00000020018",543,391,749,504,216
"ENSMUSG00000020019",701,687,889,552,213
"ENSMUSG00000020020",6,1,2,0,0
"ENSMUSG00000020021",680,721,957,558,298
"ENSMUSG00000020022",26180,21189,43231,20328,10938
"ENSMUSG00000020023",2512,3484,3431,1755,1188
"ENSMUSG00000020024",1252,1053,1645,925,614
"ENSMUSG00000020027",1142,1061,1042,633,531
"ENSMUSG00000020029",18563,14523,25529,12286,6112
"ENSMUSG00000020032",1986,1712,2916,1449,791
"ENSMUSG00000020033",0,0,0,0,0
"ENSMUSG00000020034",5597,4970,9457,4923,2892
"ENSMUSG00000020037",0,1,0,2,0
"ENSMUSG00000020038",538,269,770,436,262
"ENSMUSG00000020042",238,150,170,128,48
"ENSMUSG00000020044",9342,19636,12215,6779,4263
"ENSMUSG00000020048",16884,17934,24814,16370,9540
"ENSMUSG00000020051",1288,1902,1828,2329,311
"ENSMUSG00000020052",2,0,1,0,0
"ENSMUSG00000020053",854,826,1153,812,283
"ENSMUSG00000020056",1486,1161,2148,1104,604
"ENSMUSG00000020057",275,260,365,124,107
"ENSMUSG00000020059",7,3,27,11,0
"ENSMUSG00000020061",18,5,6,0,1
"ENSMUSG00000020062",2,0,0,0,0
"ENSMUSG00000020063",867,772,1354,767,435
"ENSMUSG00000020064",2306,2168,3698,1927,1045
"ENSMUSG00000020067",9115,9621,13436,7121,5124
"ENSMUSG00000020069",1355,871,2215,1120,486
"ENSMUSG00000020070",379,339,547,338,144
"ENSMUSG00000020072",110,97,119,60,29
"ENSMUSG00000020074",2213,2357,2935,1726,977
"ENSMUSG00000020075",3208,2882,4613,2663,1542
"ENSMUSG00000020076",2452,2364,3949,2091,1217
"ENSMUSG00000020077",1443,1433,2032,1152,680
"ENSMUSG00000020078",4649,4605,8051,4120,2739
"ENSMUSG00000020079",1938,1773,3046,1501,963
"ENSMUSG00000020080",0,2,0,0,0
"ENSMUSG00000020081",0,5,0,0,0
"ENSMUSG00000020083",185,119,226,130,61
"ENSMUSG00000020085",1458,1372,2066,1014,634
"ENSMUSG00000020086",333,272,407,251,148
"ENSMUSG00000020087",768,679,1198,631,377
"ENSMUSG00000020088",8284,7849,13263,6334,4268
"ENSMUSG00000020089",2182,1848,3124,1765,1114
"ENSMUSG00000020090",9,3,28,3,0
"ENSMUSG00000020091",4706,4786,6266,3763,2442
"ENSMUSG00000020092",1240,1335,1679,851,558
"ENSMUSG00000020096",33,0,2,3,2
"ENSMUSG00000020097",1854,1764,2874,1530,792
"ENSMUSG00000020098",51,75,79,60,12
"ENSMUSG00000020099",1416,1305,2405,1201,811
"ENSMUSG00000020100",312,312,434,258,163
"ENSMUSG00000020101",1512,1350,2367,992,555
"ENSMUSG00000020102",1382,1107,1410,592,526
"ENSMUSG00000020105",145,133,179,92,69
"ENSMUSG00000020107",2784,2158,4125,2276,1225
"ENSMUSG00000020108",1564,3095,1625,1237,836
"ENSMUSG00000020109",2276,2044,2967,1725,962
"ENSMUSG00000020111",864,890,1316,748,315
"ENSMUSG00000020114",2820,2611,4217,2439,1386
"ENSMUSG00000020115",1065,1036,1673,814,526
"ENSMUSG00000020116",1309,1353,2330,1364,943
"ENSMUSG00000020120",510,461,922,810,233
"ENSMUSG00000020121",166,152,219,140,67
"ENSMUSG00000020122",1192,1296,1574,862,430
"ENSMUSG00000020123",53,86,170,88,34
"ENSMUSG00000020124",6173,5818,9558,5176,3567
"ENSMUSG00000020125",2,0,0,3,0
"ENSMUSG00000020128",1509,1410,2530,1286,847
"ENSMUSG00000020130",1379,1671,1808,1026,588
"ENSMUSG00000020131",90,66,80,26,37
"ENSMUSG00000020132",4975,4980,7326,4050,3074
"ENSMUSG00000020133",1208,991,1711,795,409
"ENSMUSG00000020134",816,747,1140,559,292
"ENSMUSG00000020135",709,593,920,489,289
"ENSMUSG00000020137",639,805,1021,583,441
"ENSMUSG00000020140",6,9,11,1,0
"ENSMUSG00000020142",307,397,575,209,246
"ENSMUSG00000020143",423,300,539,434,282
"ENSMUSG00000020149",6656,6223,9531,5680,3382
"ENSMUSG00000020150",234,179,328,169,48
"ENSMUSG00000020151",54,122,135,57,28
"ENSMUSG00000020152",4670,4782,7074,4077,2154
"ENSMUSG00000020153",19478,14397,26717,14280,7920
"ENSMUSG00000020154",14361,17699,22353,9206,7136
"ENSMUSG00000020155",36,68,78,36,38
"ENSMUSG00000020156",867,666,1121,535,320
"ENSMUSG00000020159",4,0,0,0,0
"ENSMUSG00000020160",1634,1416,2310,1308,743
"ENSMUSG00000020163",47500,34182,67671,36467,17810
"ENSMUSG00000020164",0,0,0,0,0
"ENSMUSG00000020166",2199,1965,3542,1830,1150
"ENSMUSG00000020167",882,600,1046,730,275
"ENSMUSG00000020168",0,0,0,0,0
"ENSMUSG00000020169",348,480,489,303,156
"ENSMUSG00000020170",1818,1783,2846,1470,1021
"ENSMUSG00000020171",982,693,1295,833,412
"ENSMUSG00000020173",519,479,829,388,216
"ENSMUSG00000020175",55,30,54,32,29
"ENSMUSG00000020176",6885,7490,11275,4918,4041
"ENSMUSG00000020177",0,0,0,0,0
"ENSMUSG00000020178",547,372,672,336,192
"ENSMUSG00000020180",2065,2033,3434,1798,696
"ENSMUSG00000020181",717,758,1316,573,256
"ENSMUSG00000020182",232,278,80,538,8
"ENSMUSG00000020183",330,405,471,274,129
"ENSMUSG00000020184",2819,2844,4070,2355,1385
"ENSMUSG00000020185",103,43,58,23,15
"ENSMUSG00000020186",952,784,1275,1018,188
"ENSMUSG00000020189",10796,10836,18079,10259,6190
"ENSMUSG00000020190",7687,9320,10465,5152,3844
"ENSMUSG00000020191",25,28,35,36,7
"ENSMUSG00000020193",57,46,121,48,33
"ENSMUSG00000020196",2043,1865,2852,1459,911
"ENSMUSG00000020198",4594,4090,6902,3547,2345
"ENSMUSG00000020205",154,190,287,544,93
"ENSMUSG00000020211",899,725,1158,593,353
"ENSMUSG00000020212",289,277,426,224,152
"ENSMUSG00000020213",0,0,0,0,0
"ENSMUSG00000020214",0,0,0,0,0
"ENSMUSG00000020216",22,8,28,22,7
"ENSMUSG00000020218",759,1028,419,1265,96
"ENSMUSG00000020219",2474,1853,3448,1974,967
"ENSMUSG00000020220",16506,16860,26078,13117,8387
"ENSMUSG00000020224",302,269,417,221,91
"ENSMUSG00000020225",1867,1624,3000,1708,897
"ENSMUSG00000020226",0,0,0,0,0
"ENSMUSG00000020227",295,394,448,152,133
"ENSMUSG00000020228",801,675,1027,587,356
"ENSMUSG00000020229",0,0,0,0,0
"ENSMUSG00000020230",462,453,703,400,340
"ENSMUSG00000020231",981,836,1288,524,381
"ENSMUSG00000020232",1058,629,1169,716,456
"ENSMUSG00000020234",6,2,4,3,3
"ENSMUSG00000020235",1272,1062,1794,1054,690
"ENSMUSG00000020238",2718,2177,3306,2073,1101
"ENSMUSG00000020241",5119,6017,5748,3447,2028
"ENSMUSG00000020246",1736,1501,2452,1455,836
"ENSMUSG00000020248",699,508,982,497,258
"ENSMUSG00000020250",3267,2529,4669,2237,1575
"ENSMUSG00000020251",220,145,248,161,88
"ENSMUSG00000020253",528,337,693,361,170
"ENSMUSG00000020255",1486,1567,2301,1093,743
"ENSMUSG00000020256",1177,909,1321,888,461
"ENSMUSG00000020257",2618,2561,4008,2089,1545
"ENSMUSG00000020258",121,151,210,120,50
"ENSMUSG00000020260",2586,2313,3735,2266,1372
"ENSMUSG00000020261",613,560,878,429,252
"ENSMUSG00000020262",1303,1087,1865,819,483
"ENSMUSG00000020263",2890,2043,3832,1742,1196
"ENSMUSG00000020264",1249,1312,1875,1129,526
"ENSMUSG00000020265",1750,1547,2559,1337,757
"ENSMUSG00000020267",7413,5586,11121,6129,2761
"ENSMUSG00000020268",1055,1004,1670,854,596
"ENSMUSG00000020270",0,0,0,0,0
"ENSMUSG00000020271",2591,2588,4409,2338,1264
"ENSMUSG00000020272",1026,942,1277,747,428
"ENSMUSG00000020273",859,808,1318,749,477
"ENSMUSG00000020275",1205,631,1857,1045,726
"ENSMUSG00000020277",8044,6911,11653,6176,3859
"ENSMUSG00000020279",7,13,19,9,3
"ENSMUSG00000020280",681,576,1095,577,302
"ENSMUSG00000020282",938,845,1184,634,466
"ENSMUSG00000020283",1928,1765,3293,1694,1066
"ENSMUSG00000020284",689,578,864,531,263
"ENSMUSG00000020286",0,0,0,0,0
"ENSMUSG00000020287",332,264,482,287,196
"ENSMUSG00000020288",1322,1273,2207,1075,795
"ENSMUSG00000020289",978,815,1409,641,336
"ENSMUSG00000020290",2425,2567,4421,2436,1466
"ENSMUSG00000020295",33,4,11,41,0
"ENSMUSG00000020297",9,0,8,15,0
"ENSMUSG00000020299",0,1,0,0,0
"ENSMUSG00000020300",4185,5333,6113,3757,2535
"ENSMUSG00000020303",1043,1326,1694,744,405
"ENSMUSG00000020305",432,407,780,418,235
"ENSMUSG00000020307",4704,3961,7339,4099,2147
"ENSMUSG00000020308",416,267,477,309,216
"ENSMUSG00000020309",930,678,1597,808,434
"ENSMUSG00000020310",1,0,1,6,0
"ENSMUSG00000020311",1599,1892,2275,1515,827
"ENSMUSG00000020312",180,120,214,96,76
"ENSMUSG00000020315",87151,88968,126696,66713,42015
"ENSMUSG00000020317",0,0,0,0,0
"ENSMUSG00000020319",440,377,614,377,233
"ENSMUSG00000020321",116689,101193,191359,98123,57395
"ENSMUSG00000020323",11,7,0,3,5
"ENSMUSG00000020325",324,194,318,165,73
"ENSMUSG00000020326",63225,57850,99814,51577,33137
"ENSMUSG00000020327",0,0,0,1,0
"ENSMUSG00000020328",653,568,1108,523,264
"ENSMUSG00000020329",1790,1700,2401,1241,837
"ENSMUSG00000020330",48,39,44,6,36
"ENSMUSG00000020331",1342,1482,1560,1187,567
"ENSMUSG00000020332",0,0,0,0,0
"ENSMUSG00000020333",1058,840,1271,894,419
"ENSMUSG00000020334",180,219,234,154,70
"ENSMUSG00000020335",141,111,178,97,23
"ENSMUSG00000020340",904,1045,1459,919,762
"ENSMUSG00000020346",2984,2508,4294,2387,1272
"ENSMUSG00000020349",9249,8543,14844,7474,4579
"ENSMUSG00000020354",3424,3247,5611,2914,1948
"ENSMUSG00000020357",1237,1359,2102,1159,657
"ENSMUSG00000020358",5639,4756,8628,4458,2651
"ENSMUSG00000020359",437,358,689,326,230
"ENSMUSG00000020361",9945,9443,15448,8648,5453
"ENSMUSG00000020362",1732,1745,2400,1370,864
"ENSMUSG00000020363",945,867,924,522,176
"ENSMUSG00000020364",132,131,250,132,60
"ENSMUSG00000020366",2668,2409,4250,2241,1227
"ENSMUSG00000020368",24348,22679,38104,21512,13415
"ENSMUSG00000020372",17249,13337,24369,14199,7459
"ENSMUSG00000020374",46,67,94,12,21
"ENSMUSG00000020375",1862,1941,2754,1615,864
"ENSMUSG00000020376",2378,2267,3712,2112,1196
"ENSMUSG00000020377",195,99,166,141,65
"ENSMUSG00000020380",1073,1136,1603,897,445
"ENSMUSG00000020381",155,104,222,94,32
"ENSMUSG00000020383",0,0,3,0,0
"ENSMUSG00000020385",1190,687,1270,779,352
"ENSMUSG00000020386",3880,3400,6457,3324,1844
"ENSMUSG00000020387",870,1731,1562,775,491
"ENSMUSG00000020388",480,229,534,244,118
"ENSMUSG00000020389",223,142,362,152,138
"ENSMUSG00000020390",10191,10297,16762,9005,4862
"ENSMUSG00000020392",693,611,1025,562,281
"ENSMUSG00000020393",7940,6521,11986,5938,4336
"ENSMUSG00000020395",80,53,33,77,17
"ENSMUSG00000020396",8,1,0,0,0
"ENSMUSG00000020397",456,446,788,413,293
"ENSMUSG00000020399",8,15,42,19,12
"ENSMUSG00000020400",1648,1143,2339,1004,745
"ENSMUSG00000020401",0,0,0,0,0
"ENSMUSG00000020402",47110,41633,74369,37896,23501
"ENSMUSG00000020405",0,0,0,0,0
"ENSMUSG00000020407",218,250,292,180,115
"ENSMUSG00000020409",2065,1919,3275,1700,1086
"ENSMUSG00000020411",2,0,2,0,0
"ENSMUSG00000020412",1277,1157,1712,1031,754
"ENSMUSG00000020413",1007,996,1655,882,600
"ENSMUSG00000020415",238,161,225,240,164
"ENSMUSG00000020419",1,0,0,0,0
"ENSMUSG00000020420",269,273,370,209,148
"ENSMUSG00000020422",2532,2469,3600,1799,1105
"ENSMUSG00000020423",2050,2285,2270,1700,952
"ENSMUSG00000020424",197,355,214,109,59
"ENSMUSG00000020427",1392,2433,2373,2099,868
"ENSMUSG00000020428",0,0,0,0,0
"ENSMUSG00000020429",0,0,0,0,0
"ENSMUSG00000020430",1614,1515,2599,1345,842
"ENSMUSG00000020431",233,94,139,166,56
"ENSMUSG00000020432",3567,3171,4216,2303,1097
"ENSMUSG00000020434",36,25,34,26,3
"ENSMUSG00000020435",1823,1890,2920,1317,928
"ENSMUSG00000020436",0,0,0,0,0
"ENSMUSG00000020437",130,93,131,108,46
"ENSMUSG00000020439",5492,3989,6197,3579,1992
"ENSMUSG00000020440",1810,1385,2177,1676,846
"ENSMUSG00000020441",396,293,423,241,105
"ENSMUSG00000020444",2850,2264,4174,2332,1227
"ENSMUSG00000020447",1,6,1,1,0
"ENSMUSG00000020448",1337,1146,2051,1046,721
"ENSMUSG00000020451",1559,1283,2354,1218,755
"ENSMUSG00000020453",922,960,1421,803,450
"ENSMUSG00000020454",1770,1795,2780,1366,1026
"ENSMUSG00000020455",819,495,990,526,443
"ENSMUSG00000020456",168600,168979,261623,143649,83981
"ENSMUSG00000020457",2243,1969,3553,2005,1088
"ENSMUSG00000020458",3732,3591,5477,2843,1691
"ENSMUSG00000020459",2969,2569,5067,2605,1546
"ENSMUSG00000020460",6839,5671,10721,6048,3171
"ENSMUSG00000020461",1,3,0,0,0
"ENSMUSG00000020462",584,607,857,572,425
"ENSMUSG00000020463",1929,1924,3029,1557,1001
"ENSMUSG00000020464",2070,1863,3020,1607,1085
"ENSMUSG00000020467",756,613,993,282,167
"ENSMUSG00000020469",25611,4268,867,133,13
"ENSMUSG00000020471",702,615,1080,580,312
"ENSMUSG00000020472",1150,1073,1348,754,452
"ENSMUSG00000020473",1474,1365,2251,680,395
"ENSMUSG00000020474",91,33,61,44,0
"ENSMUSG00000020475",32760,27464,51336,25580,14719
"ENSMUSG00000020476",1727,1306,2120,1298,684
"ENSMUSG00000020477",2149,1874,3306,1977,1119
"ENSMUSG00000020481",0,0,0,0,0
"ENSMUSG00000020482",1311,1411,2298,1600,770
"ENSMUSG00000020483",7305,6520,9770,6083,2543
"ENSMUSG00000020484",3201,3096,4651,3233,1586
"ENSMUSG00000020485",983,905,1593,794,471
"ENSMUSG00000020486",1793,1246,2481,1360,605
"ENSMUSG00000020490",11,8,8,10,0
"ENSMUSG00000020491",232,191,388,174,58
"ENSMUSG00000020492",864,774,1610,838,490
"ENSMUSG00000020493",50,33,45,35,2
"ENSMUSG00000020495",718,669,1079,653,268
"ENSMUSG00000020496",6264,4689,9145,4710,2757
"ENSMUSG00000020513",372,258,497,273,191
"ENSMUSG00000020514",1201,1066,1826,968,424
"ENSMUSG00000020515",2647,2134,3666,2216,1207
"ENSMUSG00000020516",2073,1719,3275,1631,971
"ENSMUSG00000020519",851,690,1235,592,294
"ENSMUSG00000020520",496,423,641,394,206
"ENSMUSG00000020521",1157,974,1898,1059,690
"ENSMUSG00000020522",1020,944,1628,847,459
"ENSMUSG00000020523",2443,2283,4082,2078,1189
"ENSMUSG00000020524",17,8,15,3,9
"ENSMUSG00000020525",567,597,916,424,311
"ENSMUSG00000020526",382,295,649,305,193
"ENSMUSG00000020527",185,120,216,93,70
