"","Mmus_C57-6J_LVR_DI_1y_Rep1","Mmus_C57-6J_LVR_DI_1y_Rep2","Mmus_C57-6J_LVR_DI_1y_Rep3","Mmus_C57-6J_LVR_LN2_1y_Rep1","Mmus_C57-6J_LVR_LN2_1y_Rep2","Mmus_C57-6J_LVR_LN2_1y_Rep3","Mmus_C57-6J_LVR_LN2_3d_Rep1","Mmus_C57-6J_LVR_LN2_3d_Rep2","Mmus_C57-6J_LVR_LN2_3d_Rep3"
"ENSMUSG00000030365",5,8,0,9,6,4,10.08,8,13.08
"ENSMUSG00000030366",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030368",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030373",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030374",708,955,803,985,707,750,813,919,740
"ENSMUSG00000030376",0,0,2,0,0,1,0,2,0
"ENSMUSG00000030378",14625,11018,12147,11144,11293,13562,20633,7922,20218
"ENSMUSG00000030380",14,9,4,1,3,10,12,9,9
"ENSMUSG00000030382",29865,27083,25179,35948,26585,25758,30813,29729,30374
"ENSMUSG00000030385",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030386",107,103,89,130,97,142,138,116,108
"ENSMUSG00000030393",1,16,8,6,5,11,26,3,13
"ENSMUSG00000030397",369,486,421,619,538,489,472,494,412
"ENSMUSG00000030399",2,4,4,10,4,9,2,3,8
"ENSMUSG00000030400",283,361,269,401,247,284,362,323,285
"ENSMUSG00000030401",1,13,10,16,7,8,10,10,8
"ENSMUSG00000030402",0,0,0,4,0,0,1,0,1
"ENSMUSG00000030403",381,627,521,902,447,463,491,530,539
"ENSMUSG00000030406",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030407",357,371,392,424,329,376,473,376,410
"ENSMUSG00000030409",285,409,284,704,301,376,526,432,440
"ENSMUSG00000030410",510,562,495,665,490,467,602,527,540
"ENSMUSG00000030411",33,60,41,40,34,32,39,41,50
"ENSMUSG00000030413",11,2,3,6,7,6,6,3,3
"ENSMUSG00000030417",572.79,614.5,505.7,689.72,478.13,425.78,475.32,664.89,485.85
"ENSMUSG00000030421",638,680,691,817,643,648,757,828,645
"ENSMUSG00000030423",361,329,303,433,279,311,329,292,371
"ENSMUSG00000030424",34.9,25.89,43.38,43.4,42.41,41.87,60.26,23.84,66.83
"ENSMUSG00000030427",2.53,4.99,0,5.34,1.17,0,3.99,2.22,0
"ENSMUSG00000030428",5,7,11,10,8,7,9,32,10
"ENSMUSG00000030431",680,481,433,716,508,490,400,524,468
"ENSMUSG00000030432",2708.89,2481,2171.43,3355.14,2462.8,2265.87,1895.64,2485.78,2041.12
"ENSMUSG00000030433",0,5,1,0,0,1,1,1,0
"ENSMUSG00000030435",1688.97,1739.65,1599.52,2190.99,1554.98,1458.77,1735.75,1777.6,1556.93
"ENSMUSG00000030443",0,1,9,4,4,3,0,1,2
"ENSMUSG00000030446",48.41,47.88,67.1,89.36,57.36,58.56,97.22,65.85,73.93
"ENSMUSG00000030447",995,1204,1236,1527,1113,1252,1510,1149,1436
"ENSMUSG00000030450",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030451",687,864,850,1063,837,850,1279,743,741
"ENSMUSG00000030452",615,751,726,929,653,653,699,711.76,667
"ENSMUSG00000030463",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030465",915,1126,1060,1367,1102,1143,1794,976,1147
"ENSMUSG00000030468",5,7,6,8,1,6,13,11,8
"ENSMUSG00000030469",89,132,75,115,84,114,154,73,91
"ENSMUSG00000030470",1021,474,294,786,559,685,818,536,806
"ENSMUSG00000030471",115,119,92,184,103,151,143,125,101
"ENSMUSG00000030472",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030474",93,93,51,340,95,101,124,104,162
"ENSMUSG00000030483",258.17,412.56,530,850.54,384.63,241.27,3420.38,3216.09,3087.11
"ENSMUSG00000030484",0,0,0,0,0,0,0,0,1
"ENSMUSG00000030486",71.47,43.14,32.81,59.86,36.05,50.78,61.33,40.38,40.31
"ENSMUSG00000030491",1,2,0,1,3,0,0,0,0
"ENSMUSG00000030492",0,1,0,0,0,0,0,0,2
"ENSMUSG00000030493",61,100,81,78,51,45,82,59,60
"ENSMUSG00000030494",409,334,431,538,560,511,465,628,608
"ENSMUSG00000030495",0,0,0,0,0,1,0,0,1
"ENSMUSG00000030498",954,988,1224,1201,718,730,1319,1492,1476
"ENSMUSG00000030499",94,163,101,109,94,119,136,131,127
"ENSMUSG00000030500",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030505",162,207,237,285,157,190,206,245,172
"ENSMUSG00000030507",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030509",261,283,235,283,288,314,386,228,278
"ENSMUSG00000030510",1,0,0,0,0,0,0,0,1
"ENSMUSG00000030512",313,321,273,427,245,222,313,361,381
"ENSMUSG00000030513",3357,3750,3620,5252,3584,4285,4776,4396,4260
"ENSMUSG00000030515",315,382,445,476,337,398,505,397.95,375
"ENSMUSG00000030516",945,1063,1181,1498,1035,1423,1780,1086,1325
"ENSMUSG00000030518",10,6,12,24,1,14,12,4,9
"ENSMUSG00000030519",4,2,0,3,0,5,2,6,2
"ENSMUSG00000030521",205,383,353,345,194,224,209,400,185
"ENSMUSG00000030522",764,917,925,1140,753,1003,992,863,743
"ENSMUSG00000030523",2,3,1,0,0,2,4,1,1
"ENSMUSG00000030525",0,0,1,0,0,0,0,0,0
"ENSMUSG00000030527",328,377,354,379,344,383,439,423,328
"ENSMUSG00000030528",48,62,33,54,37,42,83,31,45
"ENSMUSG00000030530",7544,8303,8131,10824,8327,8650,8712,8481,7522
"ENSMUSG00000030532",72,55,50,75,36,57,78,49,71
"ENSMUSG00000030533",252,314,319,318,254,273,307,255,277
"ENSMUSG00000030534",113,173,140,188,109,132,211,146,109
"ENSMUSG00000030536",236,384,334,691,271,382,404,270,324
"ENSMUSG00000030538",1333,1184,1075,1443,1067,996,883,1210,1004
"ENSMUSG00000030539",201,151,146,363,255,219,317,261,270
"ENSMUSG00000030541",3072,3424,3424,4362,2890,3392,4171,5024,5419
"ENSMUSG00000030543",2,3,0,7,1,1,7,4,7
"ENSMUSG00000030544",0,2,0,0,0,1,0,3,0
"ENSMUSG00000030545",1720,1276,1072,1995,1811,2773,1381,1887,1138
"ENSMUSG00000030546",0,0,3,2,0,5,0,0,0
"ENSMUSG00000030549",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030551",801.81,981.97,903.97,1136.89,766.8,1015.71,1175,1279.73,1145.77
"ENSMUSG00000030553",8,6,6,6,7,7,3,7,5
"ENSMUSG00000030554",12,15,4,19,5,15,25,3,6
"ENSMUSG00000030555",1171,1400,1338,2374,1194,1676,956,848,1121
"ENSMUSG00000030556",478,850,902,1248,586,693,438,617,455
"ENSMUSG00000030557",584,826,711,1037,792,914,964,817,682
"ENSMUSG00000030559",24,22,34,41,14,35,18,52,24
"ENSMUSG00000030560",6700,6026,6486,8987,5863,5860,7668,7745,7298
"ENSMUSG00000030562",574,520,391,502,496,486,714,529,491
"ENSMUSG00000030577",11,36,16,43,21,35,63,42,35
"ENSMUSG00000030579",167,234,224,437,193,217,244,209,288
"ENSMUSG00000030583",173,238,211,379,285,283,450,220,301
"ENSMUSG00000030584",5,5,2,10,2,8,15,1,3
"ENSMUSG00000030587",191,152,99,191,98,96,135,160,178
"ENSMUSG00000030588",900,774,722,1050,708,635,743,796,861
"ENSMUSG00000030589",6,11,4,13,12,16,14,12,13
"ENSMUSG00000030590",191,191,205,263,237,158,220,197,160
"ENSMUSG00000030591",2759,2661,2556,3360,2481,2459,2769,3107,2905
"ENSMUSG00000030592",5,2,3,9,3,10,8,1,6
"ENSMUSG00000030595",648,629,559,773,561,543,644,637,671
"ENSMUSG00000030598",20,26,36,24,19,17,18,33,26
"ENSMUSG00000030600",2,13,8,6,4,13,11,6,7
"ENSMUSG00000030602",332,464,401,569,420,382,393,408,460
"ENSMUSG00000030603",2216,2413,2098,2819,2100,1994,2295,2654,2385
"ENSMUSG00000030604",98.11,104.59,77.12,202.12,121.06,130.17,192.41,110.14,99
"ENSMUSG00000030605",291,282,331,435,341,399,323,332,300
"ENSMUSG00000030606",0,0,0,1,0,0,1,0,0
"ENSMUSG00000030607",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030609",294,520,358,547,291,357,360,411,333
"ENSMUSG00000030610",236,236,163,252,193,220,255,191,255
"ENSMUSG00000030611",255,272,283,404,221,257,238,293,303
"ENSMUSG00000030612",504,484,443,634,382,365,422,468,440
"ENSMUSG00000030613",217,279,221,305,195,227,235,215,286
"ENSMUSG00000030614",634,592,647,878,537,687,666,569,646
"ENSMUSG00000030615",691.99,714,659,809.99,574,647,622,669,708
"ENSMUSG00000030616",14,17,18,28,16,22,13,14,15
"ENSMUSG00000030617",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030619",309,427,420,413,371,318,386,487,339
"ENSMUSG00000030621",1,1,5.01,1,2,0,10,5,4.01
"ENSMUSG00000030623",0,0,0,0,1,0,1,0,0
"ENSMUSG00000030629",2093,1843,1590,2522,2183,2316,1943,2382,1866
"ENSMUSG00000030630",23579,20003,18047,26186,19475,18188,20230,20646,21677
"ENSMUSG00000030636",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030638",0,0,0,0,0,2,0,0,0
"ENSMUSG00000030641",14,70,16,34,11,29,34,25,79
"ENSMUSG00000030643",824,234,231,557,624,1217,479,434,482
"ENSMUSG00000030647",1966,1749,1653,2502,1581,1538,1449,1820,1729
"ENSMUSG00000030649",191,183,216,298,147.51,170,187,225.5,198
"ENSMUSG00000030650",0,0,0,0,0,0,2,0,0
"ENSMUSG00000030651",34.13,27.02,17.42,37.02,16.04,23.06,13.02,14.01,19.87
"ENSMUSG00000030652",409,458,362,603,276,285,266,401,384
"ENSMUSG00000030653",155.78,678.96,557.1,796.42,300.59,0.02,572.38,32.68,532.82
"ENSMUSG00000030654",3028,3282,2890,3736,2756,3103,3643,3767,3422
"ENSMUSG00000030655",831,1055,889,1184,919,1065,1495,716,845
"ENSMUSG00000030657",6,3,4,11,0,1,6,2,9
"ENSMUSG00000030659",53,91,74,106,58,74,118,52,97
"ENSMUSG00000030660",695,832,1002,1244,804,881,1201,724,666
"ENSMUSG00000030662",1336,1502,1478,1967.77,1457.89,1624,1520,1418,1340
"ENSMUSG00000030663",967,1095,988.15,1256,785,876.58,1050,1086,1024.19
"ENSMUSG00000030664",22,15,18,19,19,14,6,26,21
"ENSMUSG00000030666",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030669",0,2,0,0,0,0,0,0,0
"ENSMUSG00000030670",321,459,436,511,343,291,509,366,390
"ENSMUSG00000030671",1840,2256,2765,2682,1996,2175,2870,2240,2075
"ENSMUSG00000030672",30,33,19,33,16,24,13,31,30
"ENSMUSG00000030674",4779,5021.95,4631,6580.98,3958,3678.98,3900,4325,4925
"ENSMUSG00000030677",18,89,14,21,32,21,30,15,41
"ENSMUSG00000030678",1600,2097,1853,2488,1771,1809,2012,2114,1875
"ENSMUSG00000030680",278.99,314.67,307.27,437.75,282.86,298.47,264.48,381.24,343.06
"ENSMUSG00000030681",1060.11,1118.95,1053.96,1586.02,1208,1030.3,1268.39,1406.12,1207.77
"ENSMUSG00000030682",986,1153,1040,1413,1006,1006,1062,1218,1122
"ENSMUSG00000030683",6.32,10,6,12,3,12,19,7,9.64
"ENSMUSG00000030685",94.94,68,76,129,94,75,115,55,82.71
"ENSMUSG00000030688",31747,26542,24265,35183,26032,26358,27588,32576,29724
"ENSMUSG00000030689",276,317,289,400,270,329,284,263,242
"ENSMUSG00000030691",425,592,636,855,775,647,721,423,607
"ENSMUSG00000030693",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030695",2280.97,2345.88,2305,3344.9,2343.88,2188.97,1736,2433.93,1895.96
"ENSMUSG00000030697",817,787,780,1132,789,789,800,969,851
"ENSMUSG00000030699",4,7,4,8,3,6,3,4,5
"ENSMUSG00000030701",558,558,828,1018,901,653,749,1478,635
"ENSMUSG00000030703",1,0,0,2,1,0,4,3,2
"ENSMUSG00000030704",1406,1690,1812,1866,1374,1561,1649,1456,1310
"ENSMUSG00000030706",703.67,832.08,719,1168.15,740,671,608.32,830.02,713.4
"ENSMUSG00000030707",193,259,188,342,198,196,133,174,148
"ENSMUSG00000030708",6,5,11,15,4,9,5,6,2
"ENSMUSG00000030711",17314.68,13492.83,12629,19218,15193,14403.66,15646,15990,18349.26
"ENSMUSG00000030713",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030714",323,374,397,415,325,300,346,484,348
"ENSMUSG00000030717",23,50,53,65,36,33,16,20,21
"ENSMUSG00000030718",693,736,748,959,801,788,672,658,676
"ENSMUSG00000030720",370,343,294,453,322,308,323,345,316
"ENSMUSG00000030722",37,84,74,87,48,60,77,102,69
"ENSMUSG00000030724",24,23,9,28,11,27,25,20,14
"ENSMUSG00000030725",67,65,81,98,85,86,102,91,100
"ENSMUSG00000030726",246,270,230,391,273,272,323,279,276
"ENSMUSG00000030727",152,240,186,210,142,176,273,195,129
"ENSMUSG00000030729",114,129,121,226,170,167,189,142,127
"ENSMUSG00000030730",3,5,5,9,4,11,3,2,12
"ENSMUSG00000030731",124,97,144,147,117,107,206,261,155
"ENSMUSG00000030732",2,3,0,6,4,6,5,5,3
"ENSMUSG00000030733",1164,1119,1075,1286,1167,1055,1293,1305,1165
"ENSMUSG00000030735",83.63,64.58,55.32,83.42,145.59,127.67,132.16,125.24,43.13
"ENSMUSG00000030737",5860,6182,5629,8772,5897,6564,6797,5275,6527
"ENSMUSG00000030738",3320,3989,3837,4819,3538.3,3672.7,4134,4023.04,3738.31
"ENSMUSG00000030739",958,807,556,1087,878,816,1305,928,1119.54
"ENSMUSG00000030741",577,609,622,810,715,648,579,772,710
"ENSMUSG00000030742",15,12,8,37,10,16,26,15,17
"ENSMUSG00000030744",6075.08,6039.06,5730.93,7842,6070.51,5634.92,5251,6349.16,5466
"ENSMUSG00000030745",10,16,15,17,19,21,10,21,12
"ENSMUSG00000030747",16310,19879,18934,25466,17837,18015,14726,11891,14837
"ENSMUSG00000030748",871,884,675,1048,830,1010,1336,764,862
"ENSMUSG00000030750",319,284,216,410,223,220,253,284,362
"ENSMUSG00000030751",2141,2374,2229,2814,1963,1976,2489,2143,2473
"ENSMUSG00000030752",55,95,44,63,43,43,70,74,50
"ENSMUSG00000030753",890,1134,993,1115,887,1106,1146,982,938
"ENSMUSG00000030754",2143,2492,2614,3074,2336,2559,2704,2165,2182
"ENSMUSG00000030757",1,2,1,0,0,1,0,5,0
"ENSMUSG00000030759",40,108,68,139,91,102,71,55,61
"ENSMUSG00000030760",301.27,502.67,492.84,522.76,330.29,320.51,419.14,388.57,425.4
"ENSMUSG00000030761",287,437,366,601,314,320,352,266,309
"ENSMUSG00000030762",3751,7182,5504,11429,3521,2907,2861,3600,3731
"ENSMUSG00000030763",251,272,228,329,215,207,278,235,276
"ENSMUSG00000030766",310,370,374,502,290,333,465,381,315
"ENSMUSG00000030768",68,118,134,122,91,84,121,129,105
"ENSMUSG00000030769",5,0,2,2,2,2,0,1,0
"ENSMUSG00000030770",2377,2861,2738,3159,2314,2641,2920,2188,2505
"ENSMUSG00000030772",35,58,41,43,40,74,47,53,35
"ENSMUSG00000030774",87,115,80,148,80,62,128,89,87
"ENSMUSG00000030775",4,4,4,5,5,3,1,3,4
"ENSMUSG00000030779",1050,1358,1228,1217,1091,1163,1573,1509,1167
"ENSMUSG00000030780",550,678,545,739,516,515,645,565,619
"ENSMUSG00000030781",3,2,1,1,2,0,4,0,2
"ENSMUSG00000030782",58,88,62,102,66,92,62,54,69
"ENSMUSG00000030785",3,5,3,3,4,10,0,0,0
"ENSMUSG00000030786",28,23,26,86,39,31,42,43,38
"ENSMUSG00000030787",180,244,274,256,198,142,156,102,134
"ENSMUSG00000030788",1781,1818,2013.11,2569,1711,1793,2626,1633,1862
"ENSMUSG00000030789",40,44,44,42,26,56,44.55,21,23
"ENSMUSG00000030790",40,28,28,37,23,35,39,19,24
"ENSMUSG00000030792",2,3,0,0,0,1,0,0,0
"ENSMUSG00000030793",11,24,7,44,13,13,32,29,26
"ENSMUSG00000030795",2062,2064.9,1755.79,2658.32,1387.85,1248,2202.66,2098.56,2229.69
"ENSMUSG00000030796",28,27,43,63,40,51,30,22,31
"ENSMUSG00000030798",54,71,57,110,63,65,47,60,57
"ENSMUSG00000030800",54,107,92,139,79,53,59,47,60
"ENSMUSG00000030801",354,361,390.99,469,394,407,411,409,367
"ENSMUSG00000030802",353,354,274,436,283,328,354,330,296
"ENSMUSG00000030804",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030805",850,783,840,1247,780,642,777,802,832
"ENSMUSG00000030806",93,95.06,72,92,73,84,195,76,87
"ENSMUSG00000030811",81,143,134,244,147,115,140,158,133
"ENSMUSG00000030814",432.97,560.05,419.37,636.7,408.77,331.74,454.21,654.61,407.01
"ENSMUSG00000030815",537,431,433,616,454,443,537,532,409
"ENSMUSG00000030816",839,966,923,1207,827,933,1064,963,943
"ENSMUSG00000030822",922,912,945,1204,1057,1031,1227,959,1122
"ENSMUSG00000030823",46.52,46.93,54.98,57.85,60.91,46.09,89.91,56.25,56.93
"ENSMUSG00000030824",5861,4993,5937,7466,6453,6256,6315,5896,6302
"ENSMUSG00000030825",0,0,1,0,0,0,0,1,1
"ENSMUSG00000030826",694.77,430,361,587,518,460,535,440,534
"ENSMUSG00000030827",67,44,36,32,32,80,40,27,1
"ENSMUSG00000030830",268,457,241,753,270,467,342,226,385
"ENSMUSG00000030834",4446,4677,4161,5390,4708,4093,5602,4347,4923
"ENSMUSG00000030835",1184,1471,1412,1643,1339,1352,1425,1386,1245
"ENSMUSG00000030838",0,1,0,1,2,0,2,0,0
"ENSMUSG00000030839",61.5,99.56,62,100,57,53,47.49,93,72
"ENSMUSG00000030842",1303.07,1375.39,1293.39,1632.3,1124,980.9,1262.47,1744.54,1325.87
"ENSMUSG00000030844",39,45,31,50,28,37,46,42,40
"ENSMUSG00000030846",972,1047,1060,1458,1056,1094,1164,1077,931
"ENSMUSG00000030847",1027,1953,2494,1617,1056,1052,1156,1510,1102
"ENSMUSG00000030849",1186.98,888.9,1280.82,1637.96,1292.84,1288.48,816.89,1448.97,1266.96
"ENSMUSG00000030850",619,657,586,926,667,652,884,664,666
"ENSMUSG00000030851",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030852",690,437,384,676,658,818,912,573,769
"ENSMUSG00000030854",0,1,0,2,0,0,0,0,1
"ENSMUSG00000030858",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030859",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030861",3607,3580,3705,4348,3342,3692,4980,3822,4338
"ENSMUSG00000030862",4,4,8,21,7,10,3,5,5
"ENSMUSG00000030865",28,57,46,95,32,44,50,46,47
"ENSMUSG00000030866",1,0,2,0,1,0,0,1,0
"ENSMUSG00000030867",13,134,20,13,28,15,31,11,63
"ENSMUSG00000030868",657,685,641,836,564,657,747,704,661
"ENSMUSG00000030869",998.97,916.26,916.29,1357.87,924.02,849.81,954.26,1212.07,967.95
"ENSMUSG00000030870",820,1184,1346,1562,1031,977,1031,1001,923
"ENSMUSG00000030871",262,360,297,476,306,304,354,265,308
"ENSMUSG00000030872",414,620,523,690,448,535,676,586,561
"ENSMUSG00000030873",0,0,0,0,0,0,5,0,2
"ENSMUSG00000030876",1006,1364,1187,1652,914,1032,1298,1189,1254
"ENSMUSG00000030877",1,0,0,1,0,0,0,0,0
"ENSMUSG00000030878",23,44,33,58,28,31,23,18,27
"ENSMUSG00000030879",1359,1141,1105,1629,1115,1237,1191,1298,1140
"ENSMUSG00000030880",221,277,284,404,261,321,318,317,208
"ENSMUSG00000030881",167,216,206,240,175,181,185,194,178
"ENSMUSG00000030882",3.37,23.33,10.05,17.79,3.1,8.41,17.48,6.99,25.57
"ENSMUSG00000030884",5634,5621,5625,7365,5037,5113,5553,6320,6045
"ENSMUSG00000030887",3,3,1,9,4,2,0,2,3
"ENSMUSG00000030888",253,270,304,379,224,312,280,321,275
"ENSMUSG00000030889",1,0,0,0,0,0,0,1,0
"ENSMUSG00000030890",1324.72,1419,1348,1664,1339,1450,1538,1599,1382.73
"ENSMUSG00000030894",2524,2530,2474,3212,2546,2738,2883,2502,2331
"ENSMUSG00000030895",108667,102604,91750,126275,96314,97940,113566,93209,93973
"ENSMUSG00000030897",0,1,0,0,0,0,1,1,0
"ENSMUSG00000030898",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030905",50,25,28,44,26,16,19,38,13
"ENSMUSG00000030909",1957,3632,2809,2697,2110,2340,2274,2219,2597
"ENSMUSG00000030911",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030917",62,57,71,110,66,49,38,61,46
"ENSMUSG00000030921",315.07,366.37,257.04,613.01,326.35,315.79,282.05,180.02,295.56
"ENSMUSG00000030922",49,77,42,70,55,59,65,49,61
"ENSMUSG00000030924",39,54,31,50,47,31,46,30,46
"ENSMUSG00000030929",115,152,88,154,109,143.71,194,123,128
"ENSMUSG00000030930",245,226,257,621.93,296.89,445,366,340.93,419
"ENSMUSG00000030934",36700,28132,21366,25992,20524,28852,49444,31163,53870
"ENSMUSG00000030935",2269,2121,2252,2818,2271,2635,2826,2467,2168
"ENSMUSG00000030942",500,617,622,838,442,512,557,579,575
"ENSMUSG00000030945",35,31,21,27,22,17,26,23,49
"ENSMUSG00000030946",3149,2212,1662,2440,2218,2738,3243,2674,3716
"ENSMUSG00000030954",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030956",574,565,370,738,586,637,588,331,657
"ENSMUSG00000030960",118,99,91,144,80,86,136,92,105
"ENSMUSG00000030963",0,0,0,0,1,0,0,0,1
"ENSMUSG00000030965",675,767,735,1042,763,834,921,827,865
"ENSMUSG00000030966",233,261,174,246,196,290,325,147,263
"ENSMUSG00000030967",1263,1210,1119,1830,1300,1088,1243,1673,1289
"ENSMUSG00000030968",123,118,117,115,132,126,152,99,98
"ENSMUSG00000030970",24.02,55.1,46.18,88.04,46.16,71.52,44.11,36.03,48.04
"ENSMUSG00000030972",1855,2305,1968,2409,1949,2246,3270,2795,2761
"ENSMUSG00000030976",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030978",246,413,277,413,223,257,366,321,387
"ENSMUSG00000030979",474,437,381,490,354,384,521,422,460
"ENSMUSG00000030980",904,980,878,1240.94,892.99,941.99,995,1119.99,954
"ENSMUSG00000030981",0,0,1,0,0,0,0,0,0
"ENSMUSG00000030982",768,783,788,1164,754,771,916,766,836
"ENSMUSG00000030983",1773,1750,1685,2410,1610,1447,1547,1773,1478
"ENSMUSG00000030986",621,802,949,825,658,697,892,821,745
"ENSMUSG00000030987",1113,1102,1175,1532,1281,1256,1291,1243,1194
"ENSMUSG00000030990",644,650,686,766,554,602,733,564,736
"ENSMUSG00000030994",0,2,0,3,0,0,0,0,0
"ENSMUSG00000030996",0,0,0,0,0,0,0,1,0
"ENSMUSG00000031004",92.52,562.5,88,192.22,127.76,89.51,144.74,29.15,240.44
"ENSMUSG00000031007",871,956,878,1157,859,851,873,963,781
"ENSMUSG00000031010",2688.91,3340.2,3433.16,3624,2898.67,3228.07,5123.96,3042.2,3045.74
"ENSMUSG00000031012",391,469,504,560,451,455,574,471,463
"ENSMUSG00000031015",158,205,179,259,161,218,256,187,211
"ENSMUSG00000031016",40,111,78,147,91,132,39,63,79
"ENSMUSG00000031021",595,652,576,790,518,592,574,621,550
"ENSMUSG00000031022",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031023",360,335,318,565,376,369,387,531,400
"ENSMUSG00000031024",1171,1340,1087,1092,1003,1426,1866,1393,1481
"ENSMUSG00000031026",1,2,0,1,0,0,1,1,1
"ENSMUSG00000031027",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031028",0,0,0,3,0,1,0,0,0
"ENSMUSG00000031029",2398,2345,2412,3108,2477,2309,2080,2293,2173
"ENSMUSG00000031059",3693.56,3102.59,2932,3938.49,2975.6,2830,2945.35,3564.04,3155
"ENSMUSG00000031060",676.05,644.14,812.3,946,648,608,626.29,647.87,469.1
"ENSMUSG00000031065",595,657,605,838,564,580,678,674,680
"ENSMUSG00000031066",26,22,29,40,14,37,27,28,20
"ENSMUSG00000031068",1223.85,1198.86,1051.67,1797.93,1161.38,1295.83,1265.32,1361.64,1283
"ENSMUSG00000031070",0,2,4,4,0,14,10,1,5
"ENSMUSG00000031072",320,347,249,313,265,293,302,301,301
"ENSMUSG00000031073",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031074",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031075",33,58,44,50,31,89,68,44,41
"ENSMUSG00000031077",351,383,326,419,303,349,445,274,342
"ENSMUSG00000031078",1033.87,1409,1208.88,1528.91,1115,1255,1573,1213,1244.47
"ENSMUSG00000031079",7,3,7,7,5,4,7,1,4
"ENSMUSG00000031085",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031089",0,0,0,0,0,0,0,2,0
"ENSMUSG00000031090",446,428,407,657,419,396,517,447,493
"ENSMUSG00000031093",38,27,22,88,23,36,57,28,23
"ENSMUSG00000031095",648,756,807,987,727,765,919,829,750
"ENSMUSG00000031097",7,2,1,2,2,3,1,6,3
"ENSMUSG00000031098",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031099",1,4,2,2,2,3,4,5,5
"ENSMUSG00000031101",64,53,45,73,39,40,44,27,36
"ENSMUSG00000031103",48,99,80,145,87,82,73,61,84
"ENSMUSG00000031104",0,0,0,0,2,0,2,0,0
"ENSMUSG00000031105",55,45,35,61,58,45,54,63,47
"ENSMUSG00000031107",25,32,29,50,29,31,44,39,44
"ENSMUSG00000031109",372,394,351,473,328,365,484,419,387
"ENSMUSG00000031111",4,3,2,1,2,0,0,1,2
"ENSMUSG00000031112",4,12,2,13,7,3,13,9,5
"ENSMUSG00000031118",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031119",1775,1731,1705,1905,1593,1652,2121,1330,1664
"ENSMUSG00000031125",0,5.24,1.21,0,0,0,1.19,0,9.75
"ENSMUSG00000031129",125,142,139,274,136,139,114,111,128
"ENSMUSG00000031130",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031131",0,0,0,0,0,0,0,0,0
"ENSMUSG00000031132",5,6,3,5,3,5,0,0,5
"ENSMUSG00000031133",54,76,49,118,101,98,92,54,60
"ENSMUSG00000031134",307.37,469.42,359.64,439.09,248.89,246.17,370.37,355.32,387.47
"ENSMUSG00000031137",3.01,1,4,3,0,0,0,2,1
"ENSMUSG00000031138",7463,6702,6469,8511,6625,8021,8114,5372,6932
"ENSMUSG00000031139",0,1,0,3,0,1,0,2,1
"ENSMUSG00000031142",1,3,0,7,1,2,2,7,0
"ENSMUSG00000031143",347.49,325.65,358,449.57,323,295.21,396,451.13,371.52
"ENSMUSG00000031144",26,33,26,34,18,21,26,29,19
"ENSMUSG00000031145",60,49,75,100,111,104,107,101,87
"ENSMUSG00000031146",46,32,36,38,33,56,28,37.62,28
"ENSMUSG00000031147",486,476,499,619,413,422,536,561,493
"ENSMUSG00000031148",401,524,535,597,390.64,528,597,513,502
"ENSMUSG00000031149",164,107,128,175,100,131,145,243,155
"ENSMUSG00000031150",13,13,20,17,7,11,27,25,19
"ENSMUSG00000031153",423,445,491,600,410,353,566,496,445
"ENSMUSG00000031154",1012,1049,866,1368,1028,909,1095,1119,1014
"ENSMUSG00000031155",91.74,116.8,104.8,113.65,79.93,64,96,110,69.75
"ENSMUSG00000031156",260,317,292,390,285,257,329,282,266
"ENSMUSG00000031157",850,836,809,1012,705,608,770,826,768
"ENSMUSG00000031158",1026,934,908,1313,946,878,836,970,939
