human_symbol_hgnc,human_ensembl,mouse_ensembl
TMEM119,ENSG00000183160,ENSMUSG00000054675
TMEM120A,ENSG00000189077,ENSMUSG00000039886
TMEM120B,ENSG00000188735,ENSMUSG00000054434
TMEM121,ENSG00000184986,ENSMUSG00000049036
TMEM121B,ENSG00000183307,ENSMUSG00000094626
TMEM123,ENSG00000152558,ENSMUSG00000050912
TMEM125,ENSG00000179178,ENSMUSG00000050854
TMEM126A,ENSG00000171202,ENSMUSG00000030615
TMEM126B,ENSG00000171204,ENSMUSG00000030614
TMEM127,ENSG00000135956,ENSMUSG00000034850
TMEM128,ENSG00000132406,ENSMUSG00000067365
TMEM129,ENSG00000168936,ENSMUSG00000019295
TMEM130,ENSG00000166448,ENSMUSG00000043388
TMEM131,ENSG00000075568,ENSMUSG00000026116
TMEM131L,ENSG00000121210,ENSMUSG00000033767
TMEM132A,ENSG00000006118,ENSMUSG00000024736
TMEM132B,ENSG00000139364,ENSMUSG00000070498
TMEM132C,ENSG00000181234,ENSMUSG00000034324
TMEM132D,ENSG00000151952,ENSMUSG00000034310
TMEM132E,ENSG00000181291,ENSMUSG00000020701
TMEM134,ENSG00000172663,ENSMUSG00000024845
TMEM135,ENSG00000166575,ENSMUSG00000039428
TMEM138,ENSG00000149483,ENSMUSG00000024666
TMEM139,ENSG00000178826,ENSMUSG00000071506
TMEM140,ENSG00000146859,ENSMUSG00000057137
TMEM141,ENSG00000244187,ENSMUSG00000026939
TMEM143,ENSG00000161558,ENSMUSG00000002781
TMEM144,ENSG00000164124,ENSMUSG00000027956
TMEM145,ENSG00000167619,ENSMUSG00000043843
TMEM147,ENSG00000105677,ENSMUSG00000006315
TMEM14A,ENSG00000096092,ENSMUSG00000025933
TMEM14C,ENSG00000111843,ENSMUSG00000021361
TMEM150A,ENSG00000168890,ENSMUSG00000055912
TMEM150B,ENSG00000180061,ENSMUSG00000046456
TMEM150C,ENSG00000249242,ENSMUSG00000050640
TMEM151A,ENSG00000179292,ENSMUSG00000061451
TMEM151B,ENSG00000178233,ENSMUSG00000096847
TMEM154,ENSG00000170006,ENSMUSG00000056498
TMEM158,ENSG00000249992,ENSMUSG00000054871
TMEM160,ENSG00000130748,ENSMUSG00000019158
TMEM161A,ENSG00000064545,ENSMUSG00000002342
TMEM161B,ENSG00000164180,ENSMUSG00000035762
TMEM163,ENSG00000152128,ENSMUSG00000026347
TMEM164,ENSG00000157600,ENSMUSG00000047045
TMEM165,ENSG00000134851,ENSMUSG00000029234
TMEM167A,ENSG00000174695,ENSMUSG00000012422
TMEM168,ENSG00000146802,ENSMUSG00000029569
TMEM169,ENSG00000163449,ENSMUSG00000026188
TMEM17,ENSG00000186889,ENSMUSG00000049904
TMEM170A,ENSG00000166822,ENSMUSG00000031953
TMEM170B,ENSG00000205269,ENSMUSG00000087370
TMEM171,ENSG00000157111,ENSMUSG00000052485
TMEM174,ENSG00000164325,ENSMUSG00000046082
TMEM175,ENSG00000127419,ENSMUSG00000013495
TMEM176A,ENSG00000002933,ENSMUSG00000023367
TMEM176B,ENSG00000106565,ENSMUSG00000029810
TMEM177,ENSG00000144120,ENSMUSG00000036975
TMEM178A,ENSG00000152154,ENSMUSG00000024245
TMEM178B,ENSG00000261115,ENSMUSG00000057716
TMEM179,ENSG00000258986,ENSMUSG00000054013
TMEM179B,ENSG00000185475,ENSMUSG00000118346
TMEM18,ENSG00000151353,ENSMUSG00000043061
TMEM181,ENSG00000146433,ENSMUSG00000038141
TMEM182,ENSG00000170417,ENSMUSG00000079588
TMEM183A,ENSG00000163444,ENSMUSG00000042305
TMEM184A,ENSG00000164855,ENSMUSG00000036687
TMEM184B,ENSG00000198792,ENSMUSG00000009035
TMEM184C,ENSG00000164168,ENSMUSG00000031617
TMEM185A,ENSG00000269556,ENSMUSG00000073139
TMEM185B,ENSG00000226479,ENSMUSG00000098923
TMEM186,ENSG00000184857,ENSMUSG00000043140
TMEM19,ENSG00000139291,ENSMUSG00000069520
TMEM190,ENSG00000160472,ENSMUSG00000013091
TMEM192,ENSG00000170088,ENSMUSG00000025521
TMEM198,ENSG00000188760,ENSMUSG00000051703
TMEM200A,ENSG00000164484,ENSMUSG00000049420
TMEM200B,ENSG00000253304,ENSMUSG00000070720
TMEM200C,ENSG00000206432,ENSMUSG00000095407
TMEM201,ENSG00000188807,ENSMUSG00000044700
TMEM203,ENSG00000187713,ENSMUSG00000078201
TMEM204,ENSG00000131634,ENSMUSG00000024168
TMEM205,ENSG00000105518,ENSMUSG00000040883
TMEM207,ENSG00000198398,ENSMUSG00000091972
TMEM208,ENSG00000168701,ENSMUSG00000014856
TMEM209,ENSG00000146842,ENSMUSG00000029782
TMEM210,ENSG00000185863,ENSMUSG00000026963
TMEM212,ENSG00000186329,ENSMUSG00000043164
TMEM213,ENSG00000214128,ENSMUSG00000029829
TMEM214,ENSG00000119777,ENSMUSG00000038828
TMEM215,ENSG00000188133,ENSMUSG00000046593
TMEM216,ENSG00000187049,ENSMUSG00000024667
TMEM218,ENSG00000150433,ENSMUSG00000032121
TMEM219,ENSG00000149932,ENSMUSG00000060538
TMEM220,ENSG00000187824,ENSMUSG00000050270
TMEM221,ENSG00000188051,ENSMUSG00000043664
TMEM222,ENSG00000186501,ENSMUSG00000028857
TMEM223,ENSG00000168569,ENSMUSG00000117924
TMEM229A,ENSG00000234224,ENSMUSG00000048022
TMEM229B,ENSG00000198133,ENSMUSG00000046157
TMEM230,ENSG00000089063,ENSMUSG00000027341
TMEM231,ENSG00000205084,ENSMUSG00000031951
TMEM232,ENSG00000186952,ENSMUSG00000045036
TMEM233,ENSG00000224982,ENSMUSG00000079278
TMEM234,ENSG00000160055,ENSMUSG00000028797
TMEM235,ENSG00000204278,ENSMUSG00000070330
TMEM236,ENSG00000148483,ENSMUSG00000061531
TMEM237,ENSG00000155755,ENSMUSG00000038079
TMEM238,ENSG00000233493,ENSMUSG00000030431
TMEM238L,ENSG00000263429,ENSMUSG00000085683
TMEM239,ENSG00000198326,ENSMUSG00000049692
TMEM240,ENSG00000205090,ENSMUSG00000084845
TMEM242,ENSG00000215712,ENSMUSG00000004945
TMEM243,ENSG00000135185,ENSMUSG00000079659
TMEM245,ENSG00000106771,ENSMUSG00000055296
TMEM247,ENSG00000284701,ENSMUSG00000037689
TMEM248,ENSG00000106609,ENSMUSG00000053094
TMEM25,ENSG00000149582,ENSMUSG00000002032
TMEM250,ENSG00000238227,ENSMUSG00000087679
TMEM252,ENSG00000181778,ENSMUSG00000048572
TMEM253,ENSG00000232070,ENSMUSG00000072571
TMEM254,ENSG00000133678,ENSMUSG00000072676
TMEM255A,ENSG00000125355,ENSMUSG00000036502
TMEM255B,ENSG00000184497,ENSMUSG00000038457
TMEM256,ENSG00000205544,ENSMUSG00000070394
TMEM258,ENSG00000134825,ENSMUSG00000036372
TMEM259,ENSG00000182087,ENSMUSG00000013858
TMEM26,ENSG00000196932,ENSMUSG00000060044
TMEM260,ENSG00000070269,ENSMUSG00000036339
TMEM263,ENSG00000151135,ENSMUSG00000060935
TMEM266,ENSG00000169758,ENSMUSG00000032313
TMEM267,ENSG00000151881,ENSMUSG00000074634
TMEM268,ENSG00000157693,ENSMUSG00000045917
TMEM270,ENSG00000175877,ENSMUSG00000040576
TMEM273,ENSG00000204161,ENSMUSG00000041707
TMEM278,ENSG00000205116,ENSMUSG00000073680
TMEM33,ENSG00000109133,ENSMUSG00000037720
TMEM35A,ENSG00000126950,ENSMUSG00000033578
TMEM35B,ENSG00000243749,ENSMUSG00000070737
TMEM37,ENSG00000171227,ENSMUSG00000050777
TMEM38A,ENSG00000072954,ENSMUSG00000031791
TMEM38B,ENSG00000095209,ENSMUSG00000028420
TMEM39A,ENSG00000176142,ENSMUSG00000002845
TMEM39B,ENSG00000121775,ENSMUSG00000053730
TMEM40,ENSG00000088726,ENSMUSG00000059900
TMEM41B,ENSG00000166471,ENSMUSG00000047554
TMEM42,ENSG00000169964,ENSMUSG00000066233
TMEM43,ENSG00000170876,ENSMUSG00000030095
TMEM44,ENSG00000145014,ENSMUSG00000022537
TMEM45B,ENSG00000151715,ENSMUSG00000041737
TMEM47,ENSG00000147027,ENSMUSG00000025666
TMEM50A,ENSG00000183726,ENSMUSG00000028822
TMEM50B,ENSG00000142188,ENSMUSG00000022964
TMEM51,ENSG00000171729,ENSMUSG00000040616
TMEM52,ENSG00000178821,ENSMUSG00000023153
TMEM52B,ENSG00000165685,ENSMUSG00000030160
TMEM53,ENSG00000126106,ENSMUSG00000048772
TMEM54,ENSG00000121900,ENSMUSG00000028786
TMEM59,ENSG00000116209,ENSMUSG00000028618
TMEM59L,ENSG00000105696,ENSMUSG00000035964
TMEM60,ENSG00000135211,ENSMUSG00000045435
TMEM62,ENSG00000137842,ENSMUSG00000054484
TMEM63A,ENSG00000196187,ENSMUSG00000026519
TMEM63B,ENSG00000137216,ENSMUSG00000036026
TMEM63C,ENSG00000165548,ENSMUSG00000034145
TMEM64,ENSG00000180694,ENSMUSG00000043252
TMEM65,ENSG00000164983,ENSMUSG00000062373
TMEM67,ENSG00000164953,ENSMUSG00000049488
TMEM68,ENSG00000167904,ENSMUSG00000028232
TMEM69,ENSG00000159596,ENSMUSG00000055900
TMEM70,ENSG00000175606,ENSMUSG00000025940
TMEM71,ENSG00000165071,ENSMUSG00000036944
TMEM72,ENSG00000187783,ENSMUSG00000048108
TMEM74,ENSG00000164841,ENSMUSG00000054409
TMEM74B,ENSG00000125895,ENSMUSG00000044364
TMEM79,ENSG00000163472,ENSMUSG00000001420
TMEM80,ENSG00000177042,ENSMUSG00000025505
TMEM81,ENSG00000174529,ENSMUSG00000048174
TMEM82,ENSG00000162460,ENSMUSG00000043085
TMEM86A,ENSG00000151117,ENSMUSG00000010307
TMEM86B,ENSG00000180089,ENSMUSG00000045282
TMEM87A,ENSG00000103978,ENSMUSG00000033808
TMEM87B,ENSG00000153214,ENSMUSG00000014353
TMEM88,ENSG00000167874,ENSMUSG00000045377
TMEM89,ENSG00000183396,ENSMUSG00000025652
TMEM8B,ENSG00000137103,ENSMUSG00000078716
TMEM9,ENSG00000116857,ENSMUSG00000026411
TMEM91,ENSG00000142046,ENSMUSG00000061702
TMEM94,ENSG00000177728,ENSMUSG00000020747
TMEM95,ENSG00000182896,ENSMUSG00000094845
TMEM97,ENSG00000109084,ENSMUSG00000037278
TMEM98,ENSG00000006042,ENSMUSG00000035413
TMEM9B,ENSG00000175348,ENSMUSG00000031021
TMF1,ENSG00000144747,ENSMUSG00000030059
TMIE,ENSG00000181585,ENSMUSG00000049555
TMIGD1,ENSG00000182271,ENSMUSG00000020839
TMOD1,ENSG00000136842,ENSMUSG00000028328
TMOD2,ENSG00000128872,ENSMUSG00000032186
TMOD3,ENSG00000138594,ENSMUSG00000058587
TMOD4,ENSG00000163157,ENSMUSG00000005628
TMPPE,ENSG00000188167,ENSMUSG00000079260
TMPRSS11A,ENSG00000187054,ENSMUSG00000072845
TMPRSS11D,ENSG00000153802,ENSMUSG00000061259
TMPRSS11E,ENSG00000087128,ENSMUSG00000054537
TMPRSS11F,ENSG00000198092,ENSMUSG00000048764
TMPRSS12,ENSG00000186452,ENSMUSG00000045631
TMPRSS13,ENSG00000137747,ENSMUSG00000037129
TMPRSS15,ENSG00000154646,ENSMUSG00000022857
TMPRSS2,ENSG00000184012,ENSMUSG00000000385
TMPRSS3,ENSG00000160183,ENSMUSG00000024034
TMPRSS4,ENSG00000137648,ENSMUSG00000032091
TMPRSS5,ENSG00000166682,ENSMUSG00000032268
TMPRSS6,ENSG00000187045,ENSMUSG00000016942
TMPRSS7,ENSG00000176040,ENSMUSG00000033177
TMPRSS9,ENSG00000178297,ENSMUSG00000059406
TMSB4Y,ENSG00000154620,ENSMUSG00000049775
TMT1B,ENSG00000170439,ENSMUSG00000025347
TMTC1,ENSG00000133687,ENSMUSG00000030306
TMTC2,ENSG00000179104,ENSMUSG00000036019
TMTC3,ENSG00000139324,ENSMUSG00000036676
TMTC4,ENSG00000125247,ENSMUSG00000041594
TMUB2,ENSG00000168591,ENSMUSG00000034757
TMX1,ENSG00000139921,ENSMUSG00000021072
TMX2,ENSG00000213593,ENSMUSG00000050043
TMX3,ENSG00000166479,ENSMUSG00000024614
TMX4,ENSG00000125827,ENSMUSG00000034723
TNC,ENSG00000041982,ENSMUSG00000028364
TNF,ENSG00000232810,ENSMUSG00000024401
TNFAIP1,ENSG00000109079,ENSMUSG00000017615
TNFAIP2,ENSG00000185215,ENSMUSG00000021281
TNFAIP3,ENSG00000118503,ENSMUSG00000019850
TNFAIP6,ENSG00000123610,ENSMUSG00000053475
TNFAIP8,ENSG00000145779,ENSMUSG00000062210
TNFRSF11A,ENSG00000141655,ENSMUSG00000026321
TNFRSF11B,ENSG00000164761,ENSMUSG00000063727
TNFRSF12A,ENSG00000006327,ENSMUSG00000023905
TNFRSF17,ENSG00000048462,ENSMUSG00000022496
TNFRSF19,ENSG00000127863,ENSMUSG00000060548
TNFRSF1A,ENSG00000067182,ENSMUSG00000030341
TNFRSF1B,ENSG00000028137,ENSMUSG00000028599
TNFRSF21,ENSG00000146072,ENSMUSG00000023915
TNFRSF25,ENSG00000215788,ENSMUSG00000024793
TNFRSF4,ENSG00000186827,ENSMUSG00000029075
TNFRSF9,ENSG00000049249,ENSMUSG00000028965
TNFSF10,ENSG00000121858,ENSMUSG00000039304
TNFSF11,ENSG00000120659,ENSMUSG00000022015
TNFSF12,ENSG00000239697,ENSMUSG00000097328
TNFSF13,ENSG00000161955,ENSMUSG00000089669
TNFSF13B,ENSG00000102524,ENSMUSG00000031497
TNFSF14,ENSG00000125735,ENSMUSG00000005824
TNFSF15,ENSG00000181634,ENSMUSG00000050395
TNFSF18,ENSG00000120337,ENSMUSG00000066755
TNFSF8,ENSG00000106952,ENSMUSG00000028362
TNIK,ENSG00000154310,ENSMUSG00000027692
TNIP1,ENSG00000145901,ENSMUSG00000020400
TNIP2,ENSG00000168884,ENSMUSG00000059866
TNK1,ENSG00000174292,ENSMUSG00000001583
TNK2,ENSG00000061938,ENSMUSG00000022791
TNKS,ENSG00000173273,ENSMUSG00000031529
TNKS2,ENSG00000107854,ENSMUSG00000024811
TNMD,ENSG00000000005,ENSMUSG00000031250
TNN,ENSG00000120332,ENSMUSG00000026725
TNNC1,ENSG00000114854,ENSMUSG00000091898
TNNC2,ENSG00000101470,ENSMUSG00000017300
TNNI1,ENSG00000159173,ENSMUSG00000026418
TNNI2,ENSG00000130598,ENSMUSG00000031097
TNNI3,ENSG00000129991,ENSMUSG00000035458
TNNI3K,ENSG00000116783,ENSMUSG00000040086
TNNT1,ENSG00000105048,ENSMUSG00000064179
TNNT2,ENSG00000118194,ENSMUSG00000026414
TNNT3,ENSG00000130595,ENSMUSG00000061723
TNP1,ENSG00000118245,ENSMUSG00000026182
TNPO1,ENSG00000083312,ENSMUSG00000009470
TNPO2,ENSG00000105576,ENSMUSG00000031691
TNPO3,ENSG00000064419,ENSMUSG00000012535
TNR,ENSG00000116147,ENSMUSG00000015829
TNRC6A,ENSG00000090905,ENSMUSG00000052707
TNRC6B,ENSG00000100354,ENSMUSG00000047888
TNRC6C,ENSG00000078687,ENSMUSG00000025571
TNS1,ENSG00000079308,ENSMUSG00000055322
TNS2,ENSG00000111077,ENSMUSG00000037003
TNS3,ENSG00000136205,ENSMUSG00000020422
TNS4,ENSG00000131746,ENSMUSG00000017607
TNXB,ENSG00000168477,ENSMUSG00000033327
TOB1,ENSG00000141232,ENSMUSG00000037573
TOB2,ENSG00000183864,ENSMUSG00000048546
TOE1,ENSG00000132773,ENSMUSG00000028688
TOGARAM1,ENSG00000198718,ENSMUSG00000035614
TOGARAM2,ENSG00000189350,ENSMUSG00000045761
TOLLIP,ENSG00000078902,ENSMUSG00000025139
TOM1,ENSG00000100284,ENSMUSG00000042870
TOM1L1,ENSG00000141198,ENSMUSG00000020541
TOM1L2,ENSG00000175662,ENSMUSG00000000538
TOMM20,ENSG00000173726,ENSMUSG00000093904
TOMM20L,ENSG00000196860,ENSMUSG00000021078
TOMM22,ENSG00000100216,ENSMUSG00000022427
TOMM34,ENSG00000025772,ENSMUSG00000018322
TOMM40,ENSG00000130204,ENSMUSG00000002984
TOMM40L,ENSG00000158882,ENSMUSG00000005674
TOMM6,ENSG00000214736,ENSMUSG00000033475
TOMM7,ENSG00000196683,ENSMUSG00000028998
TOMM70,ENSG00000154174,ENSMUSG00000022752
TONSL,ENSG00000160949,ENSMUSG00000059323
TOP1,ENSG00000198900,ENSMUSG00000070544
TOP1MT,ENSG00000184428,ENSMUSG00000000934
TOP2A,ENSG00000131747,ENSMUSG00000020914
TOP2B,ENSG00000077097,ENSMUSG00000017485
TOP3A,ENSG00000177302,ENSMUSG00000002814
TOP3B,ENSG00000100038,ENSMUSG00000022779
TOP6BL,ENSG00000173715,ENSMUSG00000071691
TOPAZ1,ENSG00000173769,ENSMUSG00000094985
TOPBP1,ENSG00000163781,ENSMUSG00000032555
TOPORS,ENSG00000197579,ENSMUSG00000036822
TOR1A,ENSG00000136827,ENSMUSG00000026849
TOR1AIP1,ENSG00000143337,ENSMUSG00000026466
TOR1AIP2,ENSG00000169905,ENSMUSG00000050565
TOR1B,ENSG00000136816,ENSMUSG00000026848
TOR2A,ENSG00000160404,ENSMUSG00000009563
TOR3A,ENSG00000186283,ENSMUSG00000060519
TOR4A,ENSG00000198113,ENSMUSG00000059555
TOX,ENSG00000198846,ENSMUSG00000041272
TOX2,ENSG00000124191,ENSMUSG00000074607
TOX3,ENSG00000103460,ENSMUSG00000043668
TOX4,ENSG00000092203,ENSMUSG00000016831
TP53,ENSG00000141510,ENSMUSG00000059552
TP53BP1,ENSG00000067369,ENSMUSG00000043909
TP53BP2,ENSG00000143514,ENSMUSG00000026510
TP53I11,ENSG00000175274,ENSMUSG00000068735
TP53I13,ENSG00000167543,ENSMUSG00000044328
TP53INP1,ENSG00000164938,ENSMUSG00000028211
TP53INP2,ENSG00000078804,ENSMUSG00000038375
TP63,ENSG00000073282,ENSMUSG00000022510
TP73,ENSG00000078900,ENSMUSG00000029026
TPBG,ENSG00000146242,ENSMUSG00000035274
TPBGL,ENSG00000261594,ENSMUSG00000096606
TPCN1,ENSG00000186815,ENSMUSG00000032741
TPCN2,ENSG00000162341,ENSMUSG00000048677
TPD52,ENSG00000076554,ENSMUSG00000027506
TPD52L1,ENSG00000111907,ENSMUSG00000000296
TPD52L2,ENSG00000101150,ENSMUSG00000000827
TPGS1,ENSG00000141933,ENSMUSG00000020308
TPGS2,ENSG00000134779,ENSMUSG00000024269
TPH1,ENSG00000129167,ENSMUSG00000040046
TPH2,ENSG00000139287,ENSMUSG00000006764
TPI1,ENSG00000111669,ENSMUSG00000023456
TPK1,ENSG00000196511,ENSMUSG00000029735
TPM1,ENSG00000140416,ENSMUSG00000032366
TPM2,ENSG00000198467,ENSMUSG00000028464
TPM3,ENSG00000143549,ENSMUSG00000027940
TPM4,ENSG00000167460,ENSMUSG00000031799
TPMT,ENSG00000137364,ENSMUSG00000021376
TPO,ENSG00000115705,ENSMUSG00000020673
TPP1,ENSG00000166340,ENSMUSG00000030894
TPP2,ENSG00000134900,ENSMUSG00000041763
TPPP,ENSG00000171368,ENSMUSG00000021573
TPPP2,ENSG00000179636,ENSMUSG00000008813
TPPP3,ENSG00000159713,ENSMUSG00000014846
TPR,ENSG00000047410,ENSMUSG00000006005
TPRA1,ENSG00000163870,ENSMUSG00000002871
TPRG1,ENSG00000188001,ENSMUSG00000048399
TPRG1L,ENSG00000158109,ENSMUSG00000029030
TPRKB,ENSG00000144034,ENSMUSG00000054226
TPRN,ENSG00000176058,ENSMUSG00000048707
TPSG1,ENSG00000116176,ENSMUSG00000033200
TPST1,ENSG00000169902,ENSMUSG00000034118
TPST2,ENSG00000128294,ENSMUSG00000029344
TPX2,ENSG00000088325,ENSMUSG00000027469
TRA2A,ENSG00000164548,ENSMUSG00000029817
TRA2B,ENSG00000136527,ENSMUSG00000022858
TRABD,ENSG00000170638,ENSMUSG00000015363
TRABD2B,ENSG00000269113,ENSMUSG00000070867
TRADD,ENSG00000102871,ENSMUSG00000031887
TRAF1,ENSG00000056558,ENSMUSG00000026875
TRAF2,ENSG00000127191,ENSMUSG00000026942
TRAF3,ENSG00000131323,ENSMUSG00000021277
TRAF3IP2,ENSG00000056972,ENSMUSG00000019842
TRAF3IP3,ENSG00000009790,ENSMUSG00000037318
TRAF4,ENSG00000076604,ENSMUSG00000017386
TRAF5,ENSG00000082512,ENSMUSG00000026637
TRAF6,ENSG00000175104,ENSMUSG00000027164
TRAF7,ENSG00000131653,ENSMUSG00000052752
TRAFD1,ENSG00000135148,ENSMUSG00000042726
TRAIP,ENSG00000183763,ENSMUSG00000032586
TRAK1,ENSG00000182606,ENSMUSG00000032536
TRAK2,ENSG00000115993,ENSMUSG00000026028
TRAM1,ENSG00000067167,ENSMUSG00000025935
TRAM1L1,ENSG00000174599,ENSMUSG00000044528
TRAM2,ENSG00000065308,ENSMUSG00000041779
TRANK1,ENSG00000168016,ENSMUSG00000062296
TRAP1,ENSG00000126602,ENSMUSG00000005981
TRAPPC1,ENSG00000170043,ENSMUSG00000049299
TRAPPC10,ENSG00000160218,ENSMUSG00000000374
TRAPPC11,ENSG00000168538,ENSMUSG00000038102
TRAPPC12,ENSG00000171853,ENSMUSG00000020628
TRAPPC13,ENSG00000113597,ENSMUSG00000021711
TRAPPC14,ENSG00000146826,ENSMUSG00000036948
TRAPPC2,ENSG00000196459,ENSMUSG00000079317
TRAPPC2L,ENSG00000167515,ENSMUSG00000015013
TRAPPC3,ENSG00000054116,ENSMUSG00000028847
TRAPPC3L,ENSG00000173626,ENSMUSG00000071340
TRAPPC4,ENSG00000196655,ENSMUSG00000032112
TRAPPC5,ENSG00000181029,ENSMUSG00000040236
TRAPPC6A,ENSG00000007255,ENSMUSG00000002043
TRAPPC6B,ENSG00000182400,ENSMUSG00000020993
TRAPPC8,ENSG00000153339,ENSMUSG00000033382
TRAPPC9,ENSG00000167632,ENSMUSG00000047921
TRARG1,ENSG00000184811,ENSMUSG00000046275
TRAT1,ENSG00000163519,ENSMUSG00000030775
TRDMT1,ENSG00000107614,ENSMUSG00000026723
TRDN,ENSG00000186439,ENSMUSG00000019787
TREH,ENSG00000118094,ENSMUSG00000032098
TREM2,ENSG00000095970,ENSMUSG00000023992
TREML1,ENSG00000161911,ENSMUSG00000023993
TREML2,ENSG00000112195,ENSMUSG00000071068
TRERF1,ENSG00000124496,ENSMUSG00000064043
TREX1,ENSG00000213689,ENSMUSG00000049734
TREX2,ENSG00000183479,ENSMUSG00000031372
TRH,ENSG00000170893,ENSMUSG00000005892
TRHDE,ENSG00000072657,ENSMUSG00000050663
TRHR,ENSG00000174417,ENSMUSG00000038760
TRIAP1,ENSG00000170855,ENSMUSG00000029535
TRIB1,ENSG00000173334,ENSMUSG00000032501
TRIB2,ENSG00000071575,ENSMUSG00000020601
TRIB3,ENSG00000101255,ENSMUSG00000032715
TRIL,ENSG00000255690,ENSMUSG00000043496
TRIM10,ENSG00000204613,ENSMUSG00000073400
TRIM11,ENSG00000154370,ENSMUSG00000020455
TRIM13,ENSG00000204977,ENSMUSG00000035235
TRIM14,ENSG00000106785,ENSMUSG00000039853
TRIM16,ENSG00000221926,ENSMUSG00000047821
TRIM17,ENSG00000162931,ENSMUSG00000036964
TRIM2,ENSG00000109654,ENSMUSG00000027993
TRIM21,ENSG00000132109,ENSMUSG00000030966
TRIM23,ENSG00000113595,ENSMUSG00000021712
TRIM24,ENSG00000122779,ENSMUSG00000029833
TRIM25,ENSG00000121060,ENSMUSG00000000275
TRIM26,ENSG00000234127,ENSMUSG00000024457
TRIM27,ENSG00000204713,ENSMUSG00000021326
TRIM28,ENSG00000130726,ENSMUSG00000005566
TRIM29,ENSG00000137699,ENSMUSG00000032013
TRIM3,ENSG00000110171,ENSMUSG00000036989
TRIM32,ENSG00000119401,ENSMUSG00000051675
TRIM33,ENSG00000197323,ENSMUSG00000033014
TRIM35,ENSG00000104228,ENSMUSG00000022043
TRIM36,ENSG00000152503,ENSMUSG00000033949
TRIM37,ENSG00000108395,ENSMUSG00000018548
TRIM38,ENSG00000112343,ENSMUSG00000064140
TRIM39,ENSG00000204599,ENSMUSG00000045409
TRIM40,ENSG00000204614,ENSMUSG00000073399
TRIM41,ENSG00000146063,ENSMUSG00000040365
TRIM42,ENSG00000155890,ENSMUSG00000032451
TRIM44,ENSG00000166326,ENSMUSG00000027189
TRIM45,ENSG00000134253,ENSMUSG00000033233
TRIM46,ENSG00000163462,ENSMUSG00000042766
TRIM47,ENSG00000132481,ENSMUSG00000020773
TRIM50,ENSG00000146755,ENSMUSG00000053388
TRIM54,ENSG00000138100,ENSMUSG00000062077
TRIM55,ENSG00000147573,ENSMUSG00000060913
TRIM56,ENSG00000169871,ENSMUSG00000043279
TRIM58,ENSG00000162722,ENSMUSG00000037124
TRIM59,ENSG00000213186,ENSMUSG00000034317
TRIM6,ENSG00000121236,ENSMUSG00000072244
TRIM60,ENSG00000176979,ENSMUSG00000053490
TRIM61,ENSG00000183439,ENSMUSG00000109718
TRIM62,ENSG00000116525,ENSMUSG00000041000
TRIM63,ENSG00000158022,ENSMUSG00000028834
TRIM65,ENSG00000141569,ENSMUSG00000054517
TRIM66,ENSG00000166436,ENSMUSG00000031026
TRIM67,ENSG00000119283,ENSMUSG00000036913
TRIM68,ENSG00000167333,ENSMUSG00000073968
TRIM69,ENSG00000185880,ENSMUSG00000033368
TRIM7,ENSG00000146054,ENSMUSG00000040350
TRIM71,ENSG00000206557,ENSMUSG00000079259
TRIM72,ENSG00000177238,ENSMUSG00000042828
TRIM8,ENSG00000171206,ENSMUSG00000025034
TRIM9,ENSG00000100505,ENSMUSG00000021071
TRIML1,ENSG00000184108,ENSMUSG00000031651
TRIML2,ENSG00000179046,ENSMUSG00000091490
TRIO,ENSG00000038382,ENSMUSG00000022263
TRIOBP,ENSG00000100106,ENSMUSG00000033088
TRIP10,ENSG00000125733,ENSMUSG00000019487
TRIP11,ENSG00000100815,ENSMUSG00000021188
TRIP12,ENSG00000153827,ENSMUSG00000026219
TRIP13,ENSG00000071539,ENSMUSG00000021569
TRIP4,ENSG00000103671,ENSMUSG00000032386
TRIP6,ENSG00000087077,ENSMUSG00000023348
TRIQK,ENSG00000205133,ENSMUSG00000055963
TRIR,ENSG00000123144,ENSMUSG00000041203
TRIT1,ENSG00000043514,ENSMUSG00000028653
TRMO,ENSG00000136932,ENSMUSG00000028331
TRMT1,ENSG00000104907,ENSMUSG00000001909
TRMT10A,ENSG00000145331,ENSMUSG00000004127
TRMT10B,ENSG00000165275,ENSMUSG00000035601
TRMT10C,ENSG00000174173,ENSMUSG00000044763
TRMT11,ENSG00000066651,ENSMUSG00000019792
TRMT112,ENSG00000173113,ENSMUSG00000038812
TRMT13,ENSG00000122435,ENSMUSG00000033439
TRMT1L,ENSG00000121486,ENSMUSG00000053286
TRMT2A,ENSG00000099899,ENSMUSG00000022721
TRMT2B,ENSG00000188917,ENSMUSG00000067369
TRMT44,ENSG00000155275,ENSMUSG00000029097
TRMT5,ENSG00000126814,ENSMUSG00000034442
TRMT6,ENSG00000089195,ENSMUSG00000037376
TRMT61A,ENSG00000166166,ENSMUSG00000060950
TRMT9B,ENSG00000250305,ENSMUSG00000039620
TRMU,ENSG00000100416,ENSMUSG00000022386
TRNAU1AP,ENSG00000180098,ENSMUSG00000028898
TRNP1,ENSG00000253368,ENSMUSG00000056596
TRNT1,ENSG00000072756,ENSMUSG00000013736
TROAP,ENSG00000135451,ENSMUSG00000032783
TRPA1,ENSG00000104321,ENSMUSG00000032769
TRPC1,ENSG00000144935,ENSMUSG00000032839
